,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
1497_wall-robot-navigation,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09325608 0.09290777 0.09289105 0.09282291 0.09255281 0.09249599
 0.09176903 0.09173956 0.0869338  0.08638018 0.08625081]","(np.float64(1.0276828862926108), np.float64(1.023844502949168), np.float64(1.0236602024007844), np.float64(1.0229092792343248), np.float64(1.0199328028936239), np.float64(1.0193066832911326), np.float64(1.0112955610309893), np.float64(1.0109707360977067), np.float64(0.9580112831864638), np.float64(0.9519103139121812), np.float64(0.9504847376547585))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09369997 0.09334835 0.09325638 0.09320769 0.09286689 0.09283443
 0.09232592 0.09196889 0.0883823  0.08525012 0.08285906]","(np.float64(1.0321986522567892), np.float64(1.0283251372088027), np.float64(1.027312064042406), np.float64(1.026775731189608), np.float64(1.0230214012200212), np.float64(1.0226638459848227), np.float64(1.0170621473000425), np.float64(1.0131290397128563), np.float64(0.9736191862233963), np.float64(0.9391151060267188), np.float64(0.9127752037004118))"
1504_steel-plates-fault,"('DyS', 'SMM', 'MS', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.0929688  0.09268421 0.09263869 0.09252085 0.09244033 0.09202149
 0.09182809 0.09182395 0.08801957 0.08766481 0.08538923]","(np.float64(1.0238293274854169), np.float64(1.0206952019942626), np.float64(1.0201939493103325), np.float64(1.0188961928778875), np.float64(1.0180094680806386), np.float64(1.0133970004696111), np.float64(1.011267137408949), np.float64(1.0112215470376786), np.float64(0.9693253735725436), np.float64(0.9654185002164775), np.float64(0.9403584342133846))","('ACC', 'CC', 'DyS', 'MAX', 'MS', 'SORD', 'X', 'SMM', 'HDy', 'PACC', 'PCC')","[0.09099553 0.09099553 0.09099553 0.09099553 0.09099553 0.09099553
 0.09099553 0.09099052 0.09081037 0.0906152  0.0906152 ]","(np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0008981944885027), np.float64(0.9989164786526319), np.float64(0.9967696198304381), np.float64(0.9967696198304381))"
1507_twonorm,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'PCC', 'ACC', 'SMM', 'CC', 'PACC')","[0.10519162 0.10232221 0.09820758 0.09820156 0.09168072 0.08817968
 0.08767437 0.08556893 0.08469067 0.08368006 0.07460261]","(np.float64(1.1670640124596305), np.float64(1.135228904015793), np.float64(1.0895785598274295), np.float64(1.0895118195576283), np.float64(1.0171653676578603), np.float64(0.9783225309364122), np.float64(0.9727163483048658), np.float64(0.9493572540676964), np.float64(0.9396131747543501), np.float64(0.9284008095039488), np.float64(0.8276897431596912))","('SMM', 'DyS', 'SORD', 'MS', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09121406 0.0911837  0.09117358 0.09113816 0.09111792 0.09100661
 0.09096107 0.09095095 0.0907688  0.09050569 0.08997947]","(np.float64(1.0033687023698101), np.float64(1.0030347530046861), np.float64(1.0029234365496447), np.float64(1.002533828957), np.float64(1.0023111960469173), np.float64(1.0010867150414624), np.float64(1.0005857909937765), np.float64(1.000474474538735), np.float64(0.9984707783479909), np.float64(0.995576550516916), np.float64(0.9897880948547657))"
1526_wall-robot-navigation,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09338032 0.09305329 0.09300761 0.09287218 0.09267987 0.09246504
 0.09208678 0.09202365 0.08702098 0.08616827 0.08524201]","(np.float64(1.0291795367355954), np.float64(1.0255752487781795), np.float64(1.02507175062394), np.float64(1.0235791538594556), np.float64(1.021459599380946), np.float64(1.0190918856313125), np.float64(1.0149229240252764), np.float64(1.0142271001313563), np.float64(0.9590908263921623), np.float64(0.9496928256159926), np.float64(0.9394841140699008))","('DyS', 'HDy', 'MAX', 'SORD', 'SMM', 'X', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09801603 0.09740264 0.09705936 0.09596764 0.09582696 0.09576505
 0.095343   0.08949609 0.08390243 0.08156141 0.0696594 ]","(np.float64(1.088283369836052), np.float64(1.0814728278593913), np.float64(1.0776614236339206), np.float64(1.0655399085561945), np.float64(1.0639778576441168), np.float64(1.0632905552428022), np.float64(1.058604402506568), np.float64(0.9936855666006021), np.float64(0.9315784223363769), np.float64(0.9055858951593972), np.float64(0.7734363879975901))"
1535_volcanoes-b5,"('DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PACC', 'PCC', 'CC')","[0.09788624 0.09760203 0.09748837 0.09732215 0.09644596 0.09635685
 0.09171273 0.09102342 0.07925784 0.07889101 0.07601341]","(np.float64(1.088160336966398), np.float64(1.0850008782488583), np.float64(1.0837374044824326), np.float64(1.0818895776835782), np.float64(1.0721493280971548), np.float64(1.071158814539896), np.float64(1.0195319971816823), np.float64(1.0118692915700125), np.float64(0.8810762563580522), np.float64(0.8769982867457274), np.float64(0.8450092250252546))","('X', 'MAX', 'SMM', 'SORD', 'MS', 'ACC', 'DyS', 'PACC', 'HDy', 'PCC', 'CC')","[0.09613495 0.09601425 0.09593196 0.09584966 0.0953998  0.09516389
 0.09479083 0.09457687 0.08409274 0.07669185 0.07535322]","(np.float64(1.0652597412650302), np.float64(1.063922318774012), np.float64(1.063010439802864), np.float64(1.0620985608317153), np.float64(1.0571136224561029), np.float64(1.0544995694054775), np.float64(1.0503657180696035), np.float64(1.0479948327446176), np.float64(0.931821451820292), np.float64(0.8498131363483322), np.float64(0.8349799050843159))"
1538_volcanoes-d1,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09931503 0.09879693 0.09852835 0.09827092 0.09725824 0.09701137
 0.09358755 0.08999108 0.0779974  0.07497171 0.07427142]","(np.float64(1.1062253302020069), np.float64(1.100454459138293), np.float64(1.0974628466049057), np.float64(1.0945954633413664), np.float64(1.0833156712920187), np.float64(1.080565830324663), np.float64(1.0424294882397094), np.float64(1.0023700264539257), np.float64(0.8687778125229565), np.float64(0.8350760152974679), np.float64(0.8272758396475202))","('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10080639 0.10013964 0.10005917 0.09967406 0.09874291 0.09830032
 0.09179949 0.08912673 0.07696425 0.0728143  0.07157276]","(np.float64(1.12572438319228), np.float64(1.1182786339018367), np.float64(1.117380008987473), np.float64(1.1130794468973029), np.float64(1.102681072888236), np.float64(1.0977386358592347), np.float64(1.0251425802774128), np.float64(0.9952953956217568), np.float64(0.8594746585650503), np.float64(0.8131312879814294), np.float64(0.799266789302673))"
1539_volcanoes-d2,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.0991895  0.09870472 0.09850001 0.09817308 0.09717739 0.09698044
 0.09312663 0.08994923 0.07808715 0.07561536 0.0744965 ]","(np.float64(1.1046608713189092), np.float64(1.0992619510646688), np.float64(1.0969821028607762), np.float64(1.093341160647292), np.float64(1.0822523080331619), np.float64(1.0800588909327096), np.float64(1.0371395062549091), np.float64(1.001753211556317), np.float64(0.8696467167831002), np.float64(0.8421186436000201), np.float64(0.8296580745810938))","('HDy', 'DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'ACC', 'PCC', 'CC', 'PACC')","[0.1005036  0.10020554 0.09936393 0.09891975 0.09743525 0.09683911
 0.09433183 0.08605605 0.07923554 0.07474113 0.07236827]","(np.float64(1.119789051379106), np.float64(1.1164680369855369), np.float64(1.107091055168401), np.float64(1.1021420925426904), np.float64(1.085602138504131), np.float64(1.0789601097169932), np.float64(1.0510245180534419), np.float64(0.9588175301849381), np.float64(0.8828249067085654), np.float64(0.8327492190878878), np.float64(0.8063113397979071))"
1540_volcanoes-d3,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.0992863  0.0987824  0.09855672 0.09834243 0.09729658 0.09722083
 0.09300392 0.09016051 0.0779302  0.07514715 0.07427296]","(np.float64(1.1059436246262602), np.float64(1.1003306681645049), np.float64(1.0978169249110372), np.float64(1.0954298881366404), np.float64(1.083780283546832), np.float64(1.0829365103650146), np.float64(1.0359646124550477), np.float64(1.0042920153150523), np.float64(0.8680594664324665), np.float64(0.8370592294609871), np.float64(0.8273216292028357))","('SORD', 'DyS', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'HDy', 'PCC', 'PACC', 'CC')","[0.09910769 0.09904519 0.09878948 0.09868152 0.09821556 0.09778371
 0.09306167 0.0908626  0.07673627 0.07471335 0.07300296]","(np.float64(1.1040972307201098), np.float64(1.1034008914352182), np.float64(1.1005522307242988), np.float64(1.099349462868577), np.float64(1.0941585700175676), np.float64(1.089347498594681), np.float64(1.0367422307996956), np.float64(1.0122437486857856), np.float64(0.8548710703003068), np.float64(0.832334998898364), np.float64(0.8132806239208783))"
1541_volcanoes-d4,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09935328 0.09883763 0.09862984 0.09841691 0.09734999 0.09732521
 0.09287657 0.09014553 0.07787832 0.0749804  0.07420631]","(np.float64(1.1068233605013598), np.float64(1.1010789067769302), np.float64(1.0987640124454243), np.float64(1.0963919349209041), np.float64(1.0845061833339342), np.float64(1.0842301180599305), np.float64(1.0346710347660562), np.float64(1.0042464156562017), np.float64(0.8675862610727418), np.float64(0.8353026215422571), np.float64(0.8266790535639612))","('MAX', 'X', 'DyS', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'PCC', 'PACC', 'CC')","[0.10011471 0.09998056 0.0993215  0.09891324 0.0977351  0.09201353
 0.09089955 0.09072458 0.07822578 0.07780002 0.07427143]","(np.float64(1.1126994686758374), np.float64(1.1112085510053462), np.float64(1.103883607667717), np.float64(1.0993460321488315), np.float64(1.0862518856514765), np.float64(1.0226610058796677), np.float64(1.0102799069638517), np.float64(1.0083352317414724), np.float64(0.8694205983561656), np.float64(0.8646885553150423), np.float64(0.8254709383303898))"
1566_hill-valley,"('DyS', 'HDy', 'MS', 'SORD', 'SMM', 'ACC', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09404065 0.09382471 0.09373961 0.09362554 0.09308554 0.09278251
 0.0914021  0.09094751 0.08680182 0.08639802 0.08335199]","(np.float64(1.038125301355159), np.float64(1.0357415442510678), np.float64(1.0348020179349613), np.float64(1.0335428735491983), np.float64(1.0275816875624413), np.float64(1.0242365411110714), np.float64(1.0089979836598675), np.float64(1.0039797949210947), np.float64(0.9582149867143311), np.float64(0.9537574068129052), np.float64(0.9201320126602434))","('DyS', 'HDy', 'SORD', 'ACC', 'SMM', 'MS', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09959834 0.09862934 0.09781514 0.09775207 0.09692641 0.0959574
 0.08793588 0.08793588 0.08682353 0.07993155 0.07069447]","(np.float64(1.1060616849805984), np.float64(1.0953006678874289), np.float64(1.0862588665428725), np.float64(1.085558445311956), np.float64(1.0763892946526874), np.float64(1.065628277559518), np.float64(0.9765474319184296), np.float64(0.9765474319184296), np.float64(0.9641945483913595), np.float64(0.8876576102494091), np.float64(0.785077737248842))"
182_satimage,"('SMM', 'SORD', 'MS', 'MAX', 'DyS', 'X', 'ACC', 'HDy', 'CC', 'PACC', 'PCC')","[0.09287805 0.09257181 0.09240201 0.09235339 0.09234355 0.09226424
 0.09166321 0.09045143 0.08780047 0.08770055 0.08757128]","(np.float64(1.0232508365006217), np.float64(1.019876889330972), np.float64(1.0180062702823596), np.float64(1.0174705695689588), np.float64(1.0173621035576361), np.float64(1.0164884036843946), np.float64(1.0098668020872767), np.float64(0.996516417837916), np.float64(0.9673103634062649), np.float64(0.9662095924029098), np.float64(0.9647853782853978))","('DyS', 'HDy', 'PACC', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'CC', 'X', 'PCC')","[0.09125817 0.09120252 0.09115193 0.0910811  0.09102545 0.09102039
 0.09094451 0.09082814 0.09075226 0.09071684 0.09001867]","(np.float64(1.0038518786993218), np.float64(1.0032397097723902), np.float64(1.0026831925660884), np.float64(1.0019040684772662), np.float64(1.0012918995503344), np.float64(1.0012362478297043), np.float64(1.0004014720202516), np.float64(0.999121482445758), np.float64(0.9982867066363056), np.float64(0.9978971445918944), np.float64(0.9902172071449318))"
23_cmc,"('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'PCC', 'MS', 'ACC', 'CC', 'PACC')","[0.10001502 0.09938721 0.09903375 0.09879574 0.09863535 0.09845589
 0.08486017 0.08380326 0.08134295 0.0779389  0.07773176]","(np.float64(1.111788988645936), np.float64(1.104810029214256), np.float64(1.100880914011335), np.float64(1.0982351370277808), np.float64(1.096452201885863), np.float64(1.0944573306784477), np.float64(0.943324336484368), np.float64(0.9315755147310155), np.float64(0.9042261771919412), np.float64(0.8663859649796054), np.float64(0.8640833321448677))","('HDy', 'DyS', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'MAX', 'CC', 'PCC', 'PACC')","[0.09471465 0.09470327 0.09413443 0.09412874 0.09389552 0.09387276
 0.0935087  0.09299674 0.08580657 0.08454943 0.07768918]","(np.float64(1.0454892788832226), np.float64(1.0453636976434173), np.float64(1.0390846356531567), np.float64(1.039021845033254), np.float64(1.0364474296172475), np.float64(1.0361962671376366), np.float64(1.03217766746387), np.float64(1.0265265116726356), np.float64(0.9471591681157431), np.float64(0.9332824411172673), np.float64(0.8575569535147256))"
28_optdigits,"('SMM', 'MS', 'DyS', 'SORD', 'MAX', 'ACC', 'X', 'PACC', 'HDy', 'CC', 'PCC')","[0.09240858 0.09221509 0.09186292 0.09179971 0.09141199 0.09140104
 0.09137651 0.09075326 0.0906529  0.08876339 0.08735461]","(np.float64(1.0170973890765795), np.float64(1.0149677073915027), np.float64(1.0110915007419852), np.float64(1.0103958021215598), np.float64(1.0061283370033565), np.float64(1.0060078128786385), np.float64(1.0057378778036483), np.float64(0.9988780876521564), np.float64(0.9977734696799198), np.float64(0.9769765369970711), np.float64(0.9614707463359338))","('SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'DyS', 'PACC', 'HDy', 'CC', 'PCC')","[0.09202168 0.09183687 0.0918266  0.09182147 0.09182147 0.09154425
 0.09152372 0.09037893 0.09011199 0.08913147 0.08798155]","(np.float64(1.0124237581972844), np.float64(1.0103904897521636), np.float64(1.010277530394101), np.float64(1.01022105071507), np.float64(1.01022105071507), np.float64(1.0071711480473886), np.float64(1.006945229331264), np.float64(0.9943502609073203), np.float64(0.9914133175977013), np.float64(0.980625698902754), np.float64(0.9679742507997793))"
