dataset,predicted_ranking,predicted_ranking_weights,predicted_ranking_mae,true_ranking,true_ranking_weights,true_ranking_mae
abalone,"['SMM', 'X', 'DyS', 'MS', 'SORD', 'MAX', 'HDy', 'ACC', 'PACC', 'PCC', 'CC']","[0.14155356 0.11984053 0.11970839 0.11872895 0.11644503 0.09533321
 0.09374143 0.07175914 0.04269076 0.04194137 0.03825764]","[np.float64(0.045456363287499996), np.float64(0.05369227019583333), np.float64(0.053751534891666675), np.float64(0.054194952983333336), np.float64(0.05525791666666665), np.float64(0.0674949477775), np.float64(0.06864104999999995), np.float64(0.08966815999166672), np.float64(0.15072371130333337), np.float64(0.15341676956583328), np.float64(0.16818890000000006)]","['DyS', 'SMM', 'MS', 'SORD', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC']","[0.12618581 0.1166183  0.11516111 0.11492792 0.1015256  0.09591153
 0.09530191 0.09503563 0.06435552 0.04284769 0.03212897]","[np.float64(0.038981525), np.float64(0.042179615000000004), np.float64(0.042713335), np.float64(0.042800000000000005), np.float64(0.04845), np.float64(0.051285964999999996), np.float64(0.051614025), np.float64(0.051758639999999995), np.float64(0.07643346000000001), np.float64(0.1148), np.float64(0.15309907)]"
ailerons,"['DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'HDy', 'ACC', 'CC', 'PCC', 'PACC']","[0.14449996 0.11857863 0.11519822 0.10496691 0.10251361 0.10221062
 0.09286393 0.08093468 0.05348151 0.04365682 0.04109512]","[np.float64(0.04043491269333335), np.float64(0.049273999999999984), np.float64(0.05071991125833331), np.float64(0.0556636681166667), np.float64(0.05699578160499999), np.float64(0.057164739399999984), np.float64(0.06291833333333335), np.float64(0.07219209125833334), np.float64(0.10924979166666668), np.float64(0.13383576689166665), np.float64(0.14217853886666676)]","['DyS', 'MS', 'SORD', 'SMM', 'HDy', 'ACC', 'MAX', 'X', 'PACC', 'CC', 'PCC']","[0.12704708 0.11205853 0.11154012 0.11138576 0.10545611 0.09637607
 0.09182087 0.08502026 0.07917681 0.04586696 0.03425144]","[np.float64(0.025109175), np.float64(0.02846769), np.float64(0.0286), np.float64(0.028639635), np.float64(0.03025), np.float64(0.033099995), np.float64(0.034742075), np.float64(0.037521025), np.float64(0.040290175000000004), np.float64(0.06955), np.float64(0.09313615)]"
anuranCalls,"['X', 'MAX', 'SMM', 'DyS', 'HDy', 'ACC', 'MS', 'SORD', 'CC', 'PCC', 'PACC']","[0.13682306 0.12655179 0.11202206 0.10125431 0.09550463 0.09265742
 0.08503385 0.078889   0.07767294 0.04786075 0.04573018]","[np.float64(0.02270713195), np.float64(0.024550101849999985), np.float64(0.027734352073333333), np.float64(0.030683723624999968), np.float64(0.032530983333333346), np.float64(0.03353060692916668), np.float64(0.036536738533333335), np.float64(0.03938266666666664), np.float64(0.03999924999999999), np.float64(0.06491455296166664), np.float64(0.06793892095000001)]","['DyS', 'MAX', 'SMM', 'SORD', 'MS', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[0.12153195 0.1145644  0.11170451 0.10858642 0.1073366  0.10296635
 0.08958024 0.0861637  0.07811953 0.04374152 0.03570479]","[np.float64(0.015278515), np.float64(0.01620772), np.float64(0.016622675), np.float64(0.0171), np.float64(0.01729911), np.float64(0.018033345), np.float64(0.020728095), np.float64(0.02155), np.float64(0.023769059999999998), np.float64(0.04245), np.float64(0.05200501)]"
balloon,"['HDy', 'MAX', 'DyS', 'PCC', 'X', 'SORD', 'SMM', 'MS', 'ACC', 'CC', 'PACC']","[0.15471063 0.12368465 0.10951751 0.09595375 0.09292393 0.09213984
 0.08774996 0.08488419 0.05514551 0.05391371 0.04937632]","[np.float64(0.07960624999999996), np.float64(0.0995752791), np.float64(0.11245629218333329), np.float64(0.12835281110833333), np.float64(0.13253780378095242), np.float64(0.13366566666666665), np.float64(0.1403525789166667), np.float64(0.14509101526916668), np.float64(0.2233352126666665), np.float64(0.22843786666666646), np.float64(0.24942994810000005)]","['SMM', 'SORD', 'MS', 'PACC', 'DyS', 'ACC', 'MAX', 'X', 'HDy', 'PCC', 'CC']","[0.12724246 0.12328976 0.12315215 0.11514131 0.1144164  0.10487155
 0.08871409 0.07678926 0.06577025 0.03125053 0.02936222]","[np.float64(0.027033304999999997), np.float64(0.0279), np.float64(0.027931175000000003), np.float64(0.02987446), np.float64(0.030063735), np.float64(0.032799975), np.float64(0.03877382), np.float64(0.044795119999999994), np.float64(0.052300000000000006), np.float64(0.11007123999999999), np.float64(0.11715)]"
bank8FM,"['DyS', 'MAX', 'X', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'CC', 'PACC', 'PCC']","[0.14345071 0.14084996 0.13731271 0.12361369 0.10859577 0.08252086
 0.07976374 0.06245436 0.04439721 0.04320421 0.03383677]","[np.float64(0.0487564324333333), np.float64(0.0496567057958333), np.float64(0.05093588819583334), np.float64(0.05658066666666667), np.float64(0.06440531757416668), np.float64(0.0847560833333333), np.float64(0.0876857744), np.float64(0.1119880970666667), np.float64(0.15753570000000003), np.float64(0.161885719825), np.float64(0.20670249911250005)]","['DyS', 'SORD', 'SMM', 'MS', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC']","[0.1249804  0.11182496 0.11124061 0.1110939  0.11026642 0.0918695
 0.09168051 0.09145171 0.08052806 0.04147636 0.03358757]","[np.float64(0.01266057), np.float64(0.014150000000000001), np.float64(0.01422433), np.float64(0.014243114999999999), np.float64(0.01435), np.float64(0.017223595), np.float64(0.0172591), np.float64(0.01730228), np.float64(0.01964934), np.float64(0.038149999999999996), np.float64(0.047110385)]"
churn,"['DyS', 'MAX', 'MS', 'SORD', 'X', 'SMM', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.15139509 0.13770469 0.12349951 0.11576557 0.10766647 0.10057778
 0.09488086 0.0698035  0.0352469  0.03449917 0.02896046]","[np.float64(0.03139661770833333), np.float64(0.03451802545833334), np.float64(0.038488363097500006), np.float64(0.041059650000000024), np.float64(0.04414832191666668), np.float64(0.04725988264500001), np.float64(0.050097499999999996), np.float64(0.068095350875), np.float64(0.13485706605000003), np.float64(0.1377799333333334), np.float64(0.1641304825125)]","['DyS', 'MAX', 'X', 'HDy', 'SORD', 'SMM', 'MS', 'ACC', 'PCC', 'CC', 'PACC']","[0.18881465 0.16592953 0.15883166 0.12076961 0.09844851 0.07878177
 0.06020945 0.04819889 0.03193466 0.02626717 0.02181411]","[np.float64(0.048099420000000004), np.float64(0.054733325), np.float64(0.05717925), np.float64(0.0752), np.float64(0.09225), np.float64(0.11527889), np.float64(0.15083802999999998), np.float64(0.188425), np.float64(0.28438932), np.float64(0.34575), np.float64(0.41633039000000005)]"
clean2,"['MAX', 'SORD', 'SMM', 'DyS', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC']","[0.15790357 0.127933   0.12286276 0.11893263 0.11271808 0.10393753
 0.07934379 0.06650011 0.04737892 0.03635867 0.02613095]","[np.float64(0.018173933849999994), np.float64(0.022431500000000007), np.float64(0.02335719262500002), np.float64(0.024129029924999993), np.float64(0.025459350637499982), np.float64(0.02761013201666668), np.float64(0.036168288641666685), np.float64(0.043153749999999984), np.float64(0.06056974505000005), np.float64(0.07892833333333332), np.float64(0.10982107186333336)]","['ACC', 'CC', 'MS', 'SORD', 'SMM', 'MAX', 'X', 'DyS', 'HDy', 'PACC', 'PCC']","[2.49596548e-01 2.49596548e-01 2.49596548e-01 2.49596548e-01
 4.51011534e-04 2.77329498e-04 2.77329498e-04 2.51708382e-04
 1.99677239e-04 7.83753680e-05 7.83753680e-05]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.000553415), np.float64(0.0009), np.float64(0.0009), np.float64(0.00099161), np.float64(0.00125), np.float64(0.00318463), np.float64(0.00318463)]"
click-prediction,"['MAX', 'X', 'MS', 'SORD', 'SMM', 'DyS', 'HDy', 'ACC', 'CC', 'PCC', 'PACC']","[0.14148791 0.1298375  0.12255672 0.11931232 0.08919011 0.08845221
 0.08207874 0.07355769 0.05793938 0.04985781 0.04572959]","[np.float64(0.05042395098333332), np.float64(0.054948528350000005), np.float64(0.058212877700000026), np.float64(0.059795833333333326), np.float64(0.07999070324166671), np.float64(0.08065801071666666), np.float64(0.08692116666666669), np.float64(0.09699026049166663), np.float64(0.12313523333333322), np.float64(0.14309452810000003), np.float64(0.15601230712333336)]","['DyS', 'SORD', 'HDy', 'MAX', 'SMM', 'X', 'PCC', 'MS', 'ACC', 'CC', 'PACC']","[0.13689034 0.13601417 0.13438809 0.13143435 0.12995519 0.12692553
 0.04927563 0.04441299 0.04081381 0.03504307 0.03484683]","[np.float64(0.12728009), np.float64(0.1281), np.float64(0.12965), np.float64(0.132563635), np.float64(0.13407249), np.float64(0.137272735), np.float64(0.353590925), np.float64(0.3923045), np.float64(0.4269), np.float64(0.4972), np.float64(0.5)]"
cmc,"['MS', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'X', 'HDy', 'CC', 'PCC', 'PACC']","[0.13577424 0.12903722 0.12380087 0.11918895 0.10325559 0.09569546
 0.09306337 0.07712214 0.0478368  0.04487687 0.03034848]","[np.float64(0.0722319430333333), np.float64(0.07600316666666672), np.float64(0.07921783723999991), np.float64(0.08228311061666663), np.float64(0.09498021198666659), np.float64(0.1024838338500001), np.float64(0.10538235909999993), np.float64(0.12716499999999992), np.float64(0.20501450000000027), np.float64(0.21853657090416678), np.float64(0.32315415604000025)]","['SMM', 'SORD', 'MS', 'DyS', 'MAX', 'ACC', 'X', 'HDy', 'CC', 'PCC', 'PACC']","[0.13227908 0.12687797 0.12544458 0.1254431  0.10746924 0.10377414
 0.10296513 0.06549528 0.04187309 0.04101012 0.02736828]","[np.float64(0.071793785), np.float64(0.07485), np.float64(0.07570527), np.float64(0.07570616499999999), np.float64(0.08836776), np.float64(0.091514285), np.float64(0.09223332499999999), np.float64(0.145), np.float64(0.2268), np.float64(0.231572515), np.float64(0.347000865)]"
covtype_reduced,"['MS', 'SORD', 'SMM', 'DyS', 'MAX', 'ACC', 'HDy', 'X', 'CC', 'PCC', 'PACC']","[0.14293307 0.12222714 0.1216131  0.11912895 0.09757165 0.09449484
 0.09286651 0.09040575 0.04143143 0.03979238 0.03753518]","[np.float64(0.04591104911000002), np.float64(0.053688625), np.float64(0.05395970356666668), np.float64(0.055084907283333324), np.float64(0.06725526113333334), np.float64(0.06944513746666664), np.float64(0.07066279166666666), np.float64(0.07258616868333333), np.float64(0.15838716666666663), np.float64(0.16491113726666665), np.float64(0.1748281779000001)]","['DyS', 'MS', 'SORD', 'SMM', 'X', 'HDy', 'MAX', 'ACC', 'PACC', 'CC', 'PCC']","[0.11892145 0.11890914 0.11856677 0.11802688 0.09935966 0.09709121
 0.09680786 0.09298947 0.05547221 0.04903069 0.03482465]","[np.float64(0.053639545000000004), np.float64(0.053645095), np.float64(0.0538), np.float64(0.0540461), np.float64(0.06420002), np.float64(0.06570000000000001), np.float64(0.065892295), np.float64(0.068598005), np.float64(0.114992575), np.float64(0.1301), np.float64(0.18317175)]"
cpu_act,"['DyS', 'SORD', 'MAX', 'MS', 'ACC', 'SMM', 'X', 'HDy', 'PACC', 'CC', 'PCC']","[0.12823802 0.11461796 0.11417346 0.11060535 0.10839217 0.09964152
 0.0980363  0.07819868 0.07073513 0.04360035 0.03376106]","[np.float64(0.03224662901666667), np.float64(0.036078500000000006), np.float64(0.03621895916166664), np.float64(0.03738737602166666), np.float64(0.03815076191250002), np.float64(0.04150121142500002), np.float64(0.04218074348000002), np.float64(0.05288125), np.float64(0.058460960374999996), np.float64(0.09484429166666673), np.float64(0.12248562276000001)]","['DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[0.12242217 0.11756656 0.11664699 0.11364487 0.10723975 0.10723975
 0.08994249 0.08633117 0.07160825 0.0363853  0.03097269]","[np.float64(0.01911071), np.float64(0.0199), np.float64(0.020056880000000003), np.float64(0.020586715), np.float64(0.0218163), np.float64(0.0218163), np.float64(0.026011894999999997), np.float64(0.0271), np.float64(0.032671860000000004), np.float64(0.0643), np.float64(0.0755367)]"
default_credit_card_clients,"['DyS', 'MS', 'SMM', 'SORD', 'HDy', 'X', 'MAX', 'ACC', 'PACC', 'CC', 'PCC']","[0.13527315 0.12339737 0.1229712  0.1195486  0.10286343 0.09101574
 0.08924555 0.08428784 0.05421632 0.03919292 0.03798786]","[np.float64(0.04148311435000003), np.float64(0.04547545292916669), np.float64(0.04563305368833336), np.float64(0.04693949999999998), np.float64(0.05455341666666666), np.float64(0.061654735916666675), np.float64(0.062877660725), np.float64(0.06657604718166663), np.float64(0.10350299155333335), np.float64(0.14317766666666665), np.float64(0.1477195841875)]","['SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC']","[0.13533561 0.13355803 0.12949875 0.12564701 0.11895085 0.10158012
 0.08834773 0.07582198 0.03749668 0.02880551 0.02495771]","[np.float64(0.0802), np.float64(0.081267415), np.float64(0.08381482999999999), np.float64(0.086384195), np.float64(0.091247065), np.float64(0.10685078499999999), np.float64(0.12285449500000001), np.float64(0.14315), np.float64(0.28946338), np.float64(0.3768), np.float64(0.43489231500000003)]"
delta_ailerons,"['SORD', 'MS', 'SMM', 'ACC', 'DyS', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC']","[0.12492706 0.11676327 0.11573296 0.11485832 0.10874607 0.10567517
 0.09055371 0.08489229 0.05554548 0.0480723  0.03423335]","[np.float64(0.034792083333333335), np.float64(0.03722465641666667), np.float64(0.03755604885500001), np.float64(0.03784203643333333), np.float64(0.03996900857666665), np.float64(0.04113050000000003), np.float64(0.04799883750833331), np.float64(0.051199851651666684), np.float64(0.078250698865), np.float64(0.09041533333333339), np.float64(0.12696603644999993)]","['DyS', 'MS', 'SMM', 'SORD', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC']","[0.11122659 0.11017191 0.1095533  0.10743619 0.1021609  0.09891363
 0.09880047 0.09576352 0.07309935 0.05587238 0.03700176]","[np.float64(0.01941503), np.float64(0.01960089), np.float64(0.01971157), np.float64(0.020100000000000003), np.float64(0.021137905), np.float64(0.02183185), np.float64(0.021856854999999998), np.float64(0.02255), np.float64(0.029541539999999998), np.float64(0.038650000000000004), np.float64(0.058361215)]"
eeg,"['SORD', 'DyS', 'HDy', 'SMM', 'MAX', 'MS', 'X', 'ACC', 'CC', 'PACC', 'PCC']","[0.14620047 0.12931151 0.11752142 0.10720746 0.10299019 0.09755022
 0.0909072  0.05655411 0.0525811  0.05201382 0.0471625 ]","[np.float64(0.042327499999999976), np.float64(0.04785575590000001), np.float64(0.0526567857142857), np.float64(0.057722666299999975), np.float64(0.06008630650000003), np.float64(0.06343707150000005), np.float64(0.06807272130000004), np.float64(0.10942263590000004), np.float64(0.1176905833333335), np.float64(0.1189741558333333), np.float64(0.13121229334999987)]","['DyS', 'HDy', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PCC', 'CC', 'PACC']","[0.13443852 0.13193348 0.12042043 0.11635217 0.11420116 0.07823318
 0.07200771 0.07033003 0.06820018 0.05910548 0.03477766]","[np.float64(0.12934412), np.float64(0.1318), np.float64(0.14440101), np.float64(0.14945), np.float64(0.15226494000000002), np.float64(0.222269275), np.float64(0.241485695), np.float64(0.24724621), np.float64(0.25496756000000004), np.float64(0.2942), np.float64(0.5)]"
electricity-normalized,"['SMM', 'DyS', 'SORD', 'X', 'MAX', 'HDy', 'MS', 'ACC', 'PCC', 'PACC', 'CC']","[0.14615813 0.1430856  0.12428066 0.11165476 0.09717594 0.09634965
 0.08523761 0.06415954 0.04508307 0.04407861 0.04273641]","[np.float64(0.04951243916666668), np.float64(0.050575639211666676), np.float64(0.05822824999999998), np.float64(0.06481269024499997), np.float64(0.07446951906666667), np.float64(0.07510816666666661), np.float64(0.08489967441666668), np.float64(0.11279141640166664), np.float64(0.16051802096249992), np.float64(0.16417590507083335), np.float64(0.1693320833333333)]","['DyS', 'SMM', 'MS', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC']","[0.12358402 0.11944623 0.11919279 0.11599283 0.10610207 0.10238189
 0.10126546 0.09937322 0.03948546 0.03667739 0.03649864]","[np.float64(0.054155755), np.float64(0.05603179), np.float64(0.05615093), np.float64(0.0577), np.float64(0.06307875), np.float64(0.0653708), np.float64(0.06609150000000001), np.float64(0.06735000000000001), np.float64(0.16949999999999998), np.float64(0.18247715), np.float64(0.18337082999999998)]"
elevators,"['MS', 'DyS', 'SORD', 'X', 'SMM', 'ACC', 'MAX', 'HDy', 'PCC', 'PACC', 'CC']","[0.13414688 0.11813446 0.11088247 0.11021378 0.10813015 0.10553581
 0.10092917 0.08313396 0.04586256 0.04411026 0.03892051]","[np.float64(0.025636847320833336), np.float64(0.02911176739333337), np.float64(0.03101575000000001), np.float64(0.031203929298333315), np.float64(0.03180521923666669), np.float64(0.0325870735625), np.float64(0.03407442224999998), np.float64(0.041368208333333344), np.float64(0.07498716416249997), np.float64(0.07796606144166665), np.float64(0.08836223333333336)]","['DyS', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'MAX', 'X', 'PACC', 'PCC', 'CC']","[0.12941039 0.12295914 0.12209072 0.12192772 0.100968   0.09909645
 0.09792633 0.09480573 0.05125007 0.03041304 0.02915241]","[np.float64(0.025083929999999997), np.float64(0.0264), np.float64(0.02658778), np.float64(0.026623324999999996), np.float64(0.03215), np.float64(0.03275719), np.float64(0.033148605), np.float64(0.034239715), np.float64(0.06333886), np.float64(0.106734535), np.float64(0.11135)]"
file22f0e4a679,"['SORD', 'SMM', 'ACC', 'HDy', 'DyS', 'X', 'MAX', 'MS', 'CC', 'PCC', 'PACC']","[0.12188637 0.11402628 0.11151038 0.10692236 0.10596262 0.09681522
 0.08948015 0.08932005 0.06861066 0.04860107 0.04686485]","[np.float64(0.028607283333333334), np.float64(0.03057924842499998), np.float64(0.031269179258333335), np.float64(0.03261093333333332), np.float64(0.032906301954166654), np.float64(0.036015390183333315), np.float64(0.038967725574999966), np.float64(0.039037571651666665), np.float64(0.050820642857142856), np.float64(0.07174406242321432), np.float64(0.07440199040750003)]","['HDy', 'DyS', 'MAX', 'X', 'SORD', 'MS', 'SMM', 'ACC', 'PACC', 'CC', 'PCC']","[0.12880703 0.11941764 0.10775893 0.10775893 0.09552674 0.09442777
 0.09346213 0.07973024 0.07275475 0.06610957 0.03424627]","[np.float64(0.00775), np.float64(0.008359355), np.float64(0.009263775), np.float64(0.009263775), np.float64(0.01045), np.float64(0.010571619999999999), np.float64(0.010680845000000001), np.float64(0.012520400000000001), np.float64(0.013720814999999999), np.float64(0.0151), np.float64(0.029149289999999998)]"
file79b563a1a18,"['HDy', 'DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'CC', 'PCC', 'PACC']","[0.1452432  0.12723391 0.11632847 0.11356608 0.1006638  0.08807194
 0.0746262  0.06952267 0.06393357 0.0575372  0.04327296]","[np.float64(0.06324133333333333), np.float64(0.0721928102875), np.float64(0.07896066666666662), np.float64(0.08088130795000005), np.float64(0.09124802872916668), np.float64(0.10429398550833335), np.float64(0.12308510095000003), np.float64(0.13212054967499998), np.float64(0.1436705833333334), np.float64(0.15964232947999998), np.float64(0.21226587038999992)]","['DyS', 'HDy', 'SORD', 'MS', 'SMM', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC']","[0.1346273  0.13044501 0.11602203 0.11394464 0.11025738 0.0990303
 0.09453061 0.0788844  0.04501127 0.04189912 0.03534796]","[np.float64(0.044038065), np.float64(0.04545), np.float64(0.051100000000000007), np.float64(0.05203163), np.float64(0.053771690000000004), np.float64(0.059867795), np.float64(0.062717525), np.float64(0.07515714), np.float64(0.131716475), np.float64(0.14150000000000001), np.float64(0.167724705)]"
file7b5365fa741c,"['DyS', 'SORD', 'SMM', 'HDy', 'MAX', 'MS', 'ACC', 'X', 'CC', 'PCC', 'PACC']","[0.14248567 0.12529712 0.12505126 0.10893352 0.1005068  0.09640464
 0.08784478 0.0866489  0.04644306 0.04358867 0.03679557]","[np.float64(0.05648962055), np.float64(0.06423899999999995), np.float64(0.06436529671666671), np.float64(0.07388875000000002), np.float64(0.08008374836833333), np.float64(0.08349143060416667), np.float64(0.09162708550833334), np.float64(0.0928916792083334), np.float64(0.17330817500000006), np.float64(0.18465719311166665), np.float64(0.21874809329999995)]","['DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC']","[0.13256544 0.12047491 0.11962938 0.11657443 0.10781019 0.09783353
 0.09752417 0.0784935  0.07562659 0.0276371  0.02583076]","[np.float64(0.035170395), np.float64(0.0387), np.float64(0.03897353), np.float64(0.03999487), np.float64(0.04324618), np.float64(0.04765625), np.float64(0.04780742), np.float64(0.059398280000000005), np.float64(0.06165), np.float64(0.16870000000000002), np.float64(0.1804972)]"
fri_c2_1000_10,"['DyS', 'HDy', 'MAX', 'SORD', 'SMM', 'MS', 'X', 'ACC', 'CC', 'PCC', 'PACC']","[0.15298988 0.13068789 0.1162995  0.11072857 0.10910766 0.1015653
 0.08700846 0.07319889 0.0426439  0.03857385 0.03719609]","[np.float64(0.047503598495833306), np.float64(0.05561012499999998), np.float64(0.062490122728333326), np.float64(0.06563409999999999), np.float64(0.06660916372500003), np.float64(0.07155564059583336), np.float64(0.08352716436666664), np.float64(0.09928524675000001), np.float64(0.17042462500000002), np.float64(0.18840665487500005), np.float64(0.19538530434833348)]","['HDy', 'DyS', 'X', 'MS', 'SORD', 'ACC', 'SMM', 'MAX', 'PACC', 'CC', 'PCC']","[0.1511733  0.12864273 0.11524377 0.10394671 0.09776919 0.09527569
 0.09483133 0.06854678 0.05705048 0.04876558 0.03875444]","[np.float64(0.053), np.float64(0.062282455), np.float64(0.0695238), np.float64(0.077079735), np.float64(0.08195000000000001), np.float64(0.08409475000000001), np.float64(0.0844888), np.float64(0.116886375), np.float64(0.14044026499999998), np.float64(0.1643), np.float64(0.206742395)]"
fried,"['DyS', 'SMM', 'MS', 'HDy', 'SORD', 'X', 'MAX', 'ACC', 'PCC', 'CC', 'PACC']","[0.13414318 0.11219501 0.11183443 0.11103239 0.10128659 0.09542426
 0.09500631 0.08053517 0.05584336 0.05425941 0.04843987]","[np.float64(0.06426827856666663), np.float64(0.07684077324999998), np.float64(0.07708852569750002), np.float64(0.07764537500000002), np.float64(0.08511641666666664), np.float64(0.09034548781666672), np.float64(0.09074293684999998), np.float64(0.10704828473333336), np.float64(0.15438094983249995), np.float64(0.15888766666666668), np.float64(0.17797634870000004)]","['DyS', 'SMM', 'MS', 'SORD', 'MAX', 'HDy', 'ACC', 'X', 'PACC', 'CC', 'PCC']","[0.1284903  0.11743002 0.11684158 0.11557296 0.09972618 0.09687089
 0.09571316 0.09373164 0.0627987  0.04219431 0.03063026]","[np.float64(0.029817375), np.float64(0.032625760000000004), np.float64(0.03279007), np.float64(0.03315), np.float64(0.03841763), np.float64(0.03955), np.float64(0.04002839), np.float64(0.040874604999999994), np.float64(0.061008325), np.float64(0.0908), np.float64(0.12508035)]"
gina_agnostic,"['SMM', 'MS', 'ACC', 'CC', 'HDy', 'SORD', 'PCC', 'X', 'DyS', 'MAX', 'PACC']","[0.13119819 0.12612732 0.10475355 0.09731218 0.09677055 0.09013773
 0.07862856 0.07828474 0.06890091 0.06868262 0.05920366]","[np.float64(0.08745667327500004), np.float64(0.09097281727500002), np.float64(0.10953478528833333), np.float64(0.1179108083333334), np.float64(0.11857075000000011), np.float64(0.12729583333333325), np.float64(0.14592862743750004), np.float64(0.14656951796666662), np.float64(0.16653128547500007), np.float64(0.16706057524999993), np.float64(0.19380823117500004)]","['HDy', 'DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'CC', 'PCC']","[0.12124677 0.11839405 0.11003361 0.10808109 0.10740286 0.10011374
 0.09742166 0.09558123 0.06435238 0.04467652 0.03269608]","[np.float64(0.035300000000000005), np.float64(0.03615056), np.float64(0.038897305), np.float64(0.039599999999999996), np.float64(0.039850065), np.float64(0.042751485000000006), np.float64(0.043932849999999996), np.float64(0.04477878), np.float64(0.066508975), np.float64(0.0958), np.float64(0.13090289500000002)]"
houses,"['DyS', 'X', 'SMM', 'MS', 'MAX', 'SORD', 'ACC', 'HDy', 'CC', 'PACC', 'PCC']","[0.15388304 0.12665746 0.11828915 0.11704002 0.11419013 0.10327493
 0.09164418 0.07407229 0.03606268 0.03346232 0.03142379]","[np.float64(0.028856745344999983), np.float64(0.035059629287500005), np.float64(0.03753990598000002), np.float64(0.037940559428333326), np.float64(0.038887454625), np.float64(0.0429975), np.float64(0.04845440088000002), np.float64(0.059949049999999955), np.float64(0.12313458333333337), np.float64(0.13270338276333338), np.float64(0.14131216784999995)]","['HDy', 'DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'PACC', 'X', 'CC', 'PCC']","[0.12369798 0.12273211 0.10700698 0.10693517 0.10164981 0.08928464
 0.08925654 0.08756649 0.07979611 0.05189144 0.04018274]","[np.float64(0.009250000000000001), np.float64(0.009322795), np.float64(0.01069282), np.float64(0.010700000000000001), np.float64(0.011256355000000001), np.float64(0.012815265), np.float64(0.0128193), np.float64(0.013066715), np.float64(0.014339125), np.float64(0.02205), np.float64(0.02847507)]"
jm1-processed,"['DyS', 'SMM', 'X', 'MAX', 'SORD', 'HDy', 'ACC', 'MS', 'PCC', 'PACC', 'CC']","[0.13988514 0.13317187 0.12361314 0.11873529 0.10878326 0.08921147
 0.0873402  0.07677343 0.04534843 0.04121751 0.03592025]","[np.float64(0.051978905521666736), np.float64(0.05459919149000001), np.float64(0.05882122573333333), np.float64(0.06123770675333334), np.float64(0.06684003333333334), np.float64(0.08150383333333336), np.float64(0.08325005410416664), np.float64(0.09470824811666673), np.float64(0.1603379861083334), np.float64(0.17640745897500001), np.float64(0.20242274999999996)]","['DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC']","[0.13744173 0.12865076 0.12392458 0.12341023 0.12341023 0.10145749
 0.08383178 0.07656572 0.04283217 0.03135574 0.02711958]","[np.float64(0.09865845999999999), np.float64(0.10540000000000001), np.float64(0.1094197), np.float64(0.10987574), np.float64(0.10987574), np.float64(0.133649965), np.float64(0.16175), np.float64(0.1771), np.float64(0.31657955), np.float64(0.43245), np.float64(0.5)]"
kdd_JapaneseVowels,"['SORD', 'DyS', 'MAX', 'MS', 'HDy', 'ACC', 'PACC', 'SMM', 'X', 'CC', 'PCC']","[0.16001305 0.13011791 0.1083301  0.10090504 0.09177005 0.08640239
 0.08286133 0.07886918 0.07376742 0.05037316 0.03659038]","[np.float64(0.020268916666666668), np.float64(0.024925784916666638), np.float64(0.029938965950000018), np.float64(0.03214201450333336), np.float64(0.03534150000000006), np.float64(0.03753705252500002), np.float64(0.03914118865000004), np.float64(0.041122412650000016), np.float64(0.043966445400000026), np.float64(0.06438530000000003), np.float64(0.0886378183949999)]","['DyS', 'SORD', 'MS', 'MAX', 'PACC', 'SMM', 'X', 'ACC', 'HDy', 'CC', 'PCC']","[0.13054059 0.1134004  0.11000084 0.10996176 0.10784258 0.10687381
 0.1056472  0.09927026 0.05687574 0.03217314 0.02741366]","[np.float64(0.014072914999999998), np.float64(0.016200000000000003), np.float64(0.01670066), np.float64(0.016706595), np.float64(0.01703489), np.float64(0.017189305), np.float64(0.01738888), np.float64(0.01850591), np.float64(0.0323), np.float64(0.0571), np.float64(0.06701354)]"
