,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
1497_wall-robot-navigation,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09318226 0.0928333  0.0928096  0.09275165 0.09249099 0.09244217
 0.09194294 0.09168868 0.08723843 0.08641274 0.08620724]","(np.float64(1.0267770521858575), np.float64(1.0229318789790784), np.float64(1.0226706721317802), np.float64(1.0220321325016868), np.float64(1.019159960760204), np.float64(1.0186220296549873), np.float64(1.013120930642084), np.float64(1.0103192387213578), np.float64(0.9612819428920389), np.float64(0.9521836253990877), np.float64(0.9499191958665185))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09369997 0.09334835 0.09325638 0.09320769 0.09286689 0.09283443
 0.09232592 0.09196889 0.0883823  0.08525012 0.08285906]","(np.float64(1.0321986522567892), np.float64(1.0283251372088027), np.float64(1.027312064042406), np.float64(1.026775731189608), np.float64(1.0230214012200212), np.float64(1.0226638459848227), np.float64(1.0170621473000425), np.float64(1.0131290397128563), np.float64(0.9736191862233963), np.float64(0.9391151060267188), np.float64(0.9127752037004118))"
1504_steel-plates-fault,"('DyS', 'SMM', 'HDy', 'SORD', 'MAX', 'X', 'MS', 'ACC', 'PACC', 'CC', 'PCC')","[0.09390669 0.09343822 0.0933977  0.09338954 0.09290348 0.09274141
 0.09168998 0.09078039 0.08653173 0.08624771 0.08497314]","(np.float64(1.0353843081969478), np.float64(1.030219112144326), np.float64(1.029772406383157), np.float64(1.0296823755106324), np.float64(1.024323253773413), np.float64(1.0225363432364483), np.float64(1.0109436403137781), np.float64(1.0009147526431055), np.float64(0.954070446727929), np.float64(0.9509389141561605), np.float64(0.9368858773065132))","('ACC', 'CC', 'DyS', 'MAX', 'MS', 'SORD', 'X', 'SMM', 'HDy', 'PACC', 'PCC')","[0.09099553 0.09099553 0.09099553 0.09099553 0.09099553 0.09099553
 0.09099553 0.09099052 0.09081037 0.0906152  0.0906152 ]","(np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0008981944885027), np.float64(0.9989164786526319), np.float64(0.9967696198304381), np.float64(0.9967696198304381))"
1507_twonorm,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'PCC', 'ACC', 'SMM', 'CC', 'PACC')","[0.10519162 0.10232221 0.09820758 0.09820156 0.09168072 0.08817968
 0.08767437 0.08556893 0.08469067 0.08368006 0.07460261]","(np.float64(1.1670640124516607), np.float64(1.135228904009805), np.float64(1.0895785598237355), np.float64(1.0895118195532694), np.float64(1.0171653676581065), np.float64(0.9783225309366396), np.float64(0.9727163483073741), np.float64(0.949357254070199), np.float64(0.9396131747566528), np.float64(0.9284008095077039), np.float64(0.8276897431666228))","('SMM', 'DyS', 'SORD', 'MS', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09121406 0.0911837  0.09117358 0.09113816 0.09111792 0.09100661
 0.09096107 0.09095095 0.0907688  0.09050569 0.08997947]","(np.float64(1.0033687023698101), np.float64(1.0030347530046861), np.float64(1.0029234365496447), np.float64(1.002533828957), np.float64(1.0023111960469173), np.float64(1.0010867150414624), np.float64(1.0005857909937765), np.float64(1.000474474538735), np.float64(0.9984707783479909), np.float64(0.995576550516916), np.float64(0.9897880948547657))"
1526_wall-robot-navigation,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.0933136  0.09299227 0.09292977 0.09285518 0.09263033 0.09244474
 0.09205444 0.09196007 0.08730608 0.08621179 0.08530175]","(np.float64(1.0283278336496393), np.float64(1.0247867995795836), np.float64(1.0240980218136237), np.float64(1.0232759881193338), np.float64(1.0207981419149297), np.float64(1.0187528926736173), np.float64(1.0144517129205899), np.float64(1.0134117644703426), np.float64(0.9621241961165884), np.float64(0.9500649696033154), np.float64(0.940036242866539))","('DyS', 'HDy', 'MAX', 'SORD', 'SMM', 'X', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09801603 0.09740264 0.09705936 0.09596764 0.09582696 0.09576505
 0.095343   0.08949609 0.08390243 0.08156141 0.0696594 ]","(np.float64(1.088283369836052), np.float64(1.0814728278593913), np.float64(1.0776614236339206), np.float64(1.0655399085561945), np.float64(1.0639778576441168), np.float64(1.0632905552428022), np.float64(1.058604402506568), np.float64(0.9936855666006021), np.float64(0.9315784223363769), np.float64(0.9055858951593972), np.float64(0.7734363879975901))"
1535_volcanoes-b5,"('DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PACC', 'PCC', 'CC')","[0.09741705 0.09709624 0.09699899 0.09687879 0.09607388 0.09601206
 0.09175877 0.09105979 0.080155   0.07953441 0.07701502]","(np.float64(1.081979180897366), np.float64(1.0784159993689317), np.float64(1.0773358510460533), np.float64(1.076000885967905), np.float64(1.0670610069558033), np.float64(1.0663744478154682), np.float64(1.0191345061036128), np.float64(1.011371148565009), np.float64(0.8902552445895501), np.float64(0.8833625467912377), np.float64(0.8553805489695764))","('X', 'MAX', 'SMM', 'SORD', 'MS', 'ACC', 'DyS', 'PACC', 'HDy', 'PCC', 'CC')","[0.09613495 0.09601425 0.09593196 0.09584966 0.0953998  0.09516389
 0.09479083 0.09457687 0.08409274 0.07669185 0.07535322]","(np.float64(1.0652597412650302), np.float64(1.063922318774012), np.float64(1.063010439802864), np.float64(1.0620985608317153), np.float64(1.0571136224561029), np.float64(1.0544995694054775), np.float64(1.0503657180696035), np.float64(1.0479948327446176), np.float64(0.931821451820292), np.float64(0.8498131363483322), np.float64(0.8349799050843159))"
1538_volcanoes-d1,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.0991598  0.09860529 0.09838176 0.09812102 0.09713897 0.09690726
 0.09357245 0.09005084 0.07820842 0.0752079  0.07464631]","(np.float64(1.1041610787800624), np.float64(1.0979864282505025), np.float64(1.095497377066868), np.float64(1.0925940263169718), np.float64(1.0816587135224867), np.float64(1.0790785898718374), np.float64(1.0419449440515303), np.float64(1.0027311905524117), np.float64(0.8708638741016435), np.float64(0.8374525525331017), np.float64(0.8311991406243986))","('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10080639 0.10013964 0.10005917 0.09967406 0.09874291 0.09830032
 0.09179949 0.08912673 0.07696425 0.0728143  0.07157276]","(np.float64(1.12572438319228), np.float64(1.1182786339018367), np.float64(1.117380008987473), np.float64(1.1130794468973029), np.float64(1.102681072888236), np.float64(1.0977386358592347), np.float64(1.0251425802774128), np.float64(0.9952953956217568), np.float64(0.8594746585650503), np.float64(0.8131312879814294), np.float64(0.799266789302673))"
1539_volcanoes-d2,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09903691 0.09852369 0.09835098 0.09806886 0.09704599 0.09691731
 0.09307199 0.0900557  0.07830272 0.07580181 0.07482404]","(np.float64(1.1026692678489391), np.float64(1.0969551271073117), np.float64(1.0950321074869738), np.float64(1.0918910130095187), np.float64(1.0805024988340322), np.float64(1.0790697554613582), np.float64(1.0362563154553563), np.float64(1.002673146317783), np.float64(0.8718163955879017), np.float64(0.8439714128880164), np.float64(0.8330850168821046))","('HDy', 'DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'ACC', 'PCC', 'CC', 'PACC')","[0.1005036  0.10020554 0.09936393 0.09891975 0.09743525 0.09683911
 0.09433183 0.08605605 0.07923554 0.07474113 0.07236827]","(np.float64(1.119789051379106), np.float64(1.1164680369855369), np.float64(1.107091055168401), np.float64(1.1021420925426904), np.float64(1.085602138504131), np.float64(1.0789601097169932), np.float64(1.0510245180534419), np.float64(0.9588175301849381), np.float64(0.8828249067085654), np.float64(0.8327492190878878), np.float64(0.8063113397979071))"
1540_volcanoes-d3,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09910756 0.09856073 0.098386   0.0981663  0.09715713 0.09709315
 0.09300663 0.09022406 0.07817726 0.07541406 0.07470712]","(np.float64(1.1035630399716942), np.float64(1.0974740623958368), np.float64(1.0955284400059742), np.float64(1.0930821400759576), np.float64(1.0818449999164417), np.float64(1.0811325517390442), np.float64(1.0356291302442164), np.float64(1.0046452070469236), np.float64(0.8705040341472357), np.float64(0.8397358374636199), np.float64(0.8318640696025403))","('SORD', 'DyS', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'HDy', 'PCC', 'PACC', 'CC')","[0.09910769 0.09904519 0.09878948 0.09868152 0.09821556 0.09778371
 0.09306167 0.0908626  0.07673627 0.07471335 0.07300296]","(np.float64(1.1040972307201098), np.float64(1.1034008914352182), np.float64(1.1005522307242988), np.float64(1.099349462868577), np.float64(1.0941585700175676), np.float64(1.089347498594681), np.float64(1.0367422307996956), np.float64(1.0122437486857856), np.float64(0.8548710703003068), np.float64(0.832334998898364), np.float64(0.8132806239208783))"
1541_volcanoes-d4,"('DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09927784 0.09870379 0.0985505  0.09835698 0.09730424 0.09727093
 0.09288238 0.09023569 0.07806452 0.07497161 0.0743815 ]","(np.float64(1.105786467698944), np.float64(1.0993925565786742), np.float64(1.0976851727194898), np.float64(1.095529660539849), np.float64(1.0838039323002338), np.float64(1.0834328769283397), np.float64(1.0345519060839967), np.float64(1.0050722440544135), np.float64(0.8695061335311111), np.float64(0.8350564085266334), np.float64(0.8284835854178471))","('MAX', 'X', 'DyS', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'PCC', 'PACC', 'CC')","[0.10011471 0.09998056 0.0993215  0.09891324 0.0977351  0.09201353
 0.09089955 0.09072458 0.07822578 0.07780002 0.07427143]","(np.float64(1.1126994686758374), np.float64(1.1112085510053462), np.float64(1.103883607667717), np.float64(1.0993460321488315), np.float64(1.0862518856514765), np.float64(1.0226610058796677), np.float64(1.0102799069638517), np.float64(1.0083352317414724), np.float64(0.8694205983561656), np.float64(0.8646885553150423), np.float64(0.8254709383303898))"
1566_hill-valley,"('HDy', 'DyS', 'SORD', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09373084 0.09371851 0.09341388 0.09291455 0.0929042  0.0924693
 0.09145381 0.09061169 0.08761506 0.08736066 0.08380751]","(np.float64(1.0342700476467117), np.float64(1.0341339385453885), np.float64(1.030772570347169), np.float64(1.0252626953390782), np.float64(1.0251485571995287), np.float64(1.0203495743075766), np.float64(1.0091442144961273), np.float64(0.9998518978243015), np.float64(0.966785643651545), np.float64(0.9639784788047023), np.float64(0.9247713444565))","('DyS', 'HDy', 'SORD', 'ACC', 'SMM', 'MS', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09959834 0.09862934 0.09781514 0.09775207 0.09692641 0.0959574
 0.08793588 0.08793588 0.08682353 0.07993155 0.07069447]","(np.float64(1.1060616849805984), np.float64(1.0953006678874289), np.float64(1.0862588665428725), np.float64(1.085558445311956), np.float64(1.0763892946526874), np.float64(1.065628277559518), np.float64(0.9765474319184296), np.float64(0.9765474319184296), np.float64(0.9641945483913595), np.float64(0.8876576102494091), np.float64(0.785077737248842))"
182_satimage,"('SMM', 'SORD', 'MS', 'DyS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09284642 0.09258817 0.09244298 0.09241673 0.0923597  0.09227409
 0.09163477 0.09063984 0.08779418 0.08764916 0.08735396]","(np.float64(1.0228770861821024), np.float64(1.0200319922521244), np.float64(1.01843238766489), np.float64(1.0181432181156511), np.float64(1.0175149154679946), np.float64(1.0165717220607142), np.float64(1.0095284477501256), np.float64(0.9985674137317145), np.float64(0.9672171780346129), np.float64(0.965619450878288), np.float64(0.9623673575648908))","('DyS', 'HDy', 'PACC', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'CC', 'X', 'PCC')","[0.09125817 0.09120252 0.09115193 0.0910811  0.09102545 0.09102039
 0.09094451 0.09082814 0.09075226 0.09071684 0.09001867]","(np.float64(1.0038518786993218), np.float64(1.0032397097723902), np.float64(1.0026831925660884), np.float64(1.0019040684772662), np.float64(1.0012918995503344), np.float64(1.0012362478297043), np.float64(1.0004014720202516), np.float64(0.999121482445758), np.float64(0.9982867066363056), np.float64(0.9978971445918944), np.float64(0.9902172071449318))"
23_cmc,"('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'PCC', 'MS', 'ACC', 'CC', 'PACC')","[0.09978342 0.09916639 0.09882574 0.09855178 0.09839374 0.09823034
 0.08508552 0.08410433 0.08165449 0.07835292 0.07785132]","(np.float64(1.108954780283469), np.float64(1.1020973975907558), np.float64(1.098311486994636), np.float64(1.0952668533229184), np.float64(1.0935104458631304), np.float64(1.091694467457815), np.float64(0.9456078999933504), np.float64(0.9347033691229577), np.float64(0.9074767333377192), np.float64(0.8707844253252147), np.float64(0.8652098006038563))","('HDy', 'DyS', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'MAX', 'CC', 'PCC', 'PACC')","[0.09471465 0.09470327 0.09413443 0.09412874 0.09389552 0.09387276
 0.0935087  0.09299674 0.08580657 0.08454943 0.07768918]","(np.float64(1.0454892788832226), np.float64(1.0453636976434173), np.float64(1.0390846356531567), np.float64(1.039021845033254), np.float64(1.0364474296172475), np.float64(1.0361962671376366), np.float64(1.03217766746387), np.float64(1.0265265116726356), np.float64(0.9471591681157431), np.float64(0.9332824411172673), np.float64(0.8575569535147256))"
28_optdigits,"('SMM', 'MS', 'DyS', 'SORD', 'MAX', 'ACC', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09228141 0.09214881 0.09189047 0.0918024  0.09146506 0.09144576
 0.0914221  0.09079261 0.09057985 0.08884705 0.08732448]","(np.float64(1.0156534510668522), np.float64(1.0141940454212457), np.float64(1.0113506837510597), np.float64(1.0103813649917242), np.float64(1.0066686047791928), np.float64(1.006456201433914), np.float64(1.0061958100378465), np.float64(0.999267659753134), np.float64(0.9969260104200167), np.float64(0.9778546367241567), np.float64(0.9610971764829181))","('SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'DyS', 'PACC', 'HDy', 'CC', 'PCC')","[0.09202168 0.09183687 0.0918266  0.09182147 0.09182147 0.09154425
 0.09152372 0.09037893 0.09011199 0.08913147 0.08798155]","(np.float64(1.0124237581972844), np.float64(1.0103904897521636), np.float64(1.010277530394101), np.float64(1.01022105071507), np.float64(1.01022105071507), np.float64(1.0071711480473886), np.float64(1.006945229331264), np.float64(0.9943502609073203), np.float64(0.9914133175977013), np.float64(0.980625698902754), np.float64(0.9679742507997793))"
