quantifier,dataset,sample_size,sampling_seed,iteration,alpha,pred_prev,abs_error,run_time
Top-1,AedesQuinx,100,198,6,0.26,0.2,0.06,0.12028400000417605
Top-1,AedesQuinx,100,500,7,0.26,0.17,0.09,0.11902819998795167
Top-1,AedesQuinx,100,414,8,0.26,0.22,0.04000000000000001,0.11720659997081384
Top-1,AedesQuinx,100,233,9,0.26,0.21,0.05000000000000002,0.11901279998710379
Top-1,AedesQuinx,100,175,10,0.26,0.26,0.0,0.11921010003425181
Top-1,AedesQuinx,100,255,1,0.32,0.24,0.08000000000000002,0.11822140001459047
Top-1,AedesQuinx,100,429,2,0.32,0.31,0.010000000000000009,0.11608069995418191
Top-1,AedesQuinx,100,269,3,0.32,0.29,0.030000000000000027,0.11880370002472773
Top-1,AedesQuinx,100,214,4,0.32,0.24,0.08000000000000002,0.12301429995568469
Top-1,AedesQuinx,100,984,5,0.32,0.25,0.07,0.11572509998222813
Top-1,AedesQuinx,100,309,6,0.32,0.38,0.06,0.11669379996601492
Top-1,AedesQuinx,100,265,7,0.32,0.28,0.03999999999999998,0.11776759999338537
Top-1,AedesQuinx,100,2,8,0.32,0.26,0.06,0.11715010000625625
Top-1,AedesQuinx,100,807,9,0.32,0.27,0.04999999999999999,0.11959289998048916
Top-1,AedesQuinx,100,277,10,0.32,0.29,0.030000000000000027,0.11741250002523884
Top-1,AedesQuinx,100,109,1,0.37,0.38,0.010000000000000009,0.11654119996819645
Top-1,AedesQuinx,100,514,2,0.37,0.4,0.030000000000000027,0.11697560001630336
Top-1,AedesQuinx,100,534,3,0.37,0.34,0.02999999999999997,0.11935980000998825
Top-1,AedesQuinx,100,491,4,0.37,0.34,0.02999999999999997,0.11776960000861436
Top-1,AedesQuinx,100,473,5,0.37,0.27,0.09999999999999998,0.11551510001299903
Top-1,AedesQuinx,100,734,6,0.37,0.37,0.0,0.11801130004459992
Top-1,AedesQuinx,100,147,7,0.37,0.29,0.08000000000000002,0.11774160002823919
Top-1,AedesQuinx,100,727,8,0.37,0.32,0.04999999999999999,0.12902820005547255
Top-1,AedesQuinx,100,530,9,0.37,0.34,0.02999999999999997,0.11665539996465668
Top-1,AedesQuinx,100,116,10,0.37,0.34,0.02999999999999997,0.12102489999961108
Top-1,AedesQuinx,100,242,1,0.42,0.38,0.03999999999999998,0.11579409998375922
Top-1,AedesQuinx,100,9,2,0.42,0.32,0.09999999999999998,0.11959710001247004
Top-1,AedesQuinx,100,486,3,0.42,0.25,0.16999999999999998,0.11939090001396835
Top-1,AedesQuinx,100,524,4,0.42,0.44,0.020000000000000018,0.12023030000273138
Top-1,AedesQuinx,100,321,5,0.42,0.4,0.019999999999999962,0.11945400002878159
Top-1,AedesQuinx,100,419,6,0.42,0.37,0.04999999999999999,0.12007420003646985
Top-1,AedesQuinx,100,724,7,0.42,0.39,0.02999999999999997,0.12249530002009124
Top-1,AedesQuinx,100,368,8,0.42,0.5,0.08000000000000002,0.11711490002926439
Top-1,AedesQuinx,100,547,9,0.42,0.38,0.03999999999999998,0.11679380002897233
Top-1,AedesQuinx,100,996,10,0.42,0.3,0.12,0.11685130000114441
Top-1,AedesQuinx,100,334,1,0.47,0.52,0.050000000000000044,0.1173438000259921
Top-1,AedesQuinx,100,485,2,0.47,0.52,0.050000000000000044,0.11644070001784712
Top-1,AedesQuinx,100,151,3,0.47,0.31,0.15999999999999998,0.11838519998127595
Top-1,AedesQuinx,100,618,4,0.47,0.43,0.03999999999999998,0.1206808999995701
Top-1,AedesQuinx,100,374,5,0.47,0.55,0.08000000000000007,0.11864259996218607
Top-1,AedesQuinx,100,331,6,0.47,0.47000000000000003,5.551115123125783e-17,0.11974360002204776
Top-1,AedesQuinx,100,770,7,0.47,0.54,0.07000000000000006,0.11503280000761151
Top-1,AedesQuinx,100,781,8,0.47,0.47000000000000003,5.551115123125783e-17,0.11998159997165203
Top-1,AedesQuinx,100,357,9,0.47,0.48,0.010000000000000009,0.1190237000118941
Top-1,AedesQuinx,100,763,10,0.47,0.34,0.12999999999999995,0.12255080003524199
Top-1,AedesQuinx,100,934,1,0.53,0.46,0.07,0.1179071000078693
Top-1,AedesQuinx,100,802,2,0.53,0.33,0.2,0.11798670003190637
Top-1,AedesQuinx,100,745,3,0.53,0.46,0.07,0.12280139996437356
Top-1,AedesQuinx,100,246,4,0.53,0.58,0.04999999999999993,0.11836369999218732
Top-1,AedesQuinx,100,472,5,0.53,0.55,0.020000000000000018,0.11888219998218119
Top-1,AedesQuinx,100,250,6,0.53,0.65,0.12,0.11808570002904162
Top-1,AedesQuinx,100,316,7,0.53,0.56,0.030000000000000027,0.12198229995556176
Top-1,AedesQuinx,100,329,8,0.53,0.59,0.05999999999999994,0.1208549999864772
Top-1,AedesQuinx,100,11,9,0.53,0.46,0.07,0.12061129999347031
Top-1,AedesQuinx,100,79,10,0.53,0.5,0.030000000000000027,0.11935900000389665
Top-1,AedesQuinx,100,790,1,0.58,0.5700000000000001,0.009999999999999898,0.12028440000722185
Top-1,AedesQuinx,100,539,2,0.58,0.72,0.14,0.1182105999905616
Top-1,AedesQuinx,100,251,3,0.58,0.79,0.21000000000000008,0.11915029998635873
Top-1,AedesQuinx,100,792,4,0.58,0.51,0.06999999999999995,0.12028049997752532
Top-1,AedesQuinx,100,237,5,0.58,0.71,0.13,0.11752139998134226
Top-1,AedesQuinx,100,239,6,0.58,0.67,0.09000000000000008,0.12020050000865012
Top-1,AedesQuinx,100,141,7,0.58,0.58,0.0,0.1169318999745883
Top-1,AedesQuinx,100,476,8,0.58,0.54,0.039999999999999925,0.11767669999971986
Top-1,AedesQuinx,100,753,9,0.58,0.58,0.0,0.11856899998383597
Top-1,AedesQuinx,100,939,10,0.58,0.5700000000000001,0.009999999999999898,0.1174297999823466
Top-1,AedesQuinx,100,723,1,0.63,0.64,0.010000000000000009,0.11870320001617074
Top-1,AedesQuinx,100,383,2,0.63,0.73,0.09999999999999998,0.11949749995255843
Top-1,AedesQuinx,100,731,3,0.63,0.71,0.07999999999999996,0.11819879995891824
Top-1,AedesQuinx,100,516,4,0.63,0.6900000000000001,0.06000000000000005,0.11679580004420131
Top-1,AedesQuinx,100,965,5,0.63,0.78,0.15000000000000002,0.12010190001456067
Top-1,AedesQuinx,100,690,6,0.63,0.6900000000000001,0.06000000000000005,0.11701099999481812
Top-1,AedesQuinx,100,913,7,0.63,0.8300000000000001,0.20000000000000007,0.11636400001589209
Top-1,AedesQuinx,100,891,8,0.63,0.59,0.040000000000000036,0.1183926000376232
Top-1,AedesQuinx,100,208,9,0.63,0.75,0.12,0.11675640003522858
Top-1,AedesQuinx,100,882,10,0.63,0.75,0.12,0.11770770000293851
Top-1,AedesQuinx,100,102,1,0.68,0.75,0.06999999999999995,0.11908759997459128
Top-1,AedesQuinx,100,263,2,0.68,0.71,0.029999999999999916,0.12412749999202788
Top-1,AedesQuinx,100,412,3,0.68,0.67,0.010000000000000009,0.1198755000368692
Top-1,AedesQuinx,100,308,4,0.68,0.6900000000000001,0.010000000000000009,0.1223939000046812
Top-1,AedesQuinx,100,565,5,0.68,0.67,0.010000000000000009,0.11940269998740405
Top-1,AedesQuinx,100,145,6,0.68,0.68,0.0,0.12167090002913028
Top-1,AedesQuinx,100,285,7,0.68,0.7000000000000001,0.020000000000000018,0.11756210000021383
Top-1,AedesQuinx,100,780,8,0.68,0.77,0.08999999999999997,0.11978059995453805
Top-1,AedesQuinx,100,24,9,0.68,0.77,0.08999999999999997,0.13323630002560094
Top-1,AedesQuinx,100,135,10,0.68,0.77,0.08999999999999997,0.12425079999957234
Top-1,AedesQuinx,100,788,1,0.74,0.73,0.010000000000000009,0.11870890000136569
Top-1,AedesQuinx,100,545,2,0.74,0.77,0.030000000000000027,0.12892509996891022
Top-1,AedesQuinx,100,360,3,0.74,0.8,0.06000000000000005,0.12193299998762086
Top-1,AedesQuinx,100,20,4,0.74,0.74,0.0,0.11940960003994405
Top-1,AedesQuinx,100,101,5,0.74,0.78,0.040000000000000036,0.11990350001724437
Top-1,AedesQuinx,100,617,6,0.74,0.75,0.010000000000000009,0.12373039999511093
Top-1,AedesQuinx,100,982,7,0.74,0.72,0.020000000000000018,0.1194703999790363
Top-1,AedesQuinx,100,276,8,0.74,0.78,0.040000000000000036,0.11938170000212267
Top-1,AedesQuinx,100,684,9,0.74,0.71,0.030000000000000027,0.12134599999990314
Top-1,AedesQuinx,100,312,10,0.74,0.73,0.010000000000000009,0.1178399000200443
Top-1,AedesQuinx,100,512,1,0.79,0.96,0.16999999999999993,0.11911450000479817
Top-1,AedesQuinx,100,804,2,0.79,0.76,0.030000000000000027,0.120345700008329
Top-1,AedesQuinx,100,762,3,0.79,0.8200000000000001,0.030000000000000027,0.12071849999483675
Top-1,AedesQuinx,100,865,4,0.79,0.78,0.010000000000000009,0.1247653000173159
Top-1,AedesQuinx,100,220,5,0.79,0.86,0.06999999999999995,0.12372299999697134
Top-1,AedesQuinx,100,748,6,0.79,0.79,0.0,0.11919980001403019
Top-1,AedesQuinx,100,746,7,0.79,0.91,0.12,0.11919070000294596
Top-1,AedesQuinx,100,995,8,0.79,0.9500000000000001,0.16000000000000003,0.11878699995577335
Top-1,AedesQuinx,100,892,9,0.79,0.8300000000000001,0.040000000000000036,0.11656880000373349
Top-1,AedesQuinx,100,381,10,0.79,0.89,0.09999999999999998,0.12028939998708665
Top-1,AedesQuinx,100,972,1,0.84,0.87,0.030000000000000027,0.11784049996640533
Top-1,AedesQuinx,100,850,2,0.84,0.9,0.06000000000000005,0.12034959997981787
Top-1,AedesQuinx,100,577,3,0.84,0.9400000000000001,0.10000000000000009,0.11770149995572865
Top-1,AedesQuinx,100,201,4,0.84,0.9400000000000001,0.10000000000000009,0.11634270002832636
Top-1,AedesQuinx,100,238,5,0.84,0.8300000000000001,0.009999999999999898,0.1202109000296332
Top-1,AedesQuinx,100,663,6,0.84,0.92,0.08000000000000007,0.11814450001111254
Top-1,AedesQuinx,100,703,7,0.84,0.85,0.010000000000000009,0.11670019995654002
Top-1,AedesQuinx,100,647,8,0.84,0.92,0.08000000000000007,0.11972800001967698
Top-1,AedesQuinx,100,964,9,0.84,0.89,0.050000000000000044,0.11803029995644465
Top-1,AedesQuinx,100,744,10,0.84,0.87,0.030000000000000027,0.11853760003577918
Top-1,AedesQuinx,100,25,1,0.89,1.0,0.10999999999999999,0.11779129999922588
Top-1,AedesQuinx,100,38,2,0.89,0.9500000000000001,0.06000000000000005,0.11640240001725033
Top-1,AedesQuinx,100,871,3,0.89,0.8200000000000001,0.06999999999999995,0.11675220000324771
Top-1,AedesQuinx,100,706,4,0.89,0.97,0.07999999999999996,0.1204653000459075
Top-1,AedesQuinx,100,33,5,0.89,1.0,0.10999999999999999,0.11686130001908168
Top-1,AedesQuinx,100,229,6,0.89,0.9500000000000001,0.06000000000000005,0.12020589999156073
Top-1,AedesQuinx,100,431,7,0.89,0.99,0.09999999999999998,0.1163317000027746
Top-1,AedesQuinx,100,920,8,0.89,0.9500000000000001,0.06000000000000005,0.11723760003224015
Top-1,AedesQuinx,100,751,9,0.89,0.93,0.040000000000000036,0.11641499999677762
Top-1,AedesQuinx,100,994,10,0.89,0.9500000000000001,0.06000000000000005,0.11733939999248832
Top-1,AedesQuinx,100,568,1,0.95,0.99,0.040000000000000036,0.11875389999477193
Top-1,AedesQuinx,100,960,2,0.95,1.0,0.050000000000000044,0.11738260003039613
Top-1,AedesQuinx,100,356,3,0.95,1.0,0.050000000000000044,0.11785429995507002
Top-1,AedesQuinx,100,898,4,0.95,1.0,0.050000000000000044,0.11698489997070283
Top-1,AedesQuinx,100,590,5,0.95,1.0,0.050000000000000044,0.1171055999584496
Top-1,AedesQuinx,100,335,6,0.95,1.0,0.050000000000000044,0.11707050004042685
Top-1,AedesQuinx,100,799,7,0.95,1.0,0.050000000000000044,0.11903679999522865
Top-1,AedesQuinx,100,330,8,0.95,1.0,0.050000000000000044,0.11870520003139973
Top-1,AedesQuinx,100,12,9,0.95,0.88,0.06999999999999995,0.11731949995737523
Top-1,AedesQuinx,100,829,10,0.95,1.0,0.050000000000000044,0.11962439998751506
Top-1,AedesQuinx,100,754,1,1.0,1.0,0.0,0.11786510003730655
Top-1,AedesQuinx,100,742,2,1.0,1.0,0.0,0.11884020001161844
Top-1,AedesQuinx,100,820,3,1.0,1.0,0.0,0.1160651000100188
Top-1,AedesQuinx,100,344,4,1.0,1.0,0.0,0.1187078999937512
Top-1,AedesQuinx,100,928,5,1.0,1.0,0.0,0.11676219996297732
Top-1,AedesQuinx,100,554,6,1.0,1.0,0.0,0.11639379995176569
Top-1,AedesQuinx,100,379,7,1.0,1.0,0.0,0.11800750001566485
Top-1,AedesQuinx,100,348,8,1.0,1.0,0.0,0.11980949999997392
Top-1,AedesQuinx,100,840,9,1.0,1.0,0.0,0.11952989996643737
Top-1,AedesQuinx,100,114,10,1.0,1.0,0.0,0.12015839997911826
Top-1,AedesSex,100,623,1,0.0,0.0,0.0,1.0210628000204451
Top-1,AedesSex,100,243,2,0.0,0.0,0.0,0.9707109000300989
Top-1,AedesSex,100,18,3,0.0,0.02,0.02,0.9802881000214256
Top-1,AedesSex,100,549,4,0.0,0.0,0.0,0.9417070000199601
Top-1,AedesSex,100,447,5,0.0,0.0,0.0,0.9344581000041217
Top-1,AedesSex,100,954,6,0.0,0.0,0.0,0.9414004000136629
Top-1,AedesSex,100,562,7,0.0,0.0,0.0,0.9762878000037745
Top-1,AedesSex,100,739,8,0.0,0.0,0.0,0.9377664999919944
Top-1,AedesSex,100,84,9,0.0,0.01,0.01,0.9352894999901764
Top-1,AedesSex,100,51,10,0.0,0.03,0.03,0.9363033999688923
Top-1,AedesSex,100,949,1,0.05,0.06,0.009999999999999995,0.9398566000163555
Top-1,AedesSex,100,144,2,0.05,0.04,0.010000000000000002,0.9346999999834225
Top-1,AedesSex,100,940,3,0.05,0.04,0.010000000000000002,0.9339729999774136
Top-1,AedesSex,100,575,4,0.05,0.03,0.020000000000000004,0.9297102999989875
Top-1,AedesSex,100,304,5,0.05,0.06,0.009999999999999995,0.9374609999940731
Top-1,AedesSex,100,462,6,0.05,0.05,0.0,1.023969300033059
Top-1,AedesSex,100,296,7,0.05,0.05,0.0,1.0157344000181183
Top-1,AedesSex,100,22,8,0.05,0.07,0.020000000000000004,0.9104761999915354
Top-1,AedesSex,100,17,9,0.05,0.04,0.010000000000000002,0.9204986999975517
Top-1,AedesSex,100,317,10,0.05,0.04,0.010000000000000002,0.9318975000060163
Top-1,AedesSex,100,917,1,0.11,0.14,0.030000000000000013,0.9162654000101611
Top-1,AedesSex,100,271,2,0.11,0.11,0.0,0.9314542000065558
Top-1,AedesSex,100,605,3,0.11,0.1,0.009999999999999995,0.9375944000203162
Top-1,AedesSex,100,824,4,0.11,0.12,0.009999999999999995,0.957235399982892
Top-1,AedesSex,100,68,5,0.11,0.11,0.0,0.9186127000139095
Top-1,AedesSex,100,434,6,0.11,0.11,0.0,0.9306363000068814
Top-1,AedesSex,100,977,7,0.11,0.11,0.0,0.9245296000153758
Top-1,AedesSex,100,909,8,0.11,0.1,0.009999999999999995,0.9185125999501906
Top-1,AedesSex,100,594,9,0.11,0.11,0.0,0.9150686000357382
Top-1,AedesSex,100,923,10,0.11,0.1,0.009999999999999995,1.0016831000102684
Top-1,AedesSex,100,881,1,0.16,0.16,0.0,0.9799951000022702
Top-1,AedesSex,100,593,2,0.16,0.16,0.0,1.0516800999757834
Top-1,AedesSex,100,435,3,0.16,0.16,0.0,1.1108437000075355
Top-1,AedesSex,100,772,4,0.16,0.15,0.010000000000000009,1.0418712999671698
Top-1,AedesSex,100,958,5,0.16,0.14,0.01999999999999999,1.047655699949246
Top-1,AedesSex,100,295,6,0.16,0.16,0.0,0.9741595999803394
Top-1,AedesSex,100,403,7,0.16,0.18,0.01999999999999999,1.0026752999983728
Top-1,AedesSex,100,375,8,0.16,0.17,0.010000000000000009,0.9656941000139341
Top-1,AedesSex,100,37,9,0.16,0.16,0.0,0.9878011000109836
Top-1,AedesSex,100,651,10,0.16,0.16,0.0,0.962759800022468
Top-1,AedesSex,100,963,1,0.21,0.2,0.009999999999999981,0.9719534999458119
Top-1,AedesSex,100,459,2,0.21,0.21,0.0,0.976645799994003
Top-1,AedesSex,100,396,3,0.21,0.2,0.009999999999999981,0.9586278999922797
Top-1,AedesSex,100,392,4,0.21,0.21,0.0,1.0177855999791063
Top-1,AedesSex,100,615,5,0.21,0.22,0.010000000000000009,0.9746105999802239
Top-1,AedesSex,100,217,6,0.21,0.24,0.03,0.9739336000056937
Top-1,AedesSex,100,810,7,0.21,0.19,0.01999999999999999,0.973860300029628
Top-1,AedesSex,100,695,8,0.21,0.19,0.01999999999999999,0.9852055999799632
Top-1,AedesSex,100,166,9,0.21,0.22,0.010000000000000009,0.9575247999746352
Top-1,AedesSex,100,78,10,0.21,0.2,0.009999999999999981,1.028224500012584
Top-1,AedesSex,100,711,1,0.26,0.29,0.02999999999999997,0.9874841999844648
Top-1,AedesSex,100,998,2,0.26,0.25,0.010000000000000009,0.9971495000063442
Top-1,AedesSex,100,247,3,0.26,0.26,0.0,0.9659585999906994
Top-1,AedesSex,100,43,4,0.26,0.26,0.0,0.9794427999877371
Top-1,AedesSex,100,443,5,0.26,0.28,0.020000000000000018,0.9718651000293903
Top-1,AedesSex,100,198,6,0.26,0.26,0.0,1.0275189999956638
Top-1,AedesSex,100,500,7,0.26,0.27,0.010000000000000009,1.0619552999851294
Top-1,AedesSex,100,414,8,0.26,0.24,0.020000000000000018,1.0507381000206806
Top-1,AedesSex,100,233,9,0.26,0.24,0.020000000000000018,1.0440043000271544
Top-1,AedesSex,100,175,10,0.26,0.26,0.0,0.9975490999640897
Top-1,AedesSex,100,255,1,0.32,0.31,0.010000000000000009,0.9806043999851681
Top-1,AedesSex,100,429,2,0.32,0.3,0.020000000000000018,0.9862065999768674
Top-1,AedesSex,100,269,3,0.32,0.32,0.0,0.9622839000076056
Top-1,AedesSex,100,214,4,0.32,0.32,0.0,1.0257682999945246
Top-1,AedesSex,100,984,5,0.32,0.33,0.010000000000000009,1.0255773999961093
Top-1,AedesSex,100,309,6,0.32,0.31,0.010000000000000009,1.0414424000191502
Top-1,AedesSex,100,265,7,0.32,0.31,0.010000000000000009,0.9947496000095271
Top-1,AedesSex,100,2,8,0.32,0.29,0.030000000000000027,1.0042314000311308
Top-1,AedesSex,100,807,9,0.32,0.34,0.020000000000000018,0.933228500012774
Top-1,AedesSex,100,277,10,0.32,0.31,0.010000000000000009,0.9305843000183813
Top-1,AedesSex,100,109,1,0.37,0.36,0.010000000000000009,0.9896745000150986
Top-1,AedesSex,100,514,2,0.37,0.37,0.0,0.9321957000065595
Top-1,AedesSex,100,534,3,0.37,0.35000000000000003,0.019999999999999962,0.9399398000095971
Top-1,AedesSex,100,491,4,0.37,0.36,0.010000000000000009,0.9330928000272252
Top-1,AedesSex,100,473,5,0.37,0.39,0.020000000000000018,0.9655266999616288
Top-1,AedesSex,100,734,6,0.37,0.36,0.010000000000000009,0.9690542999887839
Top-1,AedesSex,100,147,7,0.37,0.36,0.010000000000000009,0.9407742999610491
Top-1,AedesSex,100,727,8,0.37,0.36,0.010000000000000009,0.9454702000366524
Top-1,AedesSex,100,530,9,0.37,0.36,0.010000000000000009,0.9228147999965586
Top-1,AedesSex,100,116,10,0.37,0.37,0.0,0.9210023999912664
Top-1,AedesSex,100,242,1,0.42,0.41000000000000003,0.009999999999999953,0.9639965999522246
Top-1,AedesSex,100,9,2,0.42,0.42,0.0,0.9390584000502713
Top-1,AedesSex,100,486,3,0.42,0.43,0.010000000000000009,0.934605400019791
Top-1,AedesSex,100,524,4,0.42,0.43,0.010000000000000009,0.9228601999930106
Top-1,AedesSex,100,321,5,0.42,0.42,0.0,0.9590709999902174
Top-1,AedesSex,100,419,6,0.42,0.43,0.010000000000000009,1.0984506999957375
Top-1,AedesSex,100,724,7,0.42,0.43,0.010000000000000009,1.0566202999907546
Top-1,AedesSex,100,368,8,0.42,0.42,0.0,1.06877179996809
Top-1,AedesSex,100,547,9,0.42,0.42,0.0,1.0524191999575123
Top-1,AedesSex,100,996,10,0.42,0.42,0.0,1.0094738999614492
Top-1,AedesSex,100,334,1,0.47,0.47000000000000003,5.551115123125783e-17,0.9692997999954969
Top-1,AedesSex,100,485,2,0.47,0.48,0.010000000000000009,0.9770583999925293
Top-1,AedesSex,100,151,3,0.47,0.47000000000000003,5.551115123125783e-17,0.9604681000346318
Top-1,AedesSex,100,618,4,0.47,0.45,0.019999999999999962,0.9727880000136793
Top-1,AedesSex,100,374,5,0.47,0.46,0.009999999999999953,0.9932355000055395
Top-1,AedesSex,100,331,6,0.47,0.43,0.03999999999999998,0.996042100014165
Top-1,AedesSex,100,770,7,0.47,0.48,0.010000000000000009,0.9666621999931522
Top-1,AedesSex,100,781,8,0.47,0.49,0.020000000000000018,0.9811282999580726
Top-1,AedesSex,100,357,9,0.47,0.48,0.010000000000000009,0.963359399989713
Top-1,AedesSex,100,763,10,0.47,0.48,0.010000000000000009,0.9595262000220828
Top-1,AedesSex,100,934,1,0.53,0.52,0.010000000000000009,0.991796999995131
Top-1,AedesSex,100,802,2,0.53,0.53,0.0,0.9444800000055693
Top-1,AedesSex,100,745,3,0.53,0.54,0.010000000000000009,0.9491366000147536
Top-1,AedesSex,100,246,4,0.53,0.53,0.0,0.960551799973473
Top-1,AedesSex,100,472,5,0.53,0.5,0.030000000000000027,0.9434884999645874
Top-1,AedesSex,100,250,6,0.53,0.53,0.0,0.9873127000173554
Top-1,AedesSex,100,316,7,0.53,0.53,0.0,0.9905120999901555
Top-1,AedesSex,100,329,8,0.53,0.54,0.010000000000000009,1.0385827000136487
Top-1,AedesSex,100,11,9,0.53,0.54,0.010000000000000009,0.9872365000192076
Top-1,AedesSex,100,79,10,0.53,0.54,0.010000000000000009,0.9974486999562941
Top-1,AedesSex,100,790,1,0.58,0.6,0.020000000000000018,1.0594816000084393
Top-1,AedesSex,100,539,2,0.58,0.59,0.010000000000000009,1.0489230999955907
Top-1,AedesSex,100,251,3,0.58,0.58,0.0,1.0505919000133872
Top-1,AedesSex,100,792,4,0.58,0.59,0.010000000000000009,1.040423099999316
Top-1,AedesSex,100,237,5,0.58,0.5700000000000001,0.009999999999999898,1.0761755999992602
Top-1,AedesSex,100,239,6,0.58,0.58,0.0,1.0573589999694377
Top-1,AedesSex,100,141,7,0.58,0.58,0.0,1.0174337000353262
Top-1,AedesSex,100,476,8,0.58,0.58,0.0,1.0300440000137314
Top-1,AedesSex,100,753,9,0.58,0.5700000000000001,0.009999999999999898,0.9769599999999627
Top-1,AedesSex,100,939,10,0.58,0.59,0.010000000000000009,1.001812499947846
Top-1,AedesSex,100,723,1,0.63,0.62,0.010000000000000009,0.9748405000427738
Top-1,AedesSex,100,383,2,0.63,0.63,0.0,0.981600399944
Top-1,AedesSex,100,731,3,0.63,0.64,0.010000000000000009,0.984082999988459
Top-1,AedesSex,100,516,4,0.63,0.66,0.030000000000000027,0.9758049999945797
