quantifier,dataset,sample_size,real_prev,pred_prev,abs_error,run_time
ACC,AedesSex,100,0.84,0.84,0.014000000000000002,0.0002562000008765608
ACC,AedesSex,100,0.89,0.88,0.007000000000000001,0.0002558000051067211
ACC,AedesSex,100,0.95,0.96,0.009000000000000001,0.0002562000008765608
ACC,AedesSex,100,1.0,1.0,0.007000000000000001,0.0002565000031609088
ACC,ArabicDigit,100,0.0,0.01,0.006999999999999999,0.0002534000013838522
ACC,ArabicDigit,100,0.05,0.03,0.01,0.0002536999963922426
ACC,ArabicDigit,100,0.11,0.1,0.009,0.0002566999974078499
ACC,ArabicDigit,100,0.16,0.15,0.016,0.0002514999941922724
ACC,ArabicDigit,100,0.21,0.21,0.005,0.00025550000282237306
ACC,ArabicDigit,100,0.26,0.26,0.008,0.00025659999664640054
ACC,ArabicDigit,100,0.32,0.31,0.006,0.00025610000011511147
ACC,ArabicDigit,100,0.37,0.36,0.007999999999999998,0.00025830000231508166
ACC,ArabicDigit,100,0.42,0.43,0.009999999999999998,0.00025460000324528664
ACC,ArabicDigit,100,0.47,0.47,0.013000000000000001,0.0002542000001994893
ACC,ArabicDigit,100,0.53,0.53,0.004,0.00025660000392235816
ACC,ArabicDigit,100,0.58,0.58,0.009,0.0002553999947849661
ACC,ArabicDigit,100,0.63,0.62,0.007999999999999998,0.0002573999954620376
ACC,ArabicDigit,100,0.68,0.66,0.01,0.00025599999935366213
ACC,ArabicDigit,100,0.74,0.74,0.006999999999999999,0.0002549999990151264
ACC,ArabicDigit,100,0.79,0.77,0.005,0.0002527999968151562
ACC,ArabicDigit,100,0.84,0.84,0.016,0.00025270000332966447
ACC,ArabicDigit,100,0.89,0.88,0.012,0.0002542000001994893
ACC,ArabicDigit,100,0.95,0.97,0.009,0.00025550000282237306
ACC,ArabicDigit,100,1.0,1.0,0.007000000000000001,0.00025599999935366213
ACC,BNG,100,0.0,0.01,0.0,0.0002550999997765757
ACC,BNG,100,0.05,0.05,0.013000000000000001,0.00025630000163801014
ACC,BNG,100,0.11,0.13,0.012,0.00025430000096093863
ACC,BNG,100,0.16,0.15,0.014000000000000002,0.0002523000002838671
ACC,BNG,100,0.21,0.21,0.011000000000000001,0.00025520000053802505
ACC,BNG,100,0.26,0.24,0.014000000000000002,0.00025660000392235816
ACC,BNG,100,0.32,0.31,0.013000000000000001,0.00025910000113071874
ACC,BNG,100,0.37,0.36,0.011,0.0002626999994390644
ACC,BNG,100,0.42,0.42,0.016000000000000004,0.0002609000002848916
ACC,BNG,100,0.47,0.48,0.013000000000000001,0.0002623000036692247
ACC,BNG,100,0.53,0.53,0.011,0.0002530000056140125
ACC,BNG,100,0.58,0.59,0.011,0.0002571000004536472
ACC,BNG,100,0.63,0.61,0.009,0.00025800000003073364
ACC,BNG,100,0.68,0.69,0.022000000000000002,0.00025570000434527174
ACC,BNG,100,0.74,0.75,0.014000000000000002,0.0002555999963078648
ACC,BNG,100,0.79,0.8,0.011,0.0002573000019765459
ACC,BNG,100,0.84,0.86,0.009,0.0002519999979995191
ACC,BNG,100,0.89,0.89,0.015,0.0002516999957151711
ACC,BNG,100,0.95,0.95,0.01,0.00025769999774638563
ACC,BNG,100,1.0,1.0,0.005,0.00025150000146823004
ACC,HTRU,100,0.0,0.0,0.046,0.000258100000792183
ACC,HTRU,100,0.05,0.05,0.024999999999999998,0.0002587999988463707
ACC,HTRU,100,0.11,0.1,0.054000000000000006,0.0002584999965620227
ACC,HTRU,100,0.16,0.11,0.028000000000000004,0.0002567999981692992
ACC,HTRU,100,0.21,0.21,0.057999999999999996,0.0002629000009619631
ACC,HTRU,100,0.26,0.3,0.037,0.00026110000180779025
ACC,HTRU,100,0.32,0.3,0.06200000000000001,0.0002606999987619929
ACC,HTRU,100,0.37,0.37,0.030000000000000006,0.0002612000025692396
ACC,HTRU,100,0.42,0.37,0.038,0.00025659999664640054
ACC,HTRU,100,0.47,0.42,0.03400000000000001,0.0002578999992692843
ACC,HTRU,100,0.53,0.5,0.031000000000000007,0.0002597999991849065
ACC,HTRU,100,0.58,0.56,0.020999999999999998,0.00025610000011511147
ACC,HTRU,100,0.63,0.65,0.028999999999999998,0.0002606999987619929
ACC,HTRU,100,0.68,0.69,0.024,0.0002609000002848916
ACC,HTRU,100,0.74,0.71,0.019999999999999997,0.00026190000062342733
ACC,HTRU,100,0.79,0.83,0.015000000000000003,0.0002597999991849065
ACC,HTRU,100,0.84,0.87,0.025,0.00026020000223070383
ACC,HTRU,100,0.89,0.88,0.015,0.0002530999990995042
ACC,HTRU,100,0.95,0.95,0.007999999999999998,0.0002523000002838671
ACC,HTRU,100,1.0,0.96,0.01,0.00025660000392235816
ACC,anuranCalls,100,0.0,0.0,0.006,0.00025180000375257805
ACC,anuranCalls,100,0.05,0.03,0.034,0.00025549999554641545
ACC,anuranCalls,100,0.11,0.11,0.027000000000000003,0.00025350000214530155
ACC,anuranCalls,100,0.16,0.18,0.031,0.00025299999833805487
ACC,anuranCalls,100,0.21,0.2,0.031000000000000007,0.0002567999981692992
ACC,anuranCalls,100,0.26,0.25,0.031999999999999994,0.00025460000324528664
ACC,anuranCalls,100,0.32,0.3,0.020999999999999998,0.0002539999986765906
ACC,anuranCalls,100,0.37,0.39,0.019,0.0002567999981692992
ACC,anuranCalls,100,0.42,0.43,0.015000000000000003,0.000254700004006736
ACC,anuranCalls,100,0.47,0.49,0.025,0.0002528000040911138
ACC,anuranCalls,100,0.53,0.55,0.020000000000000004,0.0002553000012994744
ACC,anuranCalls,100,0.58,0.57,0.013999999999999999,0.0002549999990151264
ACC,anuranCalls,100,0.63,0.65,0.023,0.0002558999985922128
ACC,anuranCalls,100,0.68,0.67,0.016000000000000004,0.00025550000282237306
ACC,anuranCalls,100,0.74,0.76,0.008,0.0002539000051910989
ACC,anuranCalls,100,0.79,0.77,0.019,0.00025409999943803996
ACC,anuranCalls,100,0.84,0.85,0.009000000000000001,0.00025689999893074855
ACC,anuranCalls,100,0.89,0.85,0.02,0.00025469999673077837
ACC,anuranCalls,100,0.95,0.95,0.03200000000000001,0.00025659999664640054
ACC,anuranCalls,100,1.0,1.0,0.002,0.00025440000172238797
ACC,click-prediction,100,0.0,0.0,1.0,0.00025579999783076346
ACC,click-prediction,100,0.05,0.0,0.9499999999999998,0.000258100000792183
ACC,click-prediction,100,0.11,0.05,0.89,0.00025409999943803996
ACC,click-prediction,100,0.16,0.0,0.8400000000000001,0.0002590000003692694
ACC,click-prediction,100,0.21,0.38,0.79,0.0002553000012994744
ACC,click-prediction,100,0.26,0.38,0.74,0.00025740000273799524
ACC,click-prediction,100,0.32,0.0,0.6799999999999999,0.0002578999992692843
ACC,click-prediction,100,0.37,0.57,0.63,0.0002555999963078648
ACC,click-prediction,100,0.42,0.48,0.58,0.000264899994363077
ACC,click-prediction,100,0.47,0.33,0.53,0.0002625999986776151
ACC,click-prediction,100,0.53,0.9,0.4699999999999999,0.00026310000248486176
ACC,click-prediction,100,0.58,0.81,0.42000000000000004,0.0002578999992692843
ACC,click-prediction,100,0.63,0.86,0.37,0.00026139999681618065
ACC,click-prediction,100,0.68,0.62,0.31999999999999995,0.00025969999842345715
ACC,click-prediction,100,0.74,0.71,0.25999999999999995,0.0002612000025692396
ACC,click-prediction,100,0.79,0.86,0.21000000000000002,0.0002606000052765012
ACC,click-prediction,100,0.84,1.0,0.15999999999999998,0.0002647000001161359
ACC,click-prediction,100,0.89,1.0,0.11000000000000001,0.0002613000033306889
ACC,click-prediction,100,0.95,0.62,0.05,0.000262100002146326
ACC,click-prediction,100,1.0,0.86,0.0,0.00026200000138487667
ACC,cmc,100,0.0,0.21,0.10300000000000001,0.00025579999783076346
ACC,cmc,100,0.05,0.07,0.06900000000000002,0.0002575999969849363
ACC,cmc,100,0.11,0.1,0.11100000000000002,0.0002582000015536323
ACC,cmc,100,0.16,0.17,0.11100000000000002,0.0002610000010463409
ACC,cmc,100,0.21,0.21,0.13,0.0002609000002848916
ACC,cmc,100,0.26,0.28,0.096,0.0002607000060379505
ACC,cmc,100,0.32,0.45,0.132,0.0002550999997765757
ACC,cmc,100,0.37,0.41,0.09,0.00025830000231508166
ACC,cmc,100,0.42,0.55,0.098,0.000262100002146326
ACC,cmc,100,0.47,0.72,0.137,0.0002610000010463409
ACC,cmc,100,0.53,0.34,0.083,0.00026049999723909423
ACC,cmc,100,0.58,0.66,0.10400000000000001,0.0002601999949547462
ACC,cmc,100,0.63,0.69,0.11200000000000002,0.0002582000015536323
ACC,cmc,100,0.68,0.97,0.125,0.0002528000040911138
ACC,cmc,100,0.74,0.93,0.153,0.00025489999825367704
ACC,cmc,100,0.79,0.79,0.141,0.0002539999986765906
ACC,cmc,100,0.84,0.93,0.089,0.000258100000792183
ACC,cmc,100,0.89,1.0,0.086,0.0002607000060379505
ACC,cmc,100,0.95,1.0,0.055000000000000014,0.0002565000031609088
ACC,cmc,100,1.0,1.0,0.0,0.0002523000002838671
ACC,covtype_reduced,100,0.0,0.0,0.044,0.00025859999732347205
ACC,covtype_reduced,100,0.05,0.16,0.054000000000000006,0.0002623000036692247
ACC,covtype_reduced,100,0.11,0.04,0.044,0.00026079999952344224
ACC,covtype_reduced,100,0.16,0.04,0.048,0.0002581999942776747
ACC,covtype_reduced,100,0.21,0.16,0.084,0.00026050000451505184
ACC,covtype_reduced,100,0.26,0.35,0.06100000000000001,0.0002626999994390644
ACC,covtype_reduced,100,0.32,0.31,0.095,0.00026419999630888924
ACC,covtype_reduced,100,0.37,0.39,0.054000000000000006,0.00026390000130049884
ACC,covtype_reduced,100,0.42,0.37,0.06200000000000001,0.0002606999987619929
ACC,covtype_reduced,100,0.47,0.41,0.05600000000000001,0.0002626999994390644
ACC,covtype_reduced,100,0.53,0.55,0.09700000000000002,0.00025579999783076346
ACC,covtype_reduced,100,0.58,0.69,0.08,0.0002601000014692545
ACC,covtype_reduced,100,0.63,0.67,0.07100000000000001,0.00025910000113071874
ACC,covtype_reduced,100,0.68,0.69,0.10900000000000001,0.0002564999958849512
ACC,covtype_reduced,100,0.74,0.65,0.07200000000000002,0.0002598000064608641
ACC,covtype_reduced,100,0.79,0.86,0.06899999999999999,0.00025970000569941476
ACC,covtype_reduced,100,0.84,0.8,0.07200000000000001,0.00026110000180779025
ACC,covtype_reduced,100,0.89,0.86,0.06599999999999999,0.0002595999976620078
ACC,covtype_reduced,100,0.95,0.82,0.057999999999999996,0.00026059999800054356
ACC,covtype_reduced,100,1.0,1.0,0.004,0.00026050000451505184
ACC,default_credit_card_clients,100,0.0,0.0,0.14300000000000002,0.00026229999639326707
ACC,default_credit_card_clients,100,0.05,0.12,0.082,0.00026369999977760017
ACC,default_credit_card_clients,100,0.11,0.03,0.159,0.00026199999410891905
ACC,default_credit_card_clients,100,0.16,0.12,0.11800000000000002,0.0002612000025692396
ACC,default_credit_card_clients,100,0.21,0.22,0.12199999999999997,0.00026480000087758526
ACC,default_credit_card_clients,100,0.26,0.06,0.09200000000000001,0.00026369999977760017
ACC,default_credit_card_clients,100,0.32,0.09,0.22300000000000003,0.0002623000036692247
ACC,default_credit_card_clients,100,0.37,0.41,0.10800000000000001,0.00026310000248486176
ACC,default_credit_card_clients,100,0.42,0.47,0.11500000000000002,0.0002556999970693141
ACC,default_credit_card_clients,100,0.47,0.69,0.125,0.00026190000062342733
ACC,default_credit_card_clients,100,0.53,0.56,0.13699999999999998,0.00026149999757763
ACC,default_credit_card_clients,100,0.58,0.59,0.09100000000000001,0.00026280000020051375
ACC,default_credit_card_clients,100,0.63,0.59,0.098,0.0002587999988463707
ACC,default_credit_card_clients,100,0.68,0.87,0.06600000000000002,0.0002597999991849065
ACC,default_credit_card_clients,100,0.74,0.62,0.08,0.00026140000409213826
ACC,default_credit_card_clients,100,0.79,0.69,0.101,0.00026030000299215317
ACC,default_credit_card_clients,100,0.84,0.84,0.1,0.000258100000792183
ACC,default_credit_card_clients,100,0.89,0.91,0.074,0.0002587999988463707
ACC,default_credit_card_clients,100,0.95,0.94,0.07300000000000001,0.0002604000037536025
ACC,default_credit_card_clients,100,1.0,0.97,0.015000000000000003,0.00026110000180779025
ACC,eeg,100,0.0,0.0,0.001,0.0002567999981692992
ACC,eeg,100,0.05,0.15,0.05,0.0002567999981692992
ACC,eeg,100,0.11,0.0,0.10900000000000001,0.0002537000036682002
ACC,eeg,100,0.16,0.31,0.15999999999999998,0.00026169999910052866
ACC,eeg,100,0.21,0.0,0.209,0.0002609000002848916
ACC,eeg,100,0.26,0.23,0.25999999999999995,0.0002549999990151264
ACC,eeg,100,0.32,0.0,0.31899999999999995,0.00026020000223070383
ACC,eeg,100,0.37,0.85,0.37,0.000261799999861978
ACC,eeg,100,0.42,0.69,0.41900000000000004,0.00026000000070780516
ACC,eeg,100,0.47,0.0,0.4699999999999999,0.0002601999949547462
ACC,eeg,100,0.53,0.15,0.53,0.0002610000010463409
ACC,eeg,100,0.58,0.31,0.58,0.000258100000792183
ACC,eeg,100,0.63,0.0,0.63,0.00026029999571619555
ACC,eeg,100,0.68,0.69,0.6799999999999999,0.00026000000070780516
ACC,eeg,100,0.74,0.23,0.74,0.0002573000019765459
ACC,eeg,100,0.79,0.85,0.79,0.0002592000018921681
ACC,eeg,100,0.84,0.62,0.8400000000000001,0.00026059999800054356
ACC,eeg,100,0.89,0.92,0.89,0.00026220000290777534
ACC,eeg,100,0.95,1.0,0.9499999999999998,0.0002609000002848916
ACC,eeg,100,1.0,1.0,1.0,0.00026030000299215317
ACC,jm1-processed,100,0.0,0.1,0.184,0.0002595999976620078
ACC,jm1-processed,100,0.05,0.1,0.183,0.00025910000113071874
ACC,jm1-processed,100,0.11,0.07,0.19,0.0002565000031609088
ACC,jm1-processed,100,0.16,0.0,0.253,0.0002558000051067211
ACC,jm1-processed,100,0.21,0.1,0.16499999999999998,0.0002538999979151413
ACC,jm1-processed,100,0.26,0.14,0.16499999999999998,0.0002553000012994744
ACC,jm1-processed,100,0.32,0.21,0.32699999999999996,0.00025740000273799524
ACC,jm1-processed,100,0.37,0.17,0.219,0.0002547999974922277
ACC,jm1-processed,100,0.42,0.38,0.26399999999999996,0.00025299999833805487
ACC,jm1-processed,100,0.47,0.45,0.31799999999999995,0.00025460000324528664
ACC,jm1-processed,100,0.53,0.52,0.13,0.0002542000001994893
ACC,jm1-processed,100,0.58,0.48,0.267,0.00025430000096093863
ACC,jm1-processed,100,0.63,0.59,0.23399999999999999,0.0002561999936006032
ACC,jm1-processed,100,0.68,0.41,0.153,0.00025380000442964956
ACC,jm1-processed,100,0.74,0.45,0.2779999999999999,0.00025150000146823004
ACC,jm1-processed,100,0.79,0.66,0.191,0.0002533999941078946
ACC,jm1-processed,100,0.84,0.86,0.187,0.00025409999943803996
ACC,jm1-processed,100,0.89,0.9,0.196,0.0002562000008765608
ACC,jm1-processed,100,0.95,1.0,0.18,0.00025299999833805487
ACC,jm1-processed,100,1.0,0.76,0.068,0.0002558000051067211
ACC,letter-recognition,100,0.0,0.05,0.2,0.00025380000442964956
ACC,letter-recognition,100,0.05,0.08,0.20800000000000002,0.000254299993684981
ACC,letter-recognition,100,0.11,0.11,0.251,0.0002547999974922277
ACC,letter-recognition,100,0.16,0.11,0.184,0.00025599999935366213
ACC,letter-recognition,100,0.21,0.22,0.202,0.00025379999715369195
ACC,letter-recognition,100,0.26,0.11,0.27199999999999996,0.0002558000051067211
ACC,letter-recognition,100,0.32,0.27,0.242,0.0002569999996921979
ACC,letter-recognition,100,0.37,0.51,0.35900000000000004,0.0002539999986765906
ACC,letter-recognition,100,0.42,0.41,0.27499999999999997,0.00025610000011511147
ACC,letter-recognition,100,0.47,0.22,0.163,0.0002520000052754767
ACC,letter-recognition,100,0.53,0.59,0.24699999999999997,0.0002538999979151413
ACC,letter-recognition,100,0.58,0.51,0.14299999999999996,0.0002533000006224029
ACC,letter-recognition,100,0.63,0.59,0.24700000000000003,0.0002545000024838373
ACC,letter-recognition,100,0.68,0.78,0.26399999999999996,0.0002569999996921979
ACC,letter-recognition,100,0.74,0.62,0.22000000000000003,0.00025319999986095354
ACC,letter-recognition,100,0.79,1.0,0.158,0.0002533999941078946
ACC,letter-recognition,100,0.84,1.0,0.13999999999999999,0.0002550999997765757
ACC,letter-recognition,100,0.89,0.89,0.14300000000000002,0.0002542000001994893
ACC,letter-recognition,100,0.95,1.0,0.14800000000000002,0.00025260000256821513
ACC,letter-recognition,100,1.0,0.89,0.028000000000000004,0.0002542000001994893
ACC,magic,100,0.0,0.07,0.027999999999999997,0.0002521999995224178
ACC,magic,100,0.05,0.02,0.041,0.00025299999833805487
ACC,magic,100,0.11,0.0,0.06600000000000002,0.00025409999943803996
ACC,magic,100,0.16,0.15,0.042,0.0002530999990995042
ACC,magic,100,0.21,0.13,0.048,0.0002538999979151413
ACC,magic,100,0.26,0.22,0.069,0.00025379999715369195
ACC,magic,100,0.32,0.26,0.06399999999999999,0.0002539999986765906
ACC,magic,100,0.37,0.37,0.049,0.0002545000024838373
ACC,magic,100,0.42,0.59,0.07200000000000001,0.0002521999995224178
ACC,magic,100,0.47,0.44,0.076,0.00025260000256821513
ACC,magic,100,0.53,0.57,0.06500000000000002,0.00025440000172238797
ACC,magic,100,0.58,0.48,0.08299999999999999,0.0002516999957151711
ACC,magic,100,0.63,0.63,0.08499999999999999,0.0002508000034140423
ACC,magic,100,0.68,0.54,0.073,0.00025409999943803996
ACC,magic,100,0.74,0.74,0.06300000000000001,0.0002507999961380847
ACC,magic,100,0.79,0.81,0.121,0.0002573999954620376
ACC,magic,100,0.84,0.91,0.083,0.0002553999947849661
ACC,magic,100,0.89,0.94,0.05900000000000001,0.00025299999833805487
ACC,magic,100,0.95,0.72,0.063,0.0002533000006224029
ACC,magic,100,1.0,1.0,0.02,0.0002537000036682002
ACC,mozilla,100,0.0,0.0,0.01,0.00025009999808389693
ACC,mozilla,100,0.05,0.03,0.042,0.0002516999957151711
ACC,mozilla,100,0.11,0.06,0.033999999999999996,0.00025299999833805487
ACC,mozilla,100,0.16,0.24,0.047,0.00025040000036824495
ACC,mozilla,100,0.21,0.15,0.049,0.0002539999986765906
ACC,mozilla,100,0.26,0.24,0.043000000000000003,0.00025289999757660553
ACC,mozilla,100,0.32,0.41,0.06,0.00025489999825367704
ACC,mozilla,100,0.37,0.4,0.034999999999999996,0.0002536999963922426
ACC,mozilla,100,0.42,0.38,0.052000000000000005,0.00025459999596932903
ACC,mozilla,100,0.47,0.51,0.025,0.00025180000375257805
ACC,mozilla,100,0.53,0.54,0.03300000000000001,0.0002536000029067509
ACC,mozilla,100,0.58,0.54,0.062,0.0002547999974922277
ACC,mozilla,100,0.63,0.66,0.06700000000000002,0.00025120000645983964
ACC,mozilla,100,0.68,0.69,0.05,0.00025409999943803996
ACC,mozilla,100,0.74,0.78,0.06900000000000002,0.00025070000265259296
ACC,mozilla,100,0.79,0.75,0.045,0.00025430000096093863
ACC,mozilla,100,0.84,0.85,0.048,0.00025489999825367704
ACC,mozilla,100,0.89,0.94,0.046,0.00025289999757660553
ACC,mozilla,100,0.95,0.9,0.045,0.0002521999995224178
ACC,mozilla,100,1.0,0.9,0.037,0.0002539999986765906
ACC,namao,100,0.0,0.02,0.008,0.0002538999979151413
ACC,namao,100,0.05,0.11,0.026000000000000002,0.00025720000121509656
ACC,namao,100,0.11,0.11,0.03899999999999999,0.00025740000273799524
ACC,namao,100,0.16,0.15,0.025,0.0002587999988463707
ACC,namao,100,0.21,0.2,0.019,0.0002590000003692694
ACC,namao,100,0.26,0.26,0.025,0.0002584999965620227
ACC,namao,100,0.32,0.32,0.025,0.0002595000041765161
ACC,namao,100,0.37,0.38,0.015,0.0002542000001994893
ACC,namao,100,0.42,0.48,0.02,0.0002590000003692694
ACC,namao,100,0.47,0.48,0.022000000000000002,0.00025779999850783497
ACC,namao,100,0.53,0.51,0.013000000000000001,0.0002571000004536472
ACC,namao,100,0.58,0.53,0.02,0.00026020000223070383
ACC,namao,100,0.63,0.67,0.023,0.0002679999961401336
ACC,namao,100,0.68,0.68,0.019,0.0002552999940235168
ACC,namao,100,0.74,0.74,0.031,0.00025939999613910913
ACC,namao,100,0.79,0.82,0.009999999999999998,0.0002564000023994595
ACC,namao,100,0.84,0.86,0.02,0.0002549999990151264
ACC,namao,100,0.89,0.89,0.02,0.0002562000008765608
ACC,namao,100,0.95,0.91,0.015,0.0002547999974922277
ACC,namao,100,1.0,1.0,0.0,0.0002587999988463707
ACC,occupancy,100,0.0,0.01,0.006,0.00025159999495372176
ACC,occupancy,100,0.05,0.06,0.005,0.0002545000024838373
ACC,occupancy,100,0.11,0.12,0.004,0.0002517000029911287
ACC,occupancy,100,0.16,0.17,0.005,0.0002545000024838373
ACC,occupancy,100,0.21,0.19,0.004,0.0002554000020609237
ACC,occupancy,100,0.26,0.26,0.006,0.0002542000001994893
ACC,occupancy,100,0.32,0.31,0.004,0.0002537000036682002
ACC,occupancy,100,0.37,0.36,0.004,0.00025350000214530155
ACC,occupancy,100,0.42,0.41,0.005,0.0002516000022296794
ACC,occupancy,100,0.47,0.49,0.011,0.0002542000001994893
ACC,occupancy,100,0.53,0.55,0.01,0.0002538999979151413
ACC,occupancy,100,0.58,0.58,0.009,0.0002506000018911436
ACC,occupancy,100,0.63,0.63,0.009999999999999998,0.00025209999876096845
ACC,occupancy,100,0.68,0.67,0.007999999999999998,0.00025299999833805487
ACC,occupancy,100,0.74,0.73,0.008,0.0002524999945308082
ACC,occupancy,100,0.79,0.79,0.006,0.00025290000485256314
ACC,occupancy,100,0.84,0.84,0.008,0.00025100000493694097
ACC,occupancy,100,0.89,0.9,0.013000000000000001,0.00025430000096093863
ACC,occupancy,100,0.95,0.95,0.012,0.00025159999495372176
ACC,occupancy,100,1.0,0.99,0.013000000000000001,0.00025409999943803996
ACC,phoneme,100,0.0,0.0,0.039,0.0002505000011296943
ACC,phoneme,100,0.05,0.2,0.033,0.0002533000006224029
ACC,phoneme,100,0.11,0.08,0.075,0.0002497999957995489
ACC,phoneme,100,0.16,0.16,0.07300000000000001,0.00025520000053802505
ACC,phoneme,100,0.21,0.14,0.08499999999999999,0.00025430000096093863
ACC,phoneme,100,0.26,0.28,0.09400000000000001,0.00025319999986095354
ACC,phoneme,100,0.32,0.28,0.098,0.0002528000040911138
ACC,phoneme,100,0.37,0.26,0.11000000000000001,0.00025329999334644526
ACC,phoneme,100,0.42,0.44,0.127,0.0002553000012994744
ACC,phoneme,100,0.47,0.46,0.092,0.00025630000163801014
ACC,phoneme,100,0.53,0.46,0.07100000000000001,0.00025489999825367704
ACC,phoneme,100,0.58,0.44,0.099,0.0002542000001994893
ACC,phoneme,100,0.63,0.82,0.085,0.00025269999605370685
ACC,phoneme,100,0.68,0.72,0.133,0.00025099999766098335
ACC,phoneme,100,0.74,0.68,0.13599999999999998,0.00025019999884534627
ACC,phoneme,100,0.79,0.92,0.17099999999999999,0.0002525000018067658
ACC,phoneme,100,0.84,0.8,0.101,0.00025520000053802505
ACC,phoneme,100,0.89,0.96,0.131,0.0002519000045140274
ACC,phoneme,100,0.95,1.0,0.11200000000000002,0.0002533000006224029
ACC,phoneme,100,1.0,0.82,0.087,0.00025240000104531646
ACC,spambase,100,0.0,0.0,0.006,0.0002567000046838075
ACC,spambase,100,0.05,0.03,0.041999999999999996,0.00025520000053802505
ACC,spambase,100,0.11,0.11,0.05,0.0002564999958849512
ACC,spambase,100,0.16,0.18,0.068,0.0002562000008765608
ACC,spambase,100,0.21,0.19,0.05700000000000001,0.00025599999935366213
ACC,spambase,100,0.26,0.15,0.07100000000000001,0.0002549999990151264
ACC,spambase,100,0.32,0.35,0.043,0.0002549999990151264
ACC,spambase,100,0.37,0.39,0.045,0.0002544999952078797
ACC,spambase,100,0.42,0.43,0.05600000000000001,0.0002562000008765608
ACC,spambase,100,0.47,0.49,0.03300000000000001,0.0002564000023994595
ACC,spambase,100,0.53,0.58,0.035,0.00025690000620670617
ACC,spambase,100,0.58,0.56,0.034,0.00025570000434527174
ACC,spambase,100,0.63,0.63,0.024,0.00025489999825367704
ACC,spambase,100,0.68,0.68,0.024,0.00025680000544525683
ACC,spambase,100,0.74,0.8,0.037000000000000005,0.00025689999893074855
ACC,spambase,100,0.79,0.77,0.029000000000000005,0.0002564999958849512
ACC,spambase,100,0.84,0.89,0.026000000000000002,0.00025659999664640054
ACC,spambase,100,0.89,0.87,0.037,0.00025520000053802505
ACC,spambase,100,0.95,0.94,0.028000000000000004,0.0002549999990151264
ACC,spambase,100,1.0,0.94,0.007000000000000001,0.00025460000324528664
ACC,winetype,100,0.0,0.0,0.0,0.0002523000002838671
ACC,winetype,100,0.05,0.03,0.018000000000000002,0.00025409999943803996
ACC,winetype,100,0.11,0.09,0.026000000000000002,0.00025410000671399757
ACC,winetype,100,0.16,0.15,0.015000000000000003,0.0002545000024838373
ACC,winetype,100,0.21,0.2,0.019000000000000003,0.0002542000001994893
ACC,winetype,100,0.26,0.24,0.019,0.00025320000713691115
ACC,winetype,100,0.32,0.3,0.019,0.0002561999863246456
