,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
1497_wall-robot-navigation,"('DyS', 'MS', 'SMM', 'SORD', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09266459 0.09258578 0.09252272 0.09240712 0.09199726 0.09185014
 0.09182912 0.09176606 0.09010036 0.08741003 0.08486681]","(np.float64(1.0199873061747164), np.float64(1.0191197266667316), np.float64(1.0184256630603434), np.float64(1.017153213115299), np.float64(1.012641799673777), np.float64(1.0110223179255386), np.float64(1.010790963390076), np.float64(1.0100968997836879), np.float64(0.9917620528482726), np.float64(0.9621486723090523), np.float64(0.9341547735180711))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09369997 0.09334835 0.09325638 0.09320769 0.09286689 0.09283443
 0.09232592 0.09196889 0.0883823  0.08525012 0.08285906]","(np.float64(1.0321986522567892), np.float64(1.0283251372088027), np.float64(1.027312064042406), np.float64(1.026775731189608), np.float64(1.0230214012200212), np.float64(1.0226638459848227), np.float64(1.0170621473000425), np.float64(1.0131290397128563), np.float64(0.9736191862233963), np.float64(0.9391151060267188), np.float64(0.9127752037004118))"
1504_steel-plates-fault,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))","('ACC', 'CC', 'DyS', 'MAX', 'MS', 'SORD', 'X', 'SMM', 'HDy', 'PACC', 'PCC')","[0.09099553 0.09099553 0.09099553 0.09099553 0.09099553 0.09099553
 0.09099553 0.09099052 0.09081037 0.0906152  0.0906152 ]","(np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0008981944885027), np.float64(0.9989164786526319), np.float64(0.9967696198304381), np.float64(0.9967696198304381))"
1507_twonorm,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'PCC', 'ACC', 'SMM', 'CC', 'PACC')","[0.10519162 0.10232221 0.09820758 0.09820156 0.09168072 0.08817968
 0.08767437 0.08556893 0.08469067 0.08368006 0.07460261]","(np.float64(1.1670640124837746), np.float64(1.1352289040321148), np.float64(1.0895785598372816), np.float64(1.0895118195679911), np.float64(1.0171653676568817), np.float64(0.9783225309296993), np.float64(0.9727163483092813), np.float64(0.9493572540575392), np.float64(0.9396131747410985), np.float64(0.9284008095002625), np.float64(0.8276897431406092))","('SMM', 'DyS', 'SORD', 'MS', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09121406 0.0911837  0.09117358 0.09113816 0.09111792 0.09100661
 0.09096107 0.09095095 0.0907688  0.09050569 0.08997947]","(np.float64(1.0033687023698101), np.float64(1.0030347530046861), np.float64(1.0029234365496447), np.float64(1.002533828957), np.float64(1.0023111960469173), np.float64(1.0010867150414624), np.float64(1.0005857909937765), np.float64(1.000474474538735), np.float64(0.9984707783479909), np.float64(0.995576550516916), np.float64(0.9897880948547657))"
1526_wall-robot-navigation,"('DyS', 'MS', 'SMM', 'SORD', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09266459 0.09258578 0.09252272 0.09240712 0.09199726 0.09185014
 0.09182912 0.09176606 0.09010036 0.08741003 0.08486681]","(np.float64(1.0199873061747164), np.float64(1.0191197266667316), np.float64(1.0184256630603434), np.float64(1.017153213115299), np.float64(1.012641799673777), np.float64(1.0110223179255386), np.float64(1.010790963390076), np.float64(1.0100968997836879), np.float64(0.9917620528482726), np.float64(0.9621486723090523), np.float64(0.9341547735180711))","('DyS', 'HDy', 'MAX', 'SORD', 'SMM', 'X', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09801603 0.09740264 0.09705936 0.09596764 0.09582696 0.09576505
 0.095343   0.08949609 0.08390243 0.08156141 0.0696594 ]","(np.float64(1.088283369836052), np.float64(1.0814728278593913), np.float64(1.0776614236339206), np.float64(1.0655399085561945), np.float64(1.0639778576441168), np.float64(1.0632905552428022), np.float64(1.058604402506568), np.float64(0.9936855666006021), np.float64(0.9315784223363769), np.float64(0.9055858951593972), np.float64(0.7734363879975901))"
1535_volcanoes-b5,"('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10080639 0.10013964 0.10005917 0.09967406 0.09874291 0.09830032
 0.09179949 0.08912673 0.07696425 0.0728143  0.07157276]","(np.float64(1.12572438319228), np.float64(1.1182786339018367), np.float64(1.117380008987473), np.float64(1.1130794468973029), np.float64(1.102681072888236), np.float64(1.0977386358592347), np.float64(1.0251425802774128), np.float64(0.9952953956217568), np.float64(0.8594746585650503), np.float64(0.8131312879814294), np.float64(0.799266789302673))","('X', 'MAX', 'SMM', 'SORD', 'MS', 'ACC', 'DyS', 'PACC', 'HDy', 'PCC', 'CC')","[0.09613495 0.09601425 0.09593196 0.09584966 0.0953998  0.09516389
 0.09479083 0.09457687 0.08409274 0.07669185 0.07535322]","(np.float64(1.0652597412650302), np.float64(1.063922318774012), np.float64(1.063010439802864), np.float64(1.0620985608317153), np.float64(1.0571136224561029), np.float64(1.0544995694054775), np.float64(1.0503657180696035), np.float64(1.0479948327446176), np.float64(0.931821451820292), np.float64(0.8498131363483322), np.float64(0.8349799050843159))"
1538_volcanoes-d1,"('SORD', 'DyS', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'HDy', 'PCC', 'PACC', 'CC')","[0.09910769 0.09904519 0.09878948 0.09868152 0.09821556 0.09778371
 0.09306167 0.0908626  0.07673627 0.07471335 0.07300296]","(np.float64(1.1040972307201098), np.float64(1.1034008914352182), np.float64(1.1005522307242988), np.float64(1.099349462868577), np.float64(1.0941585700175676), np.float64(1.089347498594681), np.float64(1.0367422307996956), np.float64(1.0122437486857856), np.float64(0.8548710703003068), np.float64(0.832334998898364), np.float64(0.8132806239208783))","('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10080639 0.10013964 0.10005917 0.09967406 0.09874291 0.09830032
 0.09179949 0.08912673 0.07696425 0.0728143  0.07157276]","(np.float64(1.12572438319228), np.float64(1.1182786339018367), np.float64(1.117380008987473), np.float64(1.1130794468973029), np.float64(1.102681072888236), np.float64(1.0977386358592347), np.float64(1.0251425802774128), np.float64(0.9952953956217568), np.float64(0.8594746585650503), np.float64(0.8131312879814294), np.float64(0.799266789302673))"
1539_volcanoes-d2,"('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10080639 0.10013964 0.10005917 0.09967406 0.09874291 0.09830032
 0.09179949 0.08912673 0.07696425 0.0728143  0.07157276]","(np.float64(1.12572438319228), np.float64(1.1182786339018367), np.float64(1.117380008987473), np.float64(1.1130794468973029), np.float64(1.102681072888236), np.float64(1.0977386358592347), np.float64(1.0251425802774128), np.float64(0.9952953956217568), np.float64(0.8594746585650503), np.float64(0.8131312879814294), np.float64(0.799266789302673))","('HDy', 'DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'ACC', 'PCC', 'CC', 'PACC')","[0.1005036  0.10020554 0.09936393 0.09891975 0.09743525 0.09683911
 0.09433183 0.08605605 0.07923554 0.07474113 0.07236827]","(np.float64(1.119789051379106), np.float64(1.1164680369855369), np.float64(1.107091055168401), np.float64(1.1021420925426904), np.float64(1.085602138504131), np.float64(1.0789601097169932), np.float64(1.0510245180534419), np.float64(0.9588175301849381), np.float64(0.8828249067085654), np.float64(0.8327492190878878), np.float64(0.8063113397979071))"
1540_volcanoes-d3,"('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10080639 0.10013964 0.10005917 0.09967406 0.09874291 0.09830032
 0.09179949 0.08912673 0.07696425 0.0728143  0.07157276]","(np.float64(1.12572438319228), np.float64(1.1182786339018367), np.float64(1.117380008987473), np.float64(1.1130794468973029), np.float64(1.102681072888236), np.float64(1.0977386358592347), np.float64(1.0251425802774128), np.float64(0.9952953956217568), np.float64(0.8594746585650503), np.float64(0.8131312879814294), np.float64(0.799266789302673))","('SORD', 'DyS', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'HDy', 'PCC', 'PACC', 'CC')","[0.09910769 0.09904519 0.09878948 0.09868152 0.09821556 0.09778371
 0.09306167 0.0908626  0.07673627 0.07471335 0.07300296]","(np.float64(1.1040972307201098), np.float64(1.1034008914352182), np.float64(1.1005522307242988), np.float64(1.099349462868577), np.float64(1.0941585700175676), np.float64(1.089347498594681), np.float64(1.0367422307996956), np.float64(1.0122437486857856), np.float64(0.8548710703003068), np.float64(0.832334998898364), np.float64(0.8132806239208783))"
1541_volcanoes-d4,"('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10080639 0.10013964 0.10005917 0.09967406 0.09874291 0.09830032
 0.09179949 0.08912673 0.07696425 0.0728143  0.07157276]","(np.float64(1.12572438319228), np.float64(1.1182786339018367), np.float64(1.117380008987473), np.float64(1.1130794468973029), np.float64(1.102681072888236), np.float64(1.0977386358592347), np.float64(1.0251425802774128), np.float64(0.9952953956217568), np.float64(0.8594746585650503), np.float64(0.8131312879814294), np.float64(0.799266789302673))","('MAX', 'X', 'DyS', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'PCC', 'PACC', 'CC')","[0.10011471 0.09998056 0.0993215  0.09891324 0.0977351  0.09201353
 0.09089955 0.09072458 0.07822578 0.07780002 0.07427143]","(np.float64(1.1126994686758374), np.float64(1.1112085510053462), np.float64(1.103883607667717), np.float64(1.0993460321488315), np.float64(1.0862518856514765), np.float64(1.0226610058796677), np.float64(1.0102799069638517), np.float64(1.0083352317414724), np.float64(0.8694205983561656), np.float64(0.8646885553150423), np.float64(0.8254709383303898))"
1566_hill-valley,"('HDy', 'DyS', 'SORD', 'SMM', 'ACC', 'MS', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09893515 0.09879281 0.09809818 0.09742062 0.09731814 0.09695943
 0.08940957 0.08940957 0.08627803 0.07723073 0.07014775]","(np.float64(1.0999134792650431), np.float64(1.0983309810068864), np.float64(1.0906083895070795), np.float64(1.0830756977982519), np.float64(1.0819362990523786), np.float64(1.0779484034418227), np.float64(0.9940126958291702), np.float64(0.9940126958291702), np.float64(0.9591977341497138), np.float64(0.858614144861248), np.float64(0.7798690315353504))","('DyS', 'HDy', 'SORD', 'ACC', 'SMM', 'MS', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09959834 0.09862934 0.09781514 0.09775207 0.09692641 0.0959574
 0.08793588 0.08793588 0.08682353 0.07993155 0.07069447]","(np.float64(1.1060616849805984), np.float64(1.0953006678874289), np.float64(1.0862588665428725), np.float64(1.085558445311956), np.float64(1.0763892946526874), np.float64(1.065628277559518), np.float64(0.9765474319184296), np.float64(0.9765474319184296), np.float64(0.9641945483913595), np.float64(0.8876576102494091), np.float64(0.785077737248842))"
182_satimage,"('SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'DyS', 'PACC', 'HDy', 'CC', 'PCC')","[0.09202168 0.09183687 0.0918266  0.09182147 0.09182147 0.09154425
 0.09152372 0.09037893 0.09011199 0.08913147 0.08798155]","(np.float64(1.0124237581972844), np.float64(1.0103904897521636), np.float64(1.010277530394101), np.float64(1.01022105071507), np.float64(1.01022105071507), np.float64(1.0071711480473886), np.float64(1.006945229331264), np.float64(0.9943502609073203), np.float64(0.9914133175977013), np.float64(0.980625698902754), np.float64(0.9679742507997793))","('DyS', 'HDy', 'PACC', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'CC', 'X', 'PCC')","[0.09125817 0.09120252 0.09115193 0.0910811  0.09102545 0.09102039
 0.09094451 0.09082814 0.09075226 0.09071684 0.09001867]","(np.float64(1.0038518786993218), np.float64(1.0032397097723902), np.float64(1.0026831925660884), np.float64(1.0019040684772662), np.float64(1.0012918995503344), np.float64(1.0012362478297043), np.float64(1.0004014720202516), np.float64(0.999121482445758), np.float64(0.9982867066363056), np.float64(0.9978971445918944), np.float64(0.9902172071449318))"
23_cmc,"('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'PCC', 'MS', 'ACC', 'CC', 'PACC')","[0.10093657 0.10024845 0.09985524 0.09962177 0.09962177 0.09920398
 0.08479642 0.0826829  0.07996114 0.07665569 0.07641608]","(np.float64(1.1234160122489745), np.float64(1.1157572679992462), np.float64(1.1113808427136875), np.float64(1.108782340200387), np.float64(1.108782340200387), np.float64(1.1041323883344807), np.float64(0.9437774306057987), np.float64(0.9202541446959197), np.float64(0.8899610759224416), np.float64(0.8531717508657121), np.float64(0.8505048667073247))","('HDy', 'DyS', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'MAX', 'CC', 'PCC', 'PACC')","[0.09471465 0.09470327 0.09413443 0.09412874 0.09389552 0.09387276
 0.0935087  0.09299674 0.08580657 0.08454943 0.07768918]","(np.float64(1.0454892788832226), np.float64(1.0453636976434173), np.float64(1.0390846356531567), np.float64(1.039021845033254), np.float64(1.0364474296172475), np.float64(1.0361962671376366), np.float64(1.03217766746387), np.float64(1.0265265116726356), np.float64(0.9471591681157431), np.float64(0.9332824411172673), np.float64(0.8575569535147256))"
28_optdigits,"('SMM', 'MS', 'PCC', 'PACC', 'CC', 'SORD', 'ACC', 'MAX', 'X', 'DyS', 'HDy')","[0.09340742 0.09239823 0.09228469 0.09149626 0.09148995 0.09038614
 0.09024107 0.09024107 0.09024107 0.08948418 0.08832991]","(np.float64(1.0277008186576768), np.float64(1.01659730290474), np.float64(1.0153481573825345), np.float64(1.006673535700552), np.float64(1.0066041387270963), np.float64(0.9944596683723216), np.float64(0.9928635379828366), np.float64(0.9928635379828366), np.float64(0.9928635379828366), np.float64(0.9845359011681337), np.float64(0.9718362550257119))","('SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'DyS', 'PACC', 'HDy', 'CC', 'PCC')","[0.09202168 0.09183687 0.0918266  0.09182147 0.09182147 0.09154425
 0.09152372 0.09037893 0.09011199 0.08913147 0.08798155]","(np.float64(1.0124237581972844), np.float64(1.0103904897521636), np.float64(1.010277530394101), np.float64(1.01022105071507), np.float64(1.01022105071507), np.float64(1.0071711480473886), np.float64(1.006945229331264), np.float64(0.9943502609073203), np.float64(0.9914133175977013), np.float64(0.980625698902754), np.float64(0.9679742507997793))"
