quantifier,dataset,sample_size,sampling_seed,iteration,alpha,pred_prev,abs_error,run_time
Top-1,AedesQuinx,100,1757,4,0.58,0.44,0.13999999999999996,0.22611659999893163
Top-1,AedesQuinx,100,7574,5,0.58,0.57,0.010000000000000009,0.2226580999995349
Top-1,AedesQuinx,100,6374,6,0.58,0.65,0.07000000000000006,0.2212029000002076
Top-1,AedesQuinx,100,6892,7,0.58,0.57,0.010000000000000009,0.2217160000000149
Top-1,AedesQuinx,100,1678,8,0.58,0.72,0.14,0.22120449999783887
Top-1,AedesQuinx,100,3242,9,0.58,0.63,0.050000000000000044,0.22316119999959483
Top-1,AedesQuinx,100,4636,10,0.58,0.49,0.08999999999999997,0.22062679999726242
Top-1,AedesQuinx,100,1059,1,0.63,0.66,0.030000000000000027,0.22123629999987315
Top-1,AedesQuinx,100,6668,2,0.63,0.59,0.040000000000000036,0.22052519999851938
Top-1,AedesQuinx,100,9914,3,0.63,0.6,0.030000000000000027,0.22255109999969136
Top-1,AedesQuinx,100,3157,4,0.63,0.61,0.020000000000000018,0.2215104999995674
Top-1,AedesQuinx,100,5915,5,0.63,0.65,0.020000000000000018,0.22199259999979404
Top-1,AedesQuinx,100,9789,6,0.63,0.61,0.020000000000000018,0.2221547000008286
Top-1,AedesQuinx,100,2693,7,0.63,0.57,0.06000000000000005,0.22173269999984768
Top-1,AedesQuinx,100,3627,8,0.63,0.75,0.12,0.22095709999848623
Top-1,AedesQuinx,100,9555,9,0.63,0.65,0.020000000000000018,0.22061639999810723
Top-1,AedesQuinx,100,5450,10,0.63,0.64,0.010000000000000009,0.22176919999765232
Top-1,AedesQuinx,100,1663,1,0.68,0.72,0.039999999999999925,0.22131670000089798
Top-1,AedesQuinx,100,9721,2,0.68,0.7,0.019999999999999907,0.2229427999991458
Top-1,AedesQuinx,100,5592,3,0.68,0.74,0.05999999999999994,0.22149499999795808
Top-1,AedesQuinx,100,7392,4,0.68,0.71,0.029999999999999916,0.22034440000061295
Top-1,AedesQuinx,100,1306,5,0.68,0.69,0.009999999999999898,0.2209491000030539
Top-1,AedesQuinx,100,6776,6,0.68,0.69,0.009999999999999898,0.2281862000018009
Top-1,AedesQuinx,100,5864,7,0.68,0.59,0.09000000000000008,0.22129859999768087
Top-1,AedesQuinx,100,9474,8,0.68,0.63,0.050000000000000044,0.22102480000103242
Top-1,AedesQuinx,100,7526,9,0.68,0.75,0.06999999999999995,0.21951129999797558
Top-1,AedesQuinx,100,8901,10,0.68,0.79,0.10999999999999999,0.22159409999949276
Top-1,AedesQuinx,100,5575,1,0.74,0.8,0.06000000000000005,0.22049759999936214
Top-1,AedesQuinx,100,5530,2,0.74,0.87,0.13,0.22073159999854397
Top-1,AedesQuinx,100,4413,3,0.74,0.93,0.19000000000000006,0.22181590000036522
Top-1,AedesQuinx,100,3748,4,0.74,0.79,0.050000000000000044,0.22285699999702047
Top-1,AedesQuinx,100,663,5,0.74,0.82,0.07999999999999996,0.22097980000035022
Top-1,AedesQuinx,100,1998,6,0.74,0.67,0.06999999999999995,0.22145369999998366
Top-1,AedesQuinx,100,7994,7,0.74,0.81,0.07000000000000006,0.22033300000111922
Top-1,AedesQuinx,100,1495,8,0.74,0.84,0.09999999999999998,0.22011439999914728
Top-1,AedesQuinx,100,3304,9,0.74,0.81,0.07000000000000006,0.22121679999690969
Top-1,AedesQuinx,100,3763,10,0.74,0.81,0.07000000000000006,0.22038220000104047
Top-1,AedesQuinx,100,5232,1,0.79,0.75,0.040000000000000036,0.22093820000009146
Top-1,AedesQuinx,100,1853,2,0.79,0.82,0.029999999999999916,0.22030459999950835
Top-1,AedesQuinx,100,6585,3,0.79,0.81,0.020000000000000018,0.22110720000273432
Top-1,AedesQuinx,100,1291,4,0.79,0.81,0.020000000000000018,0.2202237999990757
Top-1,AedesQuinx,100,3581,5,0.79,0.73,0.06000000000000005,0.221091699997487
Top-1,AedesQuinx,100,7554,6,0.79,0.71,0.08000000000000007,0.22067759999845293
Top-1,AedesQuinx,100,7280,7,0.79,0.81,0.020000000000000018,0.22110059999977238
Top-1,AedesQuinx,100,1636,8,0.79,0.73,0.06000000000000005,0.2204362000011315
Top-1,AedesQuinx,100,3696,9,0.79,0.96,0.16999999999999993,0.22100139999747626
Top-1,AedesQuinx,100,698,10,0.79,0.85,0.05999999999999994,0.22975929999665823
Top-1,AedesQuinx,100,4737,1,0.84,0.91,0.07000000000000006,0.23092149999865796
Top-1,AedesQuinx,100,854,2,0.84,0.96,0.12,0.22301109999898472
Top-1,AedesQuinx,100,8164,3,0.84,0.83,0.010000000000000009,0.2221681000009994
Top-1,AedesQuinx,100,5855,4,0.84,0.91,0.07000000000000006,0.22367789999771048
Top-1,AedesQuinx,100,7392,5,0.84,0.87,0.030000000000000027,0.21822310000061407
Top-1,AedesQuinx,100,6528,6,0.84,0.94,0.09999999999999998,0.21742520000043442
Top-1,AedesQuinx,100,5249,7,0.84,0.89,0.050000000000000044,0.2178182999996352
Top-1,AedesQuinx,100,5172,8,0.84,0.94,0.09999999999999998,0.21793389999947976
Top-1,AedesQuinx,100,1707,9,0.84,0.87,0.030000000000000027,0.21752700000070035
Top-1,AedesQuinx,100,5791,10,0.84,0.9,0.06000000000000005,0.21755990000019665
Top-1,AedesQuinx,100,9925,1,0.89,0.97,0.07999999999999996,0.22201069999937317
Top-1,AedesQuinx,100,5535,2,0.89,0.92,0.030000000000000027,0.22160649999932502
Top-1,AedesQuinx,100,4931,3,0.89,1.0,0.10999999999999999,0.22017239999695448
Top-1,AedesQuinx,100,3510,4,0.89,0.97,0.07999999999999996,0.22203819999776897
Top-1,AedesQuinx,100,202,5,0.89,1.0,0.10999999999999999,0.22125239999877522
Top-1,AedesQuinx,100,4218,6,0.89,0.98,0.08999999999999997,0.22430810000150814
Top-1,AedesQuinx,100,8958,7,0.89,1.0,0.10999999999999999,0.22240139999848907
Top-1,AedesQuinx,100,4389,8,0.89,1.0,0.10999999999999999,0.22163039999941248
Top-1,AedesQuinx,100,2327,9,0.89,0.95,0.05999999999999994,0.2227874000018346
Top-1,AedesQuinx,100,8004,10,0.89,0.99,0.09999999999999998,0.22114000000146916
Top-1,AedesQuinx,100,2931,1,0.95,1.0,0.050000000000000044,0.22125960000266787
Top-1,AedesQuinx,100,7777,2,0.95,0.93,0.019999999999999907,0.22053890000097454
Top-1,AedesQuinx,100,197,3,0.95,0.99,0.040000000000000036,0.2207936000013433
Top-1,AedesQuinx,100,7125,4,0.95,1.0,0.050000000000000044,0.22085000000151922
Top-1,AedesQuinx,100,1930,5,0.95,1.0,0.050000000000000044,0.22039500000028056
Top-1,AedesQuinx,100,6287,6,0.95,0.96,0.010000000000000009,0.22024030000102357
Top-1,AedesQuinx,100,8800,7,0.95,1.0,0.050000000000000044,0.22116449999884935
Top-1,AedesQuinx,100,9339,8,0.95,1.0,0.050000000000000044,0.22046430000045802
Top-1,AedesQuinx,100,4282,9,0.95,1.0,0.050000000000000044,0.2214719999974477
Top-1,AedesQuinx,100,2511,10,0.95,0.93,0.019999999999999907,0.22069330000158516
Top-1,AedesQuinx,100,9986,1,1.0,1.0,0.0,0.2205233999993652
Top-1,AedesQuinx,100,659,2,1.0,1.0,0.0,0.22090729999763425
Top-1,AedesQuinx,100,2811,3,1.0,1.0,0.0,0.22180930000104127
Top-1,AedesQuinx,100,7098,4,1.0,1.0,0.0,0.22107139999934589
Top-1,AedesQuinx,100,6546,5,1.0,1.0,0.0,0.22093320000203676
Top-1,AedesQuinx,100,9561,6,1.0,1.0,0.0,0.22094189999916125
Top-1,AedesQuinx,100,1986,7,1.0,1.0,0.0,0.22140099999887752
Top-1,AedesQuinx,100,8338,8,1.0,1.0,0.0,0.2228205000028538
Top-1,AedesQuinx,100,2911,9,1.0,1.0,0.0,0.2216483000011067
Top-1,AedesQuinx,100,1734,10,1.0,1.0,0.0,0.22051410000131
Top-1,AedesSex,100,6396,1,0.0,0.0,0.0,0.2253010999993421
Top-1,AedesSex,100,8666,2,0.0,0.01,0.01,0.2153537000012875
Top-1,AedesSex,100,9274,3,0.0,0.0,0.0,0.21511939999982133
Top-1,AedesSex,100,2558,4,0.0,0.0,0.0,0.2157357000032789
Top-1,AedesSex,100,7849,5,0.0,0.0,0.0,0.21802409999872907
Top-1,AedesSex,100,2047,6,0.0,0.01,0.01,0.21772300000156974
Top-1,AedesSex,100,2747,7,0.0,0.0,0.0,0.21766700000080164
Top-1,AedesSex,100,9167,8,0.0,0.0,0.0,0.21820089999891934
Top-1,AedesSex,100,9998,9,0.0,0.01,0.01,0.21785169999930076
Top-1,AedesSex,100,189,10,0.0,0.0,0.0,0.21843769999759388
Top-1,AedesSex,100,2734,1,0.05,0.06,0.009999999999999995,0.21842800000013085
Top-1,AedesSex,100,3005,2,0.05,0.03,0.020000000000000004,0.21997689999989234
Top-1,AedesSex,100,4658,3,0.05,0.04,0.010000000000000002,0.21729530000084196
Top-1,AedesSex,100,1899,4,0.05,0.04,0.010000000000000002,0.217936600001849
Top-1,AedesSex,100,7734,5,0.05,0.05,0.0,0.21806500000093365
Top-1,AedesSex,100,1267,6,0.05,0.03,0.020000000000000004,0.21821700000145938
Top-1,AedesSex,100,1528,7,0.05,0.03,0.020000000000000004,0.21810090000144555
Top-1,AedesSex,100,3556,8,0.05,0.03,0.020000000000000004,0.21949959999983548
Top-1,AedesSex,100,3890,9,0.05,0.05,0.0,0.2183448000032513
Top-1,AedesSex,100,8838,10,0.05,0.05,0.0,0.21816289999696892
Top-1,AedesSex,100,5393,1,0.11,0.09,0.020000000000000004,0.21769919999860576
Top-1,AedesSex,100,8792,2,0.11,0.1,0.009999999999999995,0.21718699999837554
Top-1,AedesSex,100,8433,3,0.11,0.09,0.020000000000000004,0.217338499998732
Top-1,AedesSex,100,7513,4,0.11,0.09,0.020000000000000004,0.21785559999989346
Top-1,AedesSex,100,2612,5,0.11,0.11,0.0,0.2172506999995676
Top-1,AedesSex,100,7041,6,0.11,0.11,0.0,0.22854000000006636
Top-1,AedesSex,100,9555,7,0.11,0.11,0.0,0.22617439999885391
Top-1,AedesSex,100,6235,8,0.11,0.09,0.020000000000000004,0.22787249999964843
Top-1,AedesSex,100,5486,9,0.11,0.11,0.0,0.2179390000019339
Top-1,AedesSex,100,7099,10,0.11,0.09,0.020000000000000004,0.21805930000118678
Top-1,AedesSex,100,9670,1,0.16,0.14,0.01999999999999999,0.21789929999795277
Top-1,AedesSex,100,775,2,0.16,0.16,0.0,0.21811969999907888
Top-1,AedesSex,100,8226,3,0.16,0.13,0.03,0.21805479999966337
Top-1,AedesSex,100,3152,4,0.16,0.14,0.01999999999999999,0.21694949999800883
Top-1,AedesSex,100,1585,5,0.16,0.15,0.010000000000000009,0.219776499998261
Top-1,AedesSex,100,3943,6,0.16,0.15,0.010000000000000009,0.21832050000011805
Top-1,AedesSex,100,7555,7,0.16,0.16,0.0,0.21784780000234605
Top-1,AedesSex,100,3073,8,0.16,0.16,0.0,0.21716649999871152
Top-1,AedesSex,100,1021,9,0.16,0.13,0.03,0.2182981000005384
Top-1,AedesSex,100,3843,10,0.16,0.14,0.01999999999999999,0.21784610000031535
Top-1,AedesSex,100,7989,1,0.21,0.21,0.0,0.21851569999853382
Top-1,AedesSex,100,9692,2,0.21,0.2,0.009999999999999981,0.21753580000222428
Top-1,AedesSex,100,6873,3,0.21,0.21,0.0,0.22026829999958863
Top-1,AedesSex,100,5675,4,0.21,0.16,0.04999999999999999,0.2181094999978086
Top-1,AedesSex,100,161,5,0.21,0.19,0.01999999999999999,0.2177058000015677
Top-1,AedesSex,100,4297,6,0.21,0.19,0.01999999999999999,0.2192657000014151
Top-1,AedesSex,100,995,7,0.21,0.19,0.01999999999999999,0.2175199999983306
Top-1,AedesSex,100,7629,8,0.21,0.2,0.009999999999999981,0.21842779999860795
Top-1,AedesSex,100,9467,9,0.21,0.2,0.009999999999999981,0.2177741999985301
Top-1,AedesSex,100,1016,10,0.21,0.19,0.01999999999999999,0.21815500000229804
Top-1,AedesSex,100,7869,1,0.26,0.26,0.0,0.21782539999912842
Top-1,AedesSex,100,6439,2,0.26,0.31,0.04999999999999999,0.21745699999883072
Top-1,AedesSex,100,7892,3,0.26,0.25,0.010000000000000009,0.21871160000227974
Top-1,AedesSex,100,6863,4,0.26,0.24,0.020000000000000018,0.21874939999906928
Top-1,AedesSex,100,7916,5,0.26,0.27,0.010000000000000009,0.2178968000007444
Top-1,AedesSex,100,8529,6,0.26,0.24,0.020000000000000018,0.2161785999996937
Top-1,AedesSex,100,878,7,0.26,0.25,0.010000000000000009,0.2152070999982243
Top-1,AedesSex,100,9268,8,0.26,0.29,0.02999999999999997,0.21623189999809256
Top-1,AedesSex,100,4887,9,0.26,0.24,0.020000000000000018,0.21806949999881908
Top-1,AedesSex,100,4859,10,0.26,0.27,0.010000000000000009,0.21835049999936018
Top-1,AedesSex,100,6331,1,0.32,0.33,0.010000000000000009,0.2169925999987754
Top-1,AedesSex,100,8571,2,0.32,0.31,0.010000000000000009,0.21886819999781437
Top-1,AedesSex,100,8684,3,0.32,0.31,0.010000000000000009,0.21736959999907413
Top-1,AedesSex,100,7208,4,0.32,0.31,0.010000000000000009,0.21435579999888432
Top-1,AedesSex,100,5276,5,0.32,0.3,0.020000000000000018,0.2192152999996324
Top-1,AedesSex,100,2062,6,0.32,0.3,0.020000000000000018,0.21964870000010706
Top-1,AedesSex,100,64,7,0.32,0.32,0.0,0.2171944000001531
Top-1,AedesSex,100,8006,8,0.32,0.32,0.0,0.21787110000150278
Top-1,AedesSex,100,2568,9,0.32,0.32,0.0,0.21921100000326987
Top-1,AedesSex,100,5463,10,0.32,0.31,0.010000000000000009,0.21736500000042724
Top-1,AedesSex,100,2027,1,0.37,0.36,0.010000000000000009,0.21878600000127335
Top-1,AedesSex,100,2695,2,0.37,0.38,0.010000000000000009,0.2194348999983049
Top-1,AedesSex,100,9687,3,0.37,0.35,0.020000000000000018,0.2180865000009362
Top-1,AedesSex,100,5258,4,0.37,0.37,0.0,0.21961279999959515
Top-1,AedesSex,100,5618,5,0.37,0.38,0.010000000000000009,0.21699400000215974
Top-1,AedesSex,100,6736,6,0.37,0.37,0.0,0.21773690000190982
Top-1,AedesSex,100,391,7,0.37,0.39,0.020000000000000018,0.2176075999996101
Top-1,AedesSex,100,5892,8,0.37,0.38,0.010000000000000009,0.21824860000197077
Top-1,AedesSex,100,3561,9,0.37,0.37,0.0,0.21739249999882304
Top-1,AedesSex,100,6184,10,0.37,0.36,0.010000000000000009,0.2178222000002279
Top-1,AedesSex,100,3099,1,0.42,0.43,0.010000000000000009,0.21762219999800436
Top-1,AedesSex,100,6278,2,0.42,0.4,0.019999999999999962,0.22772420000183047
Top-1,AedesSex,100,8392,3,0.42,0.42,0.0,0.2193427000020165
Top-1,AedesSex,100,3104,4,0.42,0.42,0.0,0.21825140000146348
Top-1,AedesSex,100,7215,5,0.42,0.42,0.0,0.21668630000203848
Top-1,AedesSex,100,2454,6,0.42,0.42,0.0,0.21887729999798466
Top-1,AedesSex,100,8996,7,0.42,0.44,0.020000000000000018,0.21838710000156425
Top-1,AedesSex,100,2731,8,0.42,0.43,0.010000000000000009,0.21807459999763523
Top-1,AedesSex,100,8154,9,0.42,0.42,0.0,0.21670300000187126
Top-1,AedesSex,100,9762,10,0.42,0.43,0.010000000000000009,0.21876139999949373
Top-1,AedesSex,100,5056,1,0.47,0.48,0.010000000000000009,0.21759110000130022
Top-1,AedesSex,100,8110,2,0.47,0.47,0.0,0.21788029999879654
Top-1,AedesSex,100,3840,3,0.47,0.46,0.009999999999999953,0.2166627000005974
Top-1,AedesSex,100,1028,4,0.47,0.47,0.0,0.22141840000040247
Top-1,AedesSex,100,7385,5,0.47,0.47,0.0,0.21708579999904032
Top-1,AedesSex,100,502,6,0.47,0.45,0.019999999999999962,0.21832150000045658
Top-1,AedesSex,100,6910,7,0.47,0.46,0.009999999999999953,0.21696689999953378
Top-1,AedesSex,100,9062,8,0.47,0.47,0.0,0.21839440000258037
Top-1,AedesSex,100,6938,9,0.47,0.48,0.010000000000000009,0.21691899999859743
Top-1,AedesSex,100,4488,10,0.47,0.48,0.010000000000000009,0.2194493999995757
Top-1,AedesSex,100,206,1,0.53,0.56,0.030000000000000027,0.21761250000054133
Top-1,AedesSex,100,5134,2,0.53,0.52,0.010000000000000009,0.21738319999712985
Top-1,AedesSex,100,5977,3,0.53,0.53,0.0,0.2171775000024354
Top-1,AedesSex,100,7721,4,0.53,0.51,0.020000000000000018,0.21696519999750308
Top-1,AedesSex,100,7035,5,0.53,0.53,0.0,0.21660770000016782
Top-1,AedesSex,100,1484,6,0.53,0.53,0.0,0.21659870000075898
Top-1,AedesSex,100,7858,7,0.53,0.53,0.0,0.2179379000008339
Top-1,AedesSex,100,863,8,0.53,0.52,0.010000000000000009,0.21819129999857978
Top-1,AedesSex,100,2790,9,0.53,0.53,0.0,0.2165839999979653
Top-1,AedesSex,100,7408,10,0.53,0.57,0.039999999999999925,0.2144114000002446
Top-1,AedesSex,100,8755,1,0.58,0.6,0.020000000000000018,0.21510809999745106
Top-1,AedesSex,100,5116,2,0.58,0.58,0.0,0.21556159999818192
Top-1,AedesSex,100,6019,3,0.58,0.59,0.010000000000000009,0.21634289999929024
Top-1,AedesSex,100,1757,4,0.58,0.59,0.010000000000000009,0.21841389999826788
Top-1,AedesSex,100,7574,5,0.58,0.57,0.010000000000000009,0.21932250000099884
Top-1,AedesSex,100,6374,6,0.58,0.56,0.019999999999999907,0.21992510000200127
Top-1,AedesSex,100,6892,7,0.58,0.6,0.020000000000000018,0.21700430000055349
Top-1,AedesSex,100,1678,8,0.58,0.57,0.010000000000000009,0.21973399999842513
Top-1,AedesSex,100,3242,9,0.58,0.58,0.0,0.21858939999947324
Top-1,AedesSex,100,4636,10,0.58,0.59,0.010000000000000009,0.21909640000012587
Top-1,AedesSex,100,1059,1,0.63,0.65,0.020000000000000018,0.21692649999749847
