,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
1497_wall-robot-navigation,"('DyS', 'SORD', 'HDy', 'MAX', 'MS', 'SMM', 'X', 'ACC', 'PCC', 'CC', 'PACC')","[0.09377938 0.09314495 0.09297719 0.09284034 0.09253124 0.09200472
 0.09197092 0.09112067 0.08663636 0.08651882 0.08647541]","(np.float64(1.033798221888748), np.float64(1.0268044727320234), np.float64(1.0249551076017056), np.float64(1.023446565900072), np.float64(1.020039094297737), np.float64(1.014234829011191), np.float64(1.0138623012483685), np.float64(1.0044893357231786), np.float64(0.9550555502259304), np.float64(0.953759867202729), np.float64(0.9532813065746318))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09369997 0.09334835 0.09325638 0.09320769 0.09286689 0.09283443
 0.09232592 0.09196889 0.0883823  0.08525012 0.08285906]","(np.float64(1.0321986522567892), np.float64(1.0283251372088027), np.float64(1.027312064042406), np.float64(1.026775731189608), np.float64(1.0230214012200212), np.float64(1.0226638459848227), np.float64(1.0170621473000425), np.float64(1.0131290397128563), np.float64(0.9736191862233963), np.float64(0.9391151060267188), np.float64(0.9127752037004118))"
1504_steel-plates-fault,"('DyS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'MS', 'ACC', 'PACC', 'CC', 'PCC')","[0.09347953 0.09308004 0.09303227 0.09302246 0.09260103 0.09247346
 0.09160558 0.09080973 0.08721334 0.08691637 0.08576619]","(np.float64(1.0302918956684801), np.float64(1.0258888916509667), np.float64(1.0253623259128755), np.float64(1.025254309909268), np.float64(1.0206094318048822), np.float64(1.0192034248772002), np.float64(1.0096379564257991), np.float64(1.0008664512014829), np.float64(0.9612285594559618), np.float64(0.9579555325624028), np.float64(0.9452787613757746))","('ACC', 'CC', 'DyS', 'MAX', 'MS', 'SORD', 'X', 'SMM', 'HDy', 'PACC', 'PCC')","[0.09099553 0.09099553 0.09099553 0.09099553 0.09099553 0.09099553
 0.09099553 0.09099052 0.09081037 0.0906152  0.0906152 ]","(np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0009532421506102), np.float64(1.0008981944885027), np.float64(0.9989164786526319), np.float64(0.9967696198304381), np.float64(0.9967696198304381))"
1507_twonorm,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'PCC', 'ACC', 'SMM', 'CC', 'PACC')","[0.10519162 0.10232221 0.09820758 0.09820156 0.09168072 0.08817968
 0.08767437 0.08556893 0.08469067 0.08368006 0.07460261]","(np.float64(1.1670640124455336), np.float64(1.1352289040053332), np.float64(1.0895785598209766), np.float64(1.0895118195503748), np.float64(1.0171653676582997), np.float64(0.9783225309382132), np.float64(0.972716348306152), np.float64(0.9493572540725183), np.float64(0.9396131747598935), np.float64(0.9284008095086459), np.float64(0.8276897431725966))","('SMM', 'DyS', 'SORD', 'MS', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09121406 0.0911837  0.09117358 0.09113816 0.09111792 0.09100661
 0.09096107 0.09095095 0.0907688  0.09050569 0.08997947]","(np.float64(1.0033687023698101), np.float64(1.0030347530046861), np.float64(1.0029234365496447), np.float64(1.002533828957), np.float64(1.0023111960469173), np.float64(1.0010867150414624), np.float64(1.0005857909937765), np.float64(1.000474474538735), np.float64(0.9984707783479909), np.float64(0.995576550516916), np.float64(0.9897880948547657))"
1526_wall-robot-navigation,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09355572 0.09329751 0.09320851 0.09310159 0.0928024  0.0926186
 0.09216139 0.09185068 0.08654473 0.0855969  0.08526197]","(np.float64(1.0314456216958523), np.float64(1.028598872989089), np.float64(1.0276176537134676), np.float64(1.0264388247823513), np.float64(1.0231402989686844), np.float64(1.0211138973494673), np.float64(1.0160731672709638), np.float64(1.0126475912418544), np.float64(0.9541499099957639), np.float64(0.9437001464773143), np.float64(0.9400075877397752))","('DyS', 'HDy', 'MAX', 'SORD', 'SMM', 'X', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09801603 0.09740264 0.09705936 0.09596764 0.09582696 0.09576505
 0.095343   0.08949609 0.08390243 0.08156141 0.0696594 ]","(np.float64(1.088283369836052), np.float64(1.0814728278593913), np.float64(1.0776614236339206), np.float64(1.0655399085561945), np.float64(1.0639778576441168), np.float64(1.0632905552428022), np.float64(1.058604402506568), np.float64(0.9936855666006021), np.float64(0.9315784223363769), np.float64(0.9055858951593972), np.float64(0.7734363879975901))"
1535_volcanoes-b5,"('DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PACC', 'PCC', 'CC')","[0.09700819 0.09663743 0.09662921 0.0964933  0.09590762 0.09578968
 0.09171171 0.09106803 0.08054093 0.08030777 0.07790614]","(np.float64(1.0767526886179482), np.float64(1.0726374542343249), np.float64(1.072546130741714), np.float64(1.0710375754380677), np.float64(1.0645367837300082), np.float64(1.0632277437707331), np.float64(1.0179638417865027), np.float64(1.0108192366172988), np.float64(0.8939726150157548), np.float64(0.8913845937228316), np.float64(0.8647275158817216))","('X', 'MAX', 'SMM', 'SORD', 'MS', 'ACC', 'DyS', 'PACC', 'HDy', 'PCC', 'CC')","[0.09613495 0.09601425 0.09593196 0.09584966 0.0953998  0.09516389
 0.09479083 0.09457687 0.08409274 0.07669185 0.07535322]","(np.float64(1.0652597412650302), np.float64(1.063922318774012), np.float64(1.063010439802864), np.float64(1.0620985608317153), np.float64(1.0571136224561029), np.float64(1.0544995694054775), np.float64(1.0503657180696035), np.float64(1.0479948327446176), np.float64(0.931821451820292), np.float64(0.8498131363483322), np.float64(0.8349799050843159))"
1538_volcanoes-d1,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09902044 0.09846621 0.09826019 0.09803075 0.09705417 0.09688506
 0.09347689 0.09010291 0.07844701 0.0753779  0.07487846]","(np.float64(1.1024098813109295), np.float64(1.0962395256450836), np.float64(1.0939458386688543), np.float64(1.0913915092160469), np.float64(1.080519125251933), np.float64(1.0786363734846023), np.float64(1.0406926952723996), np.float64(1.0031296592676222), np.float64(0.8733627222727774), np.float64(0.8391938459716207), np.float64(0.8336334703043353))","('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10080639 0.10013964 0.10005917 0.09967406 0.09874291 0.09830032
 0.09179949 0.08912673 0.07696425 0.0728143  0.07157276]","(np.float64(1.12572438319228), np.float64(1.1182786339018367), np.float64(1.117380008987473), np.float64(1.1130794468973029), np.float64(1.102681072888236), np.float64(1.0977386358592347), np.float64(1.0251425802774128), np.float64(0.9952953956217568), np.float64(0.8594746585650503), np.float64(0.8131312879814294), np.float64(0.799266789302673))"
1539_volcanoes-d2,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09881176 0.09827803 0.09814998 0.09786532 0.09691559 0.09681716
 0.09301416 0.09009864 0.07867034 0.07610282 0.07527621]","(np.float64(1.0997679921240926), np.float64(1.0938276519321795), np.float64(1.0924024372150114), np.float64(1.089234155565535), np.float64(1.0786638296554758), np.float64(1.0775682351282674), np.float64(1.0352410761536044), np.float64(1.0027915624830068), np.float64(0.8755954510602585), np.float64(0.8470190803334942), np.float64(0.8378189727190093))","('HDy', 'DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'ACC', 'PCC', 'CC', 'PACC')","[0.1005036  0.10020554 0.09936393 0.09891975 0.09743525 0.09683911
 0.09433183 0.08605605 0.07923554 0.07474113 0.07236827]","(np.float64(1.119789051379106), np.float64(1.1164680369855369), np.float64(1.107091055168401), np.float64(1.1021420925426904), np.float64(1.085602138504131), np.float64(1.0789601097169932), np.float64(1.0510245180534419), np.float64(0.9588175301849381), np.float64(0.8828249067085654), np.float64(0.8327492190878878), np.float64(0.8063113397979071))"
1540_volcanoes-d3,"('DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09894902 0.09840228 0.09824613 0.0980611  0.09706175 0.0970591
 0.09291467 0.09027841 0.07845247 0.07560301 0.07497206]","(np.float64(1.1015692079796653), np.float64(1.0954825885065644), np.float64(1.0937441426132446), np.float64(1.091684291920446), np.float64(1.0805587927600027), np.float64(1.0805293631006887), np.float64(1.0343906165063486), np.float64(1.0050420203636008), np.float64(0.8733873881439727), np.float64(0.8416652491974888), np.float64(0.8346410632967809))","('SORD', 'DyS', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'HDy', 'PCC', 'PACC', 'CC')","[0.09910769 0.09904519 0.09878948 0.09868152 0.09821556 0.09778371
 0.09306167 0.0908626  0.07673627 0.07471335 0.07300296]","(np.float64(1.1040972307201098), np.float64(1.1034008914352182), np.float64(1.1005522307242988), np.float64(1.099349462868577), np.float64(1.0941585700175676), np.float64(1.089347498594681), np.float64(1.0367422307996956), np.float64(1.0122437486857856), np.float64(0.8548710703003068), np.float64(0.832334998898364), np.float64(0.8132806239208783))"
1541_volcanoes-d4,"('DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09901952 0.09846338 0.09832183 0.09813782 0.09716347 0.09711468
 0.09279659 0.09026155 0.07839118 0.07543714 0.07489286]","(np.float64(1.1024939119982176), np.float64(1.0963017921330447), np.float64(1.0947257758630782), np.float64(1.0926769958141194), np.float64(1.081828460933677), np.float64(1.0812852113793436), np.float64(1.0332071931045879), np.float64(1.0049817233044545), np.float64(0.8728158228521673), np.float64(0.8399251686415262), np.float64(0.8338650962607627))","('MAX', 'X', 'DyS', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'PCC', 'PACC', 'CC')","[0.10011471 0.09998056 0.0993215  0.09891324 0.0977351  0.09201353
 0.09089955 0.09072458 0.07822578 0.07780002 0.07427143]","(np.float64(1.1126994686758374), np.float64(1.1112085510053462), np.float64(1.103883607667717), np.float64(1.0993460321488315), np.float64(1.0862518856514765), np.float64(1.0226610058796677), np.float64(1.0102799069638517), np.float64(1.0083352317414724), np.float64(0.8694205983561656), np.float64(0.8646885553150423), np.float64(0.8254709383303898))"
1566_hill-valley,"('DyS', 'HDy', 'SORD', 'SMM', 'MS', 'ACC', 'MAX', 'X', 'CC', 'PCC', 'PACC')","[0.09364908 0.0935055  0.09332093 0.09287722 0.09286823 0.09247992
 0.09161352 0.09088561 0.08720143 0.08713238 0.08446617]","(np.float64(1.0330815394695183), np.float64(1.0314976254353798), np.float64(1.029461605579433), np.float64(1.0245668717800656), np.float64(1.0244676883351709), np.float64(1.0201841328188401), np.float64(1.0106265106170937), np.float64(1.00259656615428), np.float64(0.961954931968736), np.float64(0.9611932012560921), np.float64(0.9317811240980971))","('DyS', 'HDy', 'SORD', 'ACC', 'SMM', 'MS', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09959834 0.09862934 0.09781514 0.09775207 0.09692641 0.0959574
 0.08793588 0.08793588 0.08682353 0.07993155 0.07069447]","(np.float64(1.1060616849805984), np.float64(1.0953006678874289), np.float64(1.0862588665428725), np.float64(1.085558445311956), np.float64(1.0763892946526874), np.float64(1.065628277559518), np.float64(0.9765474319184296), np.float64(0.9765474319184296), np.float64(0.9641945483913595), np.float64(0.8876576102494091), np.float64(0.785077737248842))"
182_satimage,"('SMM', 'SORD', 'MS', 'DyS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09275296 0.09251229 0.09238314 0.09237017 0.09225474 0.09218885
 0.09160574 0.09073559 0.08805249 0.08777479 0.08736924]","(np.float64(1.0217286039188889), np.float64(1.0190774499923028), np.float64(1.0176547667136358), np.float64(1.0175118990891947), np.float64(1.0162404586726757), np.float64(1.0155145696410142), np.float64(1.0090913529511545), np.float64(0.9995061066079486), np.float64(0.9699501333818497), np.float64(0.9668911684343218), np.float64(0.96242379878809))","('DyS', 'HDy', 'PACC', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'CC', 'X', 'PCC')","[0.09125817 0.09120252 0.09115193 0.0910811  0.09102545 0.09102039
 0.09094451 0.09082814 0.09075226 0.09071684 0.09001867]","(np.float64(1.0038518786993218), np.float64(1.0032397097723902), np.float64(1.0026831925660884), np.float64(1.0019040684772662), np.float64(1.0012918995503344), np.float64(1.0012362478297043), np.float64(1.0004014720202516), np.float64(0.999121482445758), np.float64(0.9982867066363056), np.float64(0.9978971445918944), np.float64(0.9902172071449318))"
23_cmc,"('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'PCC', 'MS', 'ACC', 'CC', 'PACC')","[0.09957109 0.09897149 0.09862446 0.0983431  0.09817509 0.09805367
 0.08513945 0.08432802 0.08192575 0.07868034 0.07818754]","(np.float64(1.1062834544419908), np.float64(1.099621553132018), np.float64(1.0957659507745527), np.float64(1.0926398559633368), np.float64(1.0907731944351908), np.float64(1.0894242011335946), np.float64(0.9459408347423183), np.float64(0.9369255003815159), np.float64(0.9102350406852235), np.float64(0.8741769910988861), np.float64(0.868701724374486))","('HDy', 'DyS', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'MAX', 'CC', 'PCC', 'PACC')","[0.09471465 0.09470327 0.09413443 0.09412874 0.09389552 0.09387276
 0.0935087  0.09299674 0.08580657 0.08454943 0.07768918]","(np.float64(1.0454892788832226), np.float64(1.0453636976434173), np.float64(1.0390846356531567), np.float64(1.039021845033254), np.float64(1.0364474296172475), np.float64(1.0361962671376366), np.float64(1.03217766746387), np.float64(1.0265265116726356), np.float64(0.9471591681157431), np.float64(0.9332824411172673), np.float64(0.8575569535147256))"
28_optdigits,"('SMM', 'DyS', 'MS', 'SORD', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09279225 0.09245159 0.09242338 0.09241555 0.09199749 0.09185928
 0.09165115 0.09094713 0.08889083 0.08786124 0.08671011]","(np.float64(1.0221273846043124), np.float64(1.0183748929581071), np.float64(1.0180642479300268), np.float64(1.0179779981414456), np.float64(1.0133729755621643), np.float64(1.011850524918056), np.float64(1.0095579044996421), np.float64(1.0018029329817006), np.float64(0.9791523373594392), np.float64(0.9678112360381976), np.float64(0.9551312097802424))","('SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'DyS', 'PACC', 'HDy', 'CC', 'PCC')","[0.09202168 0.09183687 0.0918266  0.09182147 0.09182147 0.09154425
 0.09152372 0.09037893 0.09011199 0.08913147 0.08798155]","(np.float64(1.0124237581972844), np.float64(1.0103904897521636), np.float64(1.010277530394101), np.float64(1.01022105071507), np.float64(1.01022105071507), np.float64(1.0071711480473886), np.float64(1.006945229331264), np.float64(0.9943502609073203), np.float64(0.9914133175977013), np.float64(0.980625698902754), np.float64(0.9679742507997793))"
