1,2,3,4,5,6,7,8,9
0.004557,1.0,0.382979,0.089498,0.506248,0.003467,0.422915,0.414912,1.0
0.474006,7.0,0.212766,0.027951,0.151294,0.001807,0.196271,0.783333,0.0
0.022433,1.0,0.468085,0.086376,0.520083,0.003467,0.422915,0.414912,1.0
0.460909,4.0,0.510638,0.06584,0.498066,0.00453,0.444329,0.418421,1.0
0.428963,7.0,0.170213,0.055242,0.140137,0.003467,0.422915,0.414912,0.0
0.013583,3.0,0.723404,0.051819,0.483041,0.003467,0.422915,0.414912,0.0
0.876244,4.0,0.680851,0.030623,0.588218,0.001973,0.847488,0.354825,0.0
0.013495,1.0,0.638298,0.041431,0.462065,0.003467,0.422915,0.414912,0.0
0.022698,7.0,0.787234,0.084664,0.384112,0.003467,0.422915,0.414912,1.0
0.009646,4.0,0.255319,0.041281,0.399435,0.003467,0.422915,0.414912,0.0
0.424848,4.0,0.106383,0.055242,0.087325,0.003467,0.422915,0.414912,0.0
0.442237,5.0,0.893617,0.054161,0.419518,0.003467,0.422915,0.414912,0.0
0.027034,1.0,0.93617,0.109253,0.420411,0.003467,0.422915,0.414912,1.0
0.430114,5.0,0.446809,0.07941,0.53258,0.003467,0.422915,0.414912,1.0
0.438034,1.0,0.723404,0.0783,0.488694,0.003467,0.422915,0.414912,1.0
0.026371,7.0,0.829787,0.074817,0.371764,0.003467,0.422915,0.414912,1.0
0.005088,6.0,0.510638,0.075267,0.476049,0.003467,0.422915,0.414912,1.0
0.022919,5.0,0.553191,0.056293,0.461024,0.003467,0.422915,0.414912,0.0
0.438388,2.0,0.638298,0.060106,0.483338,0.003467,0.422915,0.414912,0.0
0.425025,1.0,0.425532,0.075868,0.604433,0.003467,0.422915,0.414912,1.0
0.429671,2.0,0.106383,0.06584,0.154121,0.003467,0.422915,0.414912,0.0
0.890049,3.0,0.446809,0.074997,0.73133,0.005033,0.688503,0.633772,1.0
0.02668,7.0,0.553191,0.050498,0.293365,0.003467,0.422915,0.414912,0.0
0.000796,6.0,0.93617,0.13192,0.486611,0.003467,0.422915,0.414912,1.0
0.438034,1.0,0.276596,0.053561,0.447635,0.003467,0.422915,0.414912,0.0
0.017566,3.0,0.021277,0.088507,0.47471,0.003467,0.422915,0.414912,1.0
0.425645,1.0,0.425532,0.082863,0.335466,0.003467,0.422915,0.414912,1.0
0.460289,4.0,0.957447,0.035607,0.428741,0.002389,0.408079,0.475877,0.0
0.004469,6.0,0.723404,0.096884,0.552812,0.003467,0.422915,0.414912,1.0
0.008982,3.0,0.340426,0.090219,0.734603,0.003467,0.422915,0.414912,0.0
0.907261,2.0,0.638298,0.089768,0.460726,0.005947,0.619109,0.432018,0.0
0.429273,7.0,0.659574,0.085655,0.342755,0.003467,0.422915,0.414912,1.0
0.433875,4.0,0.276596,0.07956,0.484528,0.003467,0.422915,0.414912,1.0
0.009424,6.0,0.595745,0.041882,0.453436,0.003467,0.422915,0.414912,0.0
0.876908,5.0,0.468085,0.032395,0.522315,0.002094,0.51709,0.492544,1.0
0.429937,1.0,0.021277,0.040801,0.306605,0.003467,0.422915,0.414912,0.0
0.000664,3.0,0.851064,0.125706,0.60235,0.003467,0.422915,0.414912,1.0
0.425733,3.0,0.191489,0.069863,0.18194,0.003467,0.422915,0.414912,1.0
0.42476,2.0,0.787234,0.058394,0.331003,0.003467,0.422915,0.414912,0.0
0.022256,4.0,0.957447,0.059926,0.418328,0.003467,0.422915,0.414912,0.0
0.889695,2.0,0.680851,0.046986,0.536745,0.003027,0.529001,0.472368,1.0
0.898544,7.0,0.617021,0.094152,0.430527,0.006282,0.353703,0.65307,1.0
0.443299,2.0,0.212766,0.032545,0.166766,0.002108,0.204816,0.539474,0.0
0.013362,5.0,0.106383,0.060496,0.22285,0.003467,0.422915,0.414912,0.0
0.437857,4.0,0.914894,0.045785,0.296489,0.003467,0.422915,0.414912,0.0
0.438388,2.0,0.0,0.06545,0.464296,0.003467,0.422915,0.414912,0.0
0.912216,3.0,0.382979,0.132521,0.551919,0.008656,0.58985,0.321491,1.0
0.425025,1.0,0.06383,0.055242,0.113359,0.003467,0.422915,0.414912,0.0
0.425025,1.0,0.0,0.06584,0.265843,0.003467,0.422915,0.414912,0.0
0.008584,1.0,0.297872,0.078209,0.383666,0.003467,0.422915,0.414912,1.0
0.0273,7.0,0.553191,0.077639,0.251711,0.003467,0.422915,0.414912,0.0
0.03137,1.0,0.617021,0.067371,0.505504,0.003467,0.422915,0.414912,1.0
0.434273,6.0,0.829787,0.045334,0.353913,0.003467,0.422915,0.414912,0.0
0.018052,7.0,0.914894,0.046265,0.333978,0.003467,0.422915,0.414912,0.0
0.447768,6.0,0.638298,0.041191,0.58435,0.002831,0.542206,0.332018,0.0
0.026946,6.0,0.744681,0.074817,0.314192,0.003467,0.422915,0.414912,1.0
0.013185,1.0,0.638298,0.041582,0.463553,0.003467,0.422915,0.414912,0.0
0.425291,7.0,0.87234,0.070043,0.347664,0.003467,0.422915,0.414912,0.0
0.890049,3.0,0.595745,0.029002,0.638649,0.002025,0.584671,0.390789,0.0
0.473917,5.0,0.829787,0.037498,0.553407,0.002447,0.383998,0.606579,0.0
0.429317,1.0,0.765957,0.11862,0.692949,0.003467,0.422915,0.414912,1.0
0.030972,6.0,0.170213,0.070223,0.114847,0.003467,0.422915,0.414912,0.0
0.911287,3.0,0.382979,0.053921,0.534811,0.003523,0.30347,0.719298,1.0
0.438432,3.0,0.12766,0.061247,0.182535,0.003467,0.422915,0.414912,0.0
0.903456,7.0,0.255319,0.030443,0.173014,0.001672,0.245728,0.838158,0.0
4.4e-05,5.0,0.106383,0.040861,0.171229,0.003467,0.422915,0.414912,0.0
0.027565,7.0,0.659574,0.095052,0.325498,0.003467,0.422915,0.414912,1.0
0.014336,6.0,0.744681,0.088807,0.476941,0.003467,0.422915,0.414912,0.0
0.013628,4.0,0.468085,0.042602,0.520976,0.003467,0.422915,0.414912,0.0
0.027565,6.0,0.085106,0.049688,0.128979,0.003467,0.422915,0.414912,0.0
0.469891,5.0,0.744681,0.077099,0.819697,0.005264,0.711031,0.335088,1.0
0.877129,3.0,0.340426,0.034826,0.527522,0.002432,0.477991,0.325877,0.0
0.027344,1.0,0.659574,0.080491,0.477983,0.003467,0.422915,0.414912,1.0
0.47405,1.0,0.446809,0.043053,0.451354,0.002823,0.271621,0.848684,1.0
0.912349,6.0,0.361702,0.086256,0.55787,0.005935,0.581564,0.322807,1.0
0.026503,3.0,0.723404,0.093911,0.420857,0.003467,0.422915,0.414912,1.0
0.031016,7.0,0.638298,0.074817,0.297084,0.003467,0.422915,0.414912,1.0
0.000664,3.0,0.957447,0.074877,0.481404,0.003467,0.422915,0.414912,0.0
0.425689,2.0,0.446809,0.077999,0.519339,0.003467,0.422915,0.414912,1.0
0.031547,5.0,0.680851,0.056713,0.419816,0.003467,0.422915,0.414912,0.0
0.425512,5.0,0.085106,0.068242,0.18194,0.003467,0.422915,0.414912,0.0
0.01407,7.0,0.957447,0.051849,0.35183,0.003467,0.422915,0.414912,0.0
0.465289,5.0,0.659574,0.059355,0.476049,0.00415,0.491973,0.17193,1.0
0.031326,7.0,0.978723,0.074817,0.274472,0.003467,0.422915,0.414912,1.0
0.872395,3.0,0.723404,0.028882,0.490628,0.001882,0.505955,0.628947,0.0
0.438963,1.0,0.765957,0.047286,0.488248,0.003467,0.422915,0.414912,0.0
0.013982,5.0,0.042553,0.061066,0.431419,0.003467,0.422915,0.414912,0.0
0.000398,4.0,0.574468,0.107752,0.490033,0.003467,0.422915,0.414912,0.0
0.902615,2.0,0.914894,0.044104,0.420113,0.002966,0.396686,0.542105,0.0
0.429715,3.0,0.382979,0.09259,0.616037,0.003467,0.422915,0.414912,1.0
0.424848,4.0,0.893617,0.058785,0.377864,0.003467,0.422915,0.414912,1.0
0.027344,1.0,0.468085,0.080491,0.494496,0.003467,0.422915,0.414912,1.0
0.022211,3.0,0.425532,0.074997,0.491223,0.003467,0.422915,0.414912,1.0
0.451396,4.0,0.042553,0.03954,0.461172,0.002619,0.451579,0.482018,1.0
0.451661,3.0,0.234043,0.038609,0.36983,0.002482,0.333506,0.838158,0.0
0.008628,2.0,0.914894,0.074817,0.60488,0.003467,0.422915,0.414912,1.0
0.031415,2.0,0.510638,0.074817,0.532282,0.003467,0.422915,0.414912,1.0
0.013274,3.0,0.978723,0.088327,0.503422,0.003467,0.422915,0.414912,1.0
0.898367,3.0,0.744681,0.09163,0.764951,0.006074,0.694459,0.478947,1.0
0.031769,3.0,0.021277,0.055242,0.154418,0.003467,0.422915,0.414912,0.0
0.022477,2.0,0.574468,0.044644,0.479768,0.003467,0.422915,0.414912,1.0
0.868236,6.0,0.787234,0.028281,0.504314,0.001826,0.372605,0.736842,0.0
0.000619,2.0,0.574468,0.122703,0.476793,0.003467,0.422915,0.414912,1.0
0.876775,2.0,0.659574,0.042963,0.72285,0.002869,0.540911,0.482018,1.0
0.031503,4.0,0.723404,0.074997,0.475156,0.003467,0.422915,0.414912,1.0
0.005442,7.0,0.787234,0.077609,0.63017,0.003467,0.422915,0.414912,1.0
0.438388,2.0,0.723404,0.061066,0.430824,0.003467,0.422915,0.414912,1.0
0.013716,6.0,0.106383,0.041131,0.262571,0.003467,0.422915,0.414912,0.0
0.027255,6.0,0.510638,0.074817,0.329664,0.003467,0.422915,0.414912,0.0
0.013318,4.0,0.446809,0.050318,0.637608,0.003467,0.422915,0.414912,0.0
0.885226,5.0,0.319149,0.027981,0.528712,0.001901,0.519679,0.310526,0.0
0.424539,4.0,0.297872,0.056923,0.184766,0.003467,0.422915,0.414912,1.0
0.894075,3.0,0.617021,0.093131,0.607111,0.006182,0.669601,0.374123,1.0
0.009292,3.0,0.808511,0.13114,0.857929,0.003467,0.422915,0.414912,1.0
0.867705,1.0,0.297872,0.030743,0.241148,0.000841,0.162092,0.902632,0.0
0.433742,1.0,0.93617,0.119491,0.603689,0.003467,0.422915,0.414912,1.0
0.429096,3.0,0.06383,0.055242,0.147873,0.003467,0.422915,0.414912,0.0
0.460334,5.0,0.957447,0.044013,0.493752,0.00297,0.39073,0.332018,0.0
0.013716,6.0,1.0,0.045755,0.390509,0.003467,0.422915,0.414912,1.0
0.44321,7.0,0.06383,0.041852,0.271199,0.002823,0.338944,0.585088,0.0
0.030884,4.0,0.914894,0.055812,0.423832,0.003467,0.422915,0.414912,0.0
0.907482,7.0,0.446809,0.087667,0.42294,0.005746,0.36406,0.544737,1.0
0.014247,4.0,0.87234,0.040591,0.531092,0.003467,0.422915,0.414912,0.0
0.022742,1.0,0.787234,0.102738,0.493454,0.003467,0.422915,0.414912,1.0
0.876023,6.0,0.744681,0.027771,0.511157,0.001683,0.50492,0.725439,0.0
0.428963,7.0,0.234043,0.055242,0.128533,0.003467,0.422915,0.414912,0.0
0.026724,1.0,0.06383,0.047526,0.23252,0.003467,0.422915,0.414912,0.0
0.885448,3.0,0.319149,0.029272,0.539572,0.001936,0.56318,0.425,1.0
0.017654,5.0,0.361702,0.057314,0.624517,0.003467,0.422915,0.414912,0.0
0.429229,6.0,0.446809,0.085655,0.449122,0.003467,0.422915,0.414912,1.0
0.912261,4.0,0.680851,0.093671,0.52648,0.00628,0.633351,0.185965,1.0
0.009734,6.0,0.829787,0.041732,0.605921,0.003467,0.422915,0.414912,0.0
0.442237,5.0,0.93617,0.055422,0.395567,0.003467,0.422915,0.414912,0.0
0.009601,3.0,0.446809,0.041732,0.551473,0.003467,0.422915,0.414912,0.0
0.425424,3.0,0.744681,0.134682,0.564415,0.003467,0.422915,0.414912,1.0
0.030928,5.0,0.361702,0.114957,0.596251,0.003467,0.422915,0.414912,1.0
0.437989,7.0,0.553191,0.051309,0.281166,0.003467,0.422915,0.414912,0.0
0.437989,7.0,0.06383,0.046806,0.18551,0.003467,0.422915,0.414912,0.0
0.009867,2.0,0.553191,0.071454,0.498066,0.003467,0.422915,0.414912,1.0
0.027477,4.0,0.340426,0.098145,0.554002,0.003467,0.422915,0.414912,1.0
0.030707,7.0,0.617021,0.089828,0.257066,0.003467,0.422915,0.414912,1.0
0.026282,5.0,0.276596,0.086736,0.387682,0.003467,0.422915,0.414912,1.0
0.017743,7.0,0.297872,0.066591,0.183576,0.003467,0.422915,0.414912,1.0
0.442414,3.0,0.978723,0.049117,0.488694,0.003338,0.479026,0.500526,0.0
0.018097,1.0,0.702128,0.093821,0.44704,0.003467,0.422915,0.414912,1.0
0.425601,7.0,0.446809,0.076258,0.340821,0.003467,0.422915,0.414912,1.0
0.425822,5.0,0.914894,0.058034,0.393038,0.003467,0.422915,0.414912,0.0
0.880271,5.0,0.702128,0.038489,0.558465,0.002499,0.479544,0.185965,0.0
0.456351,5.0,0.553191,0.037108,0.632401,0.002497,0.608752,0.567982,1.0
0.009557,2.0,0.553191,0.041642,0.533621,0.003467,0.422915,0.414912,0.0
0.885138,3.0,0.361702,0.028942,0.571705,0.002023,0.606939,0.263596,0.0
0.442326,7.0,0.468085,0.032785,0.355698,0.002229,0.35448,0.500526,1.0
0.438476,4.0,0.744681,0.057974,0.536894,0.003467,0.422915,0.414912,0.0
0.009911,3.0,1.0,0.048006,0.539572,0.003467,0.422915,0.414912,0.0
0.889385,2.0,0.212766,0.02663,0.134781,0.001735,0.215691,0.816228,0.0
0.01792,4.0,0.893617,0.06614,0.483785,0.003467,0.422915,0.414912,0.0
0.013583,3.0,0.531915,0.073976,0.517852,0.003467,0.422915,0.414912,1.0
0.424937,6.0,0.255319,0.068512,0.274918,0.003467,0.422915,0.414912,0.0
0.456263,3.0,0.255319,0.034046,0.452098,0.001585,0.408079,0.72193,0.0
0.438742,3.0,0.787234,0.060106,0.487652,0.003467,0.422915,0.414912,1.0
0.442326,7.0,0.851064,0.043653,0.337846,0.003,0.337908,0.414912,0.0
0.911376,5.0,0.404255,0.063979,0.567986,0.004051,0.561885,0.525877,1.0
0.008584,1.0,0.382979,0.092771,0.709908,0.003467,0.422915,0.414912,1.0
0.01376,7.0,0.319149,0.061997,0.481107,0.003467,0.422915,0.414912,1.0
0.022079,7.0,1.0,0.062477,0.219875,0.003467,0.422915,0.414912,0.0
0.898323,2.0,0.510638,0.041311,0.556977,0.002713,0.548938,0.602632,0.0
0.013982,5.0,0.148936,0.059865,0.325052,0.003467,0.422915,0.414912,0.0
0.880227,4.0,0.489362,0.029422,0.56025,0.002009,0.505438,0.270175,0.0
0.030928,5.0,0.106383,0.051429,0.264058,0.003467,0.422915,0.414912,0.0
0.43883,5.0,0.744681,0.057944,0.321333,0.003467,0.422915,0.414912,0.0
0.013849,2.0,0.617021,0.077039,0.511306,0.003467,0.422915,0.414912,1.0
0.889164,4.0,0.06383,0.033566,0.454775,0.002277,0.49275,0.534211,1.0
0.022034,6.0,0.404255,0.074517,0.318506,0.003467,0.422915,0.414912,0.0
0.438742,3.0,0.361702,0.072235,0.56263,0.003467,0.422915,0.414912,1.0
0.429185,5.0,0.191489,0.073256,0.258852,0.003467,0.422915,0.414912,0.0
0.013053,5.0,0.319149,0.041582,0.635823,0.003467,0.422915,0.414912,1.0
0.868147,4.0,0.468085,0.040291,0.732669,0.002607,0.544019,0.570175,1.0
0.438432,3.0,0.957447,0.090068,0.494793,0.003467,0.422915,0.414912,1.0
0.018008,6.0,0.085106,0.074517,0.287712,0.003467,0.422915,0.414912,0.0
0.88089,5.0,0.617021,0.027261,0.483636,0.001813,0.483169,0.657895,0.0
0.004557,1.0,0.148936,0.043683,0.166766,0.003467,0.422915,0.414912,0.0
0.464316,4.0,0.595745,0.029633,0.446891,0.001959,0.448731,0.408333,0.0
0.424937,6.0,0.0,0.066801,0.259595,0.003467,0.422915,0.414912,0.0
0.03168,1.0,0.957447,0.054341,0.383666,0.003467,0.422915,0.414912,0.0
0.424583,5.0,0.914894,0.056923,0.282654,0.003467,0.422915,0.414912,0.0
0.902925,2.0,0.531915,0.087366,0.490033,0.005937,0.590109,0.44693,1.0
0.438963,1.0,0.617021,0.058064,0.472181,0.003467,0.422915,0.414912,1.0
0.429937,1.0,0.638298,0.11802,0.605623,0.003467,0.422915,0.414912,1.0
0.009911,3.0,0.787234,0.041732,0.632104,0.003467,0.422915,0.414912,0.0
0.009336,4.0,0.744681,0.095052,0.81806,0.003467,0.422915,0.414912,0.0
0.022919,5.0,0.93617,0.09217,0.39274,0.003467,0.422915,0.414912,1.0
0.031326,7.0,0.255319,0.056833,0.087325,0.003467,0.422915,0.414912,0.0
0.437812,3.0,0.361702,0.059535,0.534365,0.003467,0.422915,0.414912,1.0
0.439051,3.0,0.382979,0.053321,0.598036,0.003467,0.422915,0.414912,0.0
0.000575,1.0,0.212766,0.043833,0.093871,0.003467,0.422915,0.414912,0.0
0.447901,2.0,0.595745,0.037709,0.612169,0.002495,0.571466,0.483772,0.0
0.424539,4.0,0.170213,0.055242,0.072746,0.003467,0.422915,0.414912,0.0
0.013451,7.0,0.255319,0.057464,0.202321,0.003467,0.422915,0.414912,0.0
0.027565,6.0,0.404255,0.083794,0.404641,0.003467,0.422915,0.414912,1.0
0.911907,3.0,0.702128,0.044314,0.515769,0.002964,0.515536,0.446491,0.0
0.026769,2.0,0.340426,0.074517,0.483041,0.003467,0.422915,0.414912,1.0
