quantifier,dataset,predicted_error,true_error
DyS,jm1-processed,0.14418700000000012,0.0952
DyS,letter-recognition,0.13766350000000005,0.0766
DyS,magic,0.136402,0.047950000000000007
DyS,mozilla,0.14194750000000012,0.0388
DyS,namao,0.13759200000000008,0.01545
DyS,occupancy,0.13433900000000001,0.007549999999999999
DyS,phoneme,0.13091799999999998,0.046700000000000005
DyS,spambase,0.130143,0.02555
DyS,winetype,0.15227500000000002,0.007050000000000001
HDy,AedesQuinx,0.09897799999999998,0.0546
HDy,AedesSex,0.1026145,0.01255
HDy,ArabicDigit,0.09626299999999999,0.012400000000000001
HDy,BNG,0.09606749999999994,0.014100000000000001
HDy,HTRU,0.11609149999999996,0.0455
HDy,anuranCalls,0.10922949999999995,0.0329
HDy,click-prediction,0.08228200000000005,0.13955
HDy,cmc,0.10966549999999996,0.1548
HDy,covtype_reduced,0.0991144999999999,0.066
HDy,default_credit_card_clients,0.093563,0.1381
HDy,eeg,0.08626099999999998,0.19845000000000002
HDy,jm1-processed,0.11759299999999989,0.1266
HDy,letter-recognition,0.10643999999999995,0.0994
HDy,magic,0.10335199999999994,0.0836
HDy,mozilla,0.11188749999999992,0.046950000000000006
HDy,namao,0.1061659999999999,0.02275
HDy,occupancy,0.11153399999999994,0.0182
HDy,phoneme,0.10630699999999992,0.0685
HDy,spambase,0.10385549999999992,0.0453
HDy,winetype,0.10660649999999994,0.01855
MAX,AedesQuinx,0.12998300000000004,0.042100000000000005
MAX,AedesSex,0.13004749999999998,0.011300000000000001
MAX,ArabicDigit,0.1179855,0.009
MAX,BNG,0.12363850000000004,0.010400000000000001
MAX,HTRU,0.10552000000000004,0.0216
MAX,anuranCalls,0.12227700000000008,0.01905
MAX,click-prediction,0.084558,0.1544
MAX,cmc,0.12979849999999998,0.10425
MAX,covtype_reduced,0.11786800000000001,0.06235
MAX,default_credit_card_clients,0.11945699999999998,0.07930000000000001
MAX,eeg,0.09516050000000004,0.28635
MAX,jm1-processed,0.13329950000000004,0.11005000000000001
MAX,letter-recognition,0.12333850000000003,0.08715
MAX,magic,0.12139250000000003,0.058100000000000006
MAX,mozilla,0.12282700000000003,0.042749999999999996
MAX,namao,0.12944400000000003,0.02065
MAX,occupancy,0.11504400000000001,0.00785
MAX,phoneme,0.12196950000000002,0.05800000000000001
MAX,spambase,0.12649299999999994,0.02665
MAX,winetype,0.12590550000000003,0.007299999999999999
MS,AedesQuinx,0.300772,0.03765
MS,AedesSex,0.30103599999999997,0.00945
MS,ArabicDigit,0.30580099999999993,0.0073999999999999995
MS,BNG,0.3055095000000001,0.009850000000000001
MS,HTRU,0.24298200000000006,0.025750000000000002
MS,anuranCalls,0.3327759999999998,0.0166
MS,click-prediction,0.20839899999999992,0.5
MS,cmc,0.294821,0.07585
MS,covtype_reduced,0.2521324999999999,0.05645
MS,default_credit_card_clients,0.32613299999999995,0.0952
MS,eeg,0.24657500000000007,0.49985
MS,jm1-processed,0.26148200000000005,0.17655
MS,letter-recognition,0.32481349999999987,0.14025
MS,magic,0.31511099999999986,0.05525
MS,mozilla,0.27502749999999976,0.04005
MS,namao,0.35688,0.0167
MS,occupancy,0.3120239999999999,0.00795
MS,phoneme,0.313763,0.07965
MS,spambase,0.29886549999999973,0.028450000000000003
MS,winetype,0.2930744999999999,0.0108
PACC,AedesQuinx,0.33523650000000016,0.0891
PACC,AedesSex,0.33740899999999985,0.020550000000000002
PACC,ArabicDigit,0.35882299999999995,0.0111
PACC,BNG,0.341534,0.01255
PACC,HTRU,0.33117149999999995,0.03165
PACC,anuranCalls,0.33422550000000006,0.026850000000000002
PACC,click-prediction,0.2687505,0.35525
PACC,cmc,0.33962699999999996,0.40945
PACC,covtype_reduced,0.38886799999999994,0.11645000000000001
PACC,default_credit_card_clients,0.2687704999999999,0.4547
PACC,eeg,0.3133365000000001,0.26139999999999997
PACC,jm1-processed,0.339937,0.5
PACC,letter-recognition,0.327581,0.5
PACC,magic,0.34568650000000006,0.1349
PACC,mozilla,0.33592999999999984,0.13705
PACC,namao,0.37145399999999995,0.02515
PACC,occupancy,0.33288999999999996,0.0306
PACC,phoneme,0.3309759999999999,0.1704
PACC,spambase,0.36158749999999995,0.0743
PACC,winetype,0.3352810000000001,0.01175
PCC,AedesQuinx,0.21331200000000017,0.14945
PCC,AedesSex,0.20868350000000008,0.027450000000000002
PCC,ArabicDigit,0.2202625000000002,0.0159
PCC,BNG,0.19630650000000013,0.02225
PCC,HTRU,0.18321699999999994,0.10674999999999998
PCC,anuranCalls,0.22118550000000006,0.05965
PCC,click-prediction,0.16175749999999994,0.35525
PCC,cmc,0.22846450000000001,0.23205
PCC,covtype_reduced,0.21614650000000013,0.18105
PCC,default_credit_card_clients,0.19667950000000003,0.28855
PCC,eeg,0.21283050000000006,0.26139999999999997
PCC,jm1-processed,0.19915549999999999,0.3255
PCC,letter-recognition,0.19579800000000014,0.31205
PCC,magic,0.22674300000000006,0.1845
PCC,mozilla,0.22727950000000002,0.18055000000000002
PCC,namao,0.2305895000000002,0.0615
PCC,occupancy,0.20208100000000007,0.0294
PCC,phoneme,0.1967565000000001,0.23115000000000002
PCC,spambase,0.22141000000000002,0.1014
PCC,winetype,0.22697700000000018,0.0184
SMM,AedesQuinx,0.09059399999999997,0.03925
SMM,AedesSex,0.09059149999999992,0.010450000000000001
SMM,ArabicDigit,0.09994649999999998,0.00855
SMM,BNG,0.10307149999999994,0.0102
SMM,HTRU,0.08280549999999996,0.02485
SMM,anuranCalls,0.10066649999999992,0.01725
SMM,click-prediction,0.06016899999999994,0.1367
SMM,cmc,0.09249999999999993,0.07345
SMM,covtype_reduced,0.09540149999999996,0.0541
SMM,default_credit_card_clients,0.08737049999999996,0.07635
SMM,eeg,0.07567949999999997,0.2407
SMM,jm1-processed,0.09073699999999997,0.11600000000000002
SMM,letter-recognition,0.0862874999999999,0.08505
SMM,magic,0.09848150000000003,0.0539
SMM,mozilla,0.08929749999999995,0.043100000000000006
SMM,namao,0.09456049999999992,0.017800000000000003
SMM,occupancy,0.09398199999999994,0.010150000000000001
SMM,phoneme,0.10006549999999996,0.05800000000000001
SMM,spambase,0.09971999999999995,0.028750000000000005
SMM,winetype,0.08812349999999995,0.01265
SORD,AedesQuinx,0.11746250000000004,0.03775
SORD,AedesSex,0.1054414999999999,0.00945
SORD,ArabicDigit,0.10088249999999999,0.0076
SORD,BNG,0.12617349999999994,0.00965
SORD,HTRU,0.08873149999999998,0.025500000000000002
SORD,anuranCalls,0.10108549999999995,0.0167
SORD,click-prediction,0.05938149999999998,0.14165
SORD,cmc,0.10761399999999996,0.0741
SORD,covtype_reduced,0.10835049999999992,0.053750000000000006
SORD,default_credit_card_clients,0.09948249999999996,0.07555
SORD,eeg,0.07626949999999999,0.22195
SORD,jm1-processed,0.11496599999999992,0.10965
SORD,letter-recognition,0.12012449999999993,0.0804
SORD,magic,0.11530949999999991,0.05455
SORD,mozilla,0.10799449999999997,0.0398
SORD,namao,0.11028299999999995,0.017
SORD,occupancy,0.11111299999999998,0.0078
SORD,phoneme,0.11274800000000001,0.0521
SORD,spambase,0.11353149999999995,0.026500000000000003
SORD,winetype,0.11869749999999991,0.0094
X,AedesQuinx,0.12864050000000002,0.040600000000000004
X,AedesSex,0.1350579999999999,0.01235
X,ArabicDigit,0.13596699999999998,0.00895
X,BNG,0.14305050000000002,0.01065
X,HTRU,0.11185099999999996,0.02375
X,anuranCalls,0.13820449999999998,0.0191
X,click-prediction,0.11051700000000002,0.14950000000000002
X,cmc,0.11948499999999992,0.097
X,covtype_reduced,0.13891499999999996,0.0631
X,default_credit_card_clients,0.1449145,0.09755
X,eeg,0.08319850000000004,0.28635
X,jm1-processed,0.13416549999999994,0.11835
X,letter-recognition,0.14040699999999995,0.08715
X,magic,0.13054149999999995,0.058100000000000006
X,mozilla,0.12083499999999997,0.042249999999999996
X,namao,0.13125150000000002,0.02015
X,occupancy,0.14030349999999997,0.009600000000000001
X,phoneme,0.15428,0.0601
X,spambase,0.1486155,0.028800000000000003
X,winetype,0.13604850000000002,0.009049999999999999
