V1,V2,V3
171.0,811.0,0.489936
732.0,805.0,0.382778
374.0,813.0,0.39875
877.0,814.0,0.417283
398.0,823.0,0.353063
114.0,824.0,0.373274
802.0,825.0,0.382592
36.0,847.0,0.587132
430.0,836.0,0.412973
129.0,839.0,0.491852
179.0,848.0,0.460225
768.0,841.0,0.427506
622.0,851.0,0.394992
785.0,865.0,0.461482
302.0,864.0,0.360445
71.0,875.0,0.402851
880.0,879.0,0.433389
88.0,884.0,0.369886
219.0,885.0,0.416493
160.0,890.0,0.394996
676.0,888.0,0.379652
815.0,893.0,0.394611
734.0,892.0,0.373277
106.0,892.0,0.365052
174.0,909.0,0.416448
887.0,907.0,0.358424
96.0,912.0,0.376958
997.0,914.0,0.359306
885.0,922.0,0.403232
310.0,922.0,0.396342
265.0,922.0,0.353934
529.0,924.0,0.381729
680.0,926.0,0.379766
174.0,946.0,0.498887
396.0,935.0,0.404798
477.0,941.0,0.391085
285.0,946.0,0.40471
985.0,955.0,0.471452
665.0,959.0,0.377117
871.0,964.0,0.489545
682.0,980.0,0.427313
968.0,982.0,0.448957
