V1,V2,V3
864.0,613.0,0.376242
121.0,627.0,0.422565
920.0,633.0,0.521076
782.0,632.0,0.511174
910.0,633.0,0.355707
678.0,638.0,0.367321
408.0,657.0,0.35473
132.0,660.0,0.364204
410.0,668.0,0.392498
906.0,665.0,0.362719
896.0,688.0,0.466615
816.0,684.0,0.350078
1000.0,686.0,0.350286
561.0,690.0,0.379502
401.0,697.0,0.376966
599.0,699.0,0.421948
915.0,708.0,0.365651
948.0,711.0,0.411787
632.0,717.0,0.414745
981.0,725.0,0.447963
669.0,743.0,0.566248
428.0,729.0,0.401295
787.0,744.0,0.501424
395.0,734.0,0.360104
462.0,741.0,0.457607
757.0,750.0,0.399931
707.0,767.0,0.520651
856.0,761.0,0.359244
862.0,768.0,0.391132
775.0,791.0,0.52326
894.0,776.0,0.387923
461.0,776.0,0.364845
371.0,802.0,0.548757
819.0,817.0,0.588229
292.0,803.0,0.364276
498.0,807.0,0.381534
917.0,816.0,0.657933
993.0,822.0,0.539428
384.0,820.0,0.382357
19.0,830.0,0.467051
622.0,817.0,0.456533
638.0,828.0,0.471131
913.0,837.0,0.397551
672.0,843.0,0.593624
86.0,846.0,0.444995
564.0,853.0,0.511706
409.0,851.0,0.549284
54.0,852.0,0.398342
991.0,857.0,0.419325
785.0,860.0,0.411441
254.0,856.0,0.366671
528.0,860.0,0.405311
825.0,882.0,0.609549
186.0,866.0,0.363106
646.0,866.0,0.364383
43.0,881.0,0.59762
74.0,872.0,0.369962
201.0,875.0,0.411868
571.0,884.0,0.475152
920.0,873.0,0.354259
182.0,875.0,0.378978
678.0,882.0,0.355609
920.0,886.0,0.35592
323.0,916.0,0.530414
70.0,898.0,0.389957
788.0,890.0,0.383637
881.0,904.0,0.368586
856.0,913.0,0.48997
362.0,910.0,0.361781
615.0,922.0,0.508566
676.0,917.0,0.373085
27.0,932.0,0.444241
58.0,929.0,0.355608
916.0,936.0,0.417506
674.0,940.0,0.551503
210.0,936.0,0.352323
95.0,967.0,0.556245
354.0,938.0,0.350552
66.0,948.0,0.453582
210.0,945.0,0.362333
719.0,950.0,0.440795
118.0,949.0,0.382206
918.0,960.0,0.505132
294.0,956.0,0.352451
597.0,959.0,0.37067
606.0,958.0,0.358303
675.0,959.0,0.406942
118.0,974.0,0.500944
210.0,960.0,0.380575
891.0,965.0,0.480574
993.0,976.0,0.467569
38.0,982.0,0.516456
233.0,965.0,0.397684
545.0,975.0,0.502215
427.0,992.0,0.566478
616.0,971.0,0.401121
294.0,971.0,0.371284
668.0,980.0,0.493118
714.0,977.0,0.501507
916.0,997.0,0.571092
576.0,984.0,0.377648
847.0,989.0,0.385603
798.0,991.0,0.356804
144.0,1004.0,0.476308
705.0,1000.0,0.374769
591.0,1006.0,0.476362
841.0,1007.0,0.48159
363.0,195.0,0.670948
493.0,62.0,0.65002
482.0,36.0,0.614401
584.0,200.0,0.517753
387.0,397.0,0.696958
439.0,21.0,0.656601
559.0,145.0,0.567358
169.0,609.0,0.475008
96.0,284.0,0.580476
134.0,275.0,0.603021
710.0,35.0,0.652791
251.0,25.0,0.528373
335.0,37.0,0.635037
529.0,16.0,0.446832
769.0,18.0,0.448171
977.0,19.0,0.406734
1004.0,20.0,0.376536
92.0,21.0,0.409573
896.0,22.0,0.368854
567.0,32.0,0.500785
824.0,41.0,0.456877
516.0,33.0,0.60446
920.0,30.0,0.353296
772.0,56.0,0.602218
292.0,47.0,0.431786
547.0,51.0,0.377231
947.0,52.0,0.467742
383.0,58.0,0.628009
882.0,93.0,0.584179
621.0,60.0,0.402078
818.0,65.0,0.538854
990.0,101.0,0.565537
440.0,66.0,0.351024
313.0,75.0,0.458754
204.0,93.0,0.584053
143.0,86.0,0.64927
834.0,86.0,0.495675
929.0,90.0,0.45411
416.0,84.0,0.368266
816.0,86.0,0.409353
352.0,94.0,0.479069
408.0,90.0,0.357071
34.0,91.0,0.36092
427.0,105.0,0.453344
675.0,102.0,0.369491
71.0,108.0,0.402534
347.0,122.0,0.45636
19.0,132.0,0.523117
410.0,142.0,0.513685
452.0,129.0,0.429309
641.0,130.0,0.425983
909.0,141.0,0.43555
236.0,139.0,0.367779
772.0,145.0,0.424367
851.0,153.0,0.469995
680.0,148.0,0.354398
998.0,151.0,0.372597
444.0,155.0,0.397224
875.0,168.0,0.543707
327.0,168.0,0.456857
478.0,165.0,0.372156
1004.0,169.0,0.368548
453.0,178.0,0.367881
740.0,175.0,0.36328
924.0,187.0,0.516566
779.0,178.0,0.401203
823.0,179.0,0.369249
638.0,180.0,0.355842
634.0,194.0,0.399133
836.0,199.0,0.532862
814.0,221.0,0.4269
283.0,200.0,0.374597
960.0,210.0,0.456265
192.0,224.0,0.43017
437.0,248.0,0.767101
633.0,216.0,0.402605
27.0,231.0,0.471973
396.0,224.0,0.422711
946.0,232.0,0.542716
923.0,223.0,0.384524
256.0,227.0,0.40087
494.0,228.0,0.407292
964.0,238.0,0.361369
761.0,250.0,0.593078
495.0,246.0,0.400098
851.0,250.0,0.552592
382.0,247.0,0.395354
160.0,262.0,0.487626
511.0,275.0,0.454649
21.0,283.0,0.571863
915.0,270.0,0.449734
222.0,279.0,0.544918
314.0,275.0,0.418221
774.0,273.0,0.352275
902.0,307.0,0.704814
174.0,284.0,0.417203
770.0,285.0,0.503053
543.0,284.0,0.366007
126.0,302.0,0.518734
805.0,307.0,0.42363
579.0,322.0,0.571406
158.0,322.0,0.697629
512.0,315.0,0.445795
767.0,308.0,0.392703
414.0,309.0,0.378624
367.0,320.0,0.444904
207.0,316.0,0.405936
98.0,320.0,0.363613
457.0,323.0,0.45006
886.0,329.0,0.539633
983.0,327.0,0.416102
102.0,333.0,0.388215
263.0,338.0,0.419969
389.0,339.0,0.388347
493.0,334.0,0.360566
956.0,374.0,0.694758
444.0,394.0,0.560134
525.0,346.0,0.354862
132.0,355.0,0.381237
986.0,350.0,0.36873
19.0,355.0,0.485007
282.0,367.0,0.491718
740.0,364.0,0.437254
773.0,376.0,0.452379
587.0,379.0,0.439906
141.0,377.0,0.396174
196.0,376.0,0.430816
837.0,383.0,0.590419
623.0,376.0,0.360876
640.0,386.0,0.356885
193.0,390.0,0.383048
917.0,403.0,0.491382
645.0,403.0,0.439048
822.0,404.0,0.40489
507.0,410.0,0.463802
872.0,413.0,0.574761
984.0,434.0,0.496295
215.0,420.0,0.362263
775.0,455.0,0.532512
825.0,443.0,0.505819
486.0,459.0,0.466102
302.0,447.0,0.380599
346.0,474.0,0.542857
440.0,545.0,0.708518
390.0,458.0,0.353553
862.0,462.0,0.351693
163.0,477.0,0.43102
398.0,484.0,0.474949
809.0,481.0,0.440956
248.0,486.0,0.353779
286.0,511.0,0.498639
820.0,511.0,0.437811
82.0,493.0,0.363486
787.0,500.0,0.423045
982.0,496.0,0.352987
499.0,523.0,0.46994
577.0,504.0,0.357236
980.0,510.0,0.35467
773.0,528.0,0.447025
948.0,522.0,0.35309
732.0,552.0,0.507782
804.0,566.0,0.489729
566.0,559.0,0.412754
520.0,572.0,0.465238
342.0,570.0,0.469519
694.0,574.0,0.386626
80.0,575.0,0.399216
736.0,577.0,0.481312
376.0,580.0,0.416678
566.0,587.0,0.495755
248.0,595.0,0.445517
702.0,596.0,0.423161
409.0,604.0,0.540444
485.0,625.0,0.509692
829.0,605.0,0.535398
557.0,611.0,0.431448
301.0,631.0,0.501508
774.0,621.0,0.387166
733.0,624.0,0.36753
16.0,632.0,0.388017
352.0,633.0,0.359916
735.0,638.0,0.427874
830.0,646.0,0.443046
554.0,644.0,0.363223
794.0,664.0,0.486989
441.0,658.0,0.41269
511.0,656.0,0.394184
558.0,658.0,0.355443
393.0,665.0,0.474057
693.0,668.0,0.409498
427.0,669.0,0.353125
246.0,677.0,0.468825
560.0,677.0,0.410593
415.0,724.0,0.65326
704.0,697.0,0.566581
818.0,685.0,0.37536
565.0,692.0,0.386121
390.0,702.0,0.417002
524.0,707.0,0.370538
735.0,719.0,0.454026
852.0,721.0,0.497138
492.0,718.0,0.404476
368.0,811.0,0.647819
773.0,729.0,0.395982
808.0,728.0,0.367524
540.0,731.0,0.357381
599.0,762.0,0.516028
298.0,741.0,0.406989
773.0,744.0,0.428961
877.0,744.0,0.448003
641.0,748.0,0.392647
464.0,748.0,0.366961
497.0,749.0,0.396579
244.0,792.0,0.675399
738.0,755.0,0.371689
778.0,765.0,0.497907
175.0,767.0,0.376374
518.0,777.0,0.614107
454.0,770.0,0.415051
909.0,788.0,0.612885
872.0,772.0,0.36515
879.0,776.0,0.377378
82.0,779.0,0.361031
466.0,800.0,0.533415
751.0,809.0,0.489485
335.0,801.0,0.360426
615.0,822.0,0.458727
772.0,817.0,0.472104
921.0,818.0,0.432563
496.0,833.0,0.542739
405.0,837.0,0.454698
942.0,836.0,0.47031
795.0,854.0,0.513634
191.0,840.0,0.458111
537.0,841.0,0.364643
698.0,858.0,0.41925
144.0,864.0,0.463204
123.0,864.0,0.395166
233.0,872.0,0.43745
891.0,871.0,0.364171
76.0,877.0,0.365649
301.0,880.0,0.427739
754.0,894.0,0.510464
674.0,945.0,0.592425
112.0,884.0,0.38508
142.0,887.0,0.400474
289.0,934.0,0.554165
598.0,898.0,0.43218
895.0,890.0,0.463742
180.0,902.0,0.536094
940.0,900.0,0.361866
388.0,914.0,0.486136
46.0,915.0,0.432045
736.0,921.0,0.45981
993.0,925.0,0.525004
511.0,922.0,0.415684
413.0,941.0,0.442179
196.0,979.0,0.725698
492.0,954.0,0.38446
993.0,967.0,0.535839
29.0,986.0,0.588784
246.0,959.0,0.373782
778.0,961.0,0.381877
242.0,970.0,0.360357
370.0,978.0,0.496552
731.0,978.0,0.440266
467.0,987.0,0.479594
625.0,989.0,0.377303
137.0,999.0,0.502056
402.0,987.0,0.355627
702.0,987.0,0.37191
379.0,999.0,0.404205
831.0,1003.0,0.454469
369.0,118.0,0.7216
207.0,175.0,0.689477
419.0,344.0,0.629358
594.0,317.0,0.793684
661.0,269.0,0.794795
622.0,175.0,0.662217
537.0,65.0,0.573276
560.0,477.0,0.592599
694.0,268.0,0.618076
787.0,63.0,0.736215
814.0,421.0,0.776959
960.0,595.0,0.761766
850.0,573.0,0.551283
54.0,32.0,0.602892
176.0,30.0,0.646878
263.0,52.0,0.621115
444.0,16.0,0.362196
613.0,22.0,0.541354
800.0,19.0,0.586171
900.0,16.0,0.35169
136.0,37.0,0.459032
987.0,25.0,0.518455
476.0,28.0,0.388851
902.0,23.0,0.378144
893.0,104.0,0.736672
494.0,35.0,0.423147
882.0,37.0,0.42202
244.0,36.0,0.352733
549.0,44.0,0.504268
608.0,48.0,0.358934
926.0,47.0,0.362819
346.0,51.0,0.378458
922.0,60.0,0.361986
46.0,67.0,0.488185
453.0,82.0,0.618385
180.0,69.0,0.480436
611.0,82.0,0.633671
231.0,89.0,0.50027
555.0,82.0,0.483343
974.0,78.0,0.358873
984.0,79.0,0.386384
71.0,98.0,0.428176
752.0,100.0,0.442235
485.0,137.0,0.659169
649.0,125.0,0.528967
198.0,125.0,0.538047
265.0,110.0,0.413291
138.0,121.0,0.485067
591.0,121.0,0.383138
756.0,135.0,0.4566
26.0,132.0,0.511738
408.0,129.0,0.367328
169.0,162.0,0.507845
420.0,177.0,0.566512
665.0,161.0,0.41839
563.0,178.0,0.621678
150.0,163.0,0.386356
688.0,170.0,0.429675
718.0,196.0,0.610733
32.0,183.0,0.362993
94.0,186.0,0.413246
286.0,198.0,0.699336
388.0,186.0,0.373428
128.0,201.0,0.507987
205.0,192.0,0.357529
888.0,197.0,0.451445
454.0,242.0,0.617714
392.0,206.0,0.355833
26.0,210.0,0.385192
159.0,213.0,0.378016
225.0,216.0,0.368697
372.0,217.0,0.361369
648.0,219.0,0.395164
110.0,221.0,0.369903
517.0,226.0,0.465138
941.0,234.0,0.563244
54.0,225.0,0.406039
390.0,238.0,0.514988
552.0,224.0,0.4817
301.0,224.0,0.366705
989.0,234.0,0.487951
179.0,235.0,0.500948
803.0,230.0,0.361037
92.0,238.0,0.41392
809.0,244.0,0.480231
152.0,245.0,0.356945
833.0,260.0,0.744312
62.0,262.0,0.420181
187.0,264.0,0.397079
772.0,269.0,0.37277
358.0,271.0,0.411334
533.0,304.0,0.58929
80.0,274.0,0.37046
123.0,277.0,0.482119
148.0,283.0,0.365412
881.0,289.0,0.402184
404.0,296.0,0.408549
816.0,316.0,0.645872
920.0,310.0,0.649682
486.0,305.0,0.40333
126.0,314.0,0.483851
421.0,304.0,0.379887
306.0,314.0,0.460122
88.0,315.0,0.356901
448.0,320.0,0.498456
620.0,314.0,0.355943
20.0,334.0,0.470495
885.0,344.0,0.526074
148.0,336.0,0.35577
450.0,341.0,0.384065
203.0,351.0,0.513338
609.0,362.0,0.41414
294.0,363.0,0.469024
68.0,378.0,0.475323
117.0,374.0,0.427487
739.0,373.0,0.479543
922.0,373.0,0.379194
615.0,385.0,0.443646
421.0,386.0,0.384822
252.0,386.0,0.369761
787.0,391.0,0.412801
534.0,390.0,0.366191
275.0,392.0,0.362284
328.0,397.0,0.364798
171.0,406.0,0.522668
982.0,402.0,0.477271
54.0,410.0,0.375881
613.0,412.0,0.383325
484.0,428.0,0.504469
939.0,424.0,0.372506
96.0,426.0,0.410312
560.0,428.0,0.398558
273.0,439.0,0.501521
874.0,434.0,0.438125
659.0,461.0,0.549762
57.0,439.0,0.428198
189.0,455.0,0.470739
86.0,454.0,0.416502
925.0,456.0,0.424356
594.0,455.0,0.356327
678.0,456.0,0.362149
537.0,465.0,0.448652
738.0,470.0,0.501097
227.0,476.0,0.469319
23.0,481.0,0.59607
146.0,470.0,0.360023
995.0,476.0,0.411273
486.0,476.0,0.353316
104.0,482.0,0.352108
606.0,490.0,0.446319
105.0,490.0,0.35323
43.0,494.0,0.377103
213.0,506.0,0.40663
300.0,496.0,0.403443
171.0,500.0,0.398316
640.0,507.0,0.425774
751.0,512.0,0.457638
17.0,509.0,0.41491
488.0,521.0,0.539986
818.0,522.0,0.395729
186.0,522.0,0.361853
630.0,523.0,0.361488
242.0,541.0,0.485125
910.0,532.0,0.443247
110.0,553.0,0.482347
150.0,532.0,0.35511
74.0,545.0,0.41921
149.0,565.0,0.541205
304.0,544.0,0.446913
718.0,540.0,0.353904
725.0,543.0,0.384361
423.0,547.0,0.381939
618.0,551.0,0.487185
847.0,549.0,0.394694
965.0,554.0,0.44122
419.0,564.0,0.457977
718.0,561.0,0.372552
21.0,585.0,0.490417
293.0,611.0,0.574003
376.0,590.0,0.355036
36.0,594.0,0.406919
76.0,602.0,0.400189
906.0,612.0,0.510803
402.0,613.0,0.369585
44.0,620.0,0.536399
754.0,612.0,0.356357
124.0,614.0,0.351858
626.0,620.0,0.353611
844.0,634.0,0.351571
93.0,637.0,0.351689
49.0,642.0,0.410633
24.0,647.0,0.433007
762.0,653.0,0.403777
265.0,655.0,0.440581
412.0,664.0,0.461051
899.0,661.0,0.38585
286.0,661.0,0.367838
338.0,677.0,0.451123
826.0,664.0,0.404987
34.0,667.0,0.432617
995.0,673.0,0.473933
264.0,672.0,0.407792
71.0,676.0,0.39565
708.0,680.0,0.395371
159.0,713.0,0.548243
36.0,686.0,0.403713
285.0,690.0,0.463152
867.0,690.0,0.362418
467.0,696.0,0.530666
420.0,702.0,0.546911
20.0,712.0,0.438767
374.0,709.0,0.455397
652.0,721.0,0.449225
207.0,716.0,0.431363
144.0,725.0,0.361349
131.0,727.0,0.450152
424.0,722.0,0.352064
35.0,740.0,0.500341
467.0,736.0,0.456217
400.0,744.0,0.412694
347.0,749.0,0.388489
647.0,761.0,0.425831
923.0,763.0,0.438281
46.0,774.0,0.483955
699.0,770.0,0.49815
125.0,768.0,0.454669
819.0,766.0,0.391823
149.0,772.0,0.401778
418.0,773.0,0.412598
220.0,788.0,0.425176
21.0,792.0,0.433401
453.0,809.0,0.435568
346.0,800.0,0.350713
731.0,805.0,0.390572
171.0,812.0,0.49101
877.0,813.0,0.4198
374.0,813.0,0.410664
399.0,824.0,0.36674
114.0,824.0,0.373614
802.0,825.0,0.379703
36.0,847.0,0.585106
430.0,836.0,0.417611
129.0,839.0,0.504162
179.0,849.0,0.455556
768.0,841.0,0.426359
622.0,851.0,0.405723
785.0,865.0,0.465719
302.0,864.0,0.357962
72.0,875.0,0.412599
880.0,879.0,0.436368
89.0,883.0,0.381747
219.0,885.0,0.424052
160.0,890.0,0.405426
676.0,888.0,0.376405
815.0,892.0,0.394417
734.0,892.0,0.375285
